"Step","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (Proposed) - In distribution over conf 0.95: ACC","Grouped runs (Proposed) - In distribution over conf 0.95: ACC__MIN","Grouped runs (Proposed) - In distribution over conf 0.95: ACC__MAX","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (MTC) - In distribution over conf 0.95: ACC","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MIN","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MAX","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MIN","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MAX"
"71","0.8681995034217834","0.8622297048568726","0.8759048581123352","0.9188041388988495","0.9120945930480957","0.9255611896514893","0.8746228218078613","0.8629682064056396","0.8846497535705566","0.7722602784633636","0.7707675695419312","0.7737529873847961","0.8741268634796142","0.866930365562439","0.8783402442932129","0.8315443634986878","0.8081430792808533","0.8657877445220947"
"72","0.8680630445480346","0.8612902760505676","0.8772609233856201","0.9209824502468109","0.9107844233512878","0.9271237254142761","0.876129949092865","0.8667963743209839","0.8882876038551331","0.7230883240699768","0.7168743014335632","0.7293023467063904","0.874128007888794","0.8639869093894958","0.8785942792892456","0.8270718216896057","0.8043217062950134","0.8427481055259705"
"73","0.8681915283203125","0.8578217625617981","0.8768116235733032","0.9201413094997406","0.9113633632659912","0.9256511330604553","0.8741690516471863","0.8662371635437012","0.8871360421180725","0.7264817357063293","0.7025963664054871","0.7503671050071716","0.8743582010269165","0.8652057647705078","0.8784093260765076","0.8363867163658142","0.8097553849220276","0.8554255366325378"
"74","0.8690367579460144","0.860426127910614","0.8776142597198486","0.9188062250614166","0.9092235565185547","0.9245198965072632","0.8738286972045899","0.8663951754570007","0.8839104175567627","0.7700093388557434","0.7535865306854248","0.786432147026062","0.8733727335929871","0.863584578037262","0.8788268566131592","0.8295224428176879","0.8113581538200378","0.8585253357887268"
"75","0.8667556881904602","0.8582586646080017","0.87596595287323","0.9184510260820389","0.9114967584609985","0.9245393872261047","0.872203242778778","0.8635784983634949","0.8829678893089294","0.7631264925003052","0.7631264925003052","0.7631264925003052","0.8728739976882934","0.8646299242973328","0.8787529468536377","0.8307217359542847","0.7995591163635254","0.8466396331787109"
"76","0.8689481616020203","0.8597396612167358","0.8768218755722046","0.9190340936183929","0.9090779423713684","0.9247375726699829","0.8735333919525147","0.8666068911552429","0.8833886384963989","0.7477954030036926","0.7477954030036926","0.7477954030036926","0.8727898120880127","0.8637747168540955","0.8776978850364685","0.8340000867843628","0.8075301647186279","0.8577756881713867"
"77","0.8682755112648011","0.8586273789405823","0.8758407235145569","0.919324666261673","0.9056738615036011","0.9248185753822327","0.8742370843887329","0.8659899830818176","0.8832887411117554","0.7644766569137573","0.7644766569137573","0.7644766569137573","0.8720042824745178","0.8629358410835266","0.8764201998710632","0.8320335626602173","0.7982534766197205","0.857636570930481"
"78","0.8680056452751159","0.8595700860023499","0.8766258358955383","0.9175306856632233","0.9089593291282654","0.9226146936416626","0.8737030982971191","0.86426842212677","0.8824350237846375","0.7714007496833801","0.7714007496833801","0.7714007496833801","0.8711279034614563","0.8632111549377441","0.8750473856925964","0.8255421042442321","0.7921041250228882","0.8492562770843506"
"79","0.8679890871047974","0.8591113686561584","0.8760970234870911","0.9196890145540237","0.9076363444328308","0.9265536665916443","0.872341787815094","0.862762451171875","0.8844682574272156","0.7385019659996033","0.7385019659996033","0.7385019659996033","0.8718830704689026","0.862457275390625","0.8775614500045776","0.8236350655555725","0.8054381012916565","0.8316744565963745"
"80","0.8678174257278443","0.8598971962928772","0.877601146697998","0.9202833324670792","0.917907178401947","0.9223331212997437","0.872142207622528","0.8627749681472778","0.8827073574066162","0.7417840361595154","0.7417840361595154","0.7417840361595154","0.8730749726295471","0.8658676743507385","0.8769699931144714","0.8248379468917847","0.8082365989685059","0.8453115224838257"
"81","0.8698004841804504","0.8622331023216248","0.8768892288208008","0.9130782335996628","0.9010201692581177","0.9200112819671631","0.8692165374755859","0.8607309460639954","0.8799146413803101","0.7193460464477539","0.7193460464477539","0.7193460464477539","0.8685851573944092","0.8598622679710388","0.8725355267524719","0.8191851019859314","0.7997964024543762","0.8305157423019409"
"82","0.8689034104347229","0.8590914607048035","0.8773037791252136","0.9125092327594757","0.9028910994529724","0.9184668660163879","0.868415105342865","0.8595259189605713","0.8794575333595276","","","","0.8685447096824646","0.8603485226631165","0.8724714517593384","0.8216846108436584","0.7994100451469421","0.835099458694458"
"83","0.8695595026016235","0.8613759279251099","0.8770459890365601","0.9123603999614716","0.9002059102058411","0.9183416962623596","0.8685961127281189","0.8603541851043701","0.8795483112335205","","","","0.8684646964073182","0.8603631854057312","0.8721455335617065","0.8215553045272828","0.8039615750312805","0.8355763554573059"
"84","0.868637764453888","0.8598431348800659","0.8777878284454346","0.9116525053977966","0.9022639393806458","0.9172547459602356","0.8681264877319336","0.8589518666267395","0.8791912794113159","","","","0.8683016180992127","0.8600977659225464","0.8724764585494995","0.8190918564796448","0.8011878132820129","0.8367974162101746"
"85","0.8680249452590942","0.8594754338264465","0.8755149841308594","0.9118092358112335","0.8992875218391418","0.9193729162216187","0.8684925317764283","0.8597239255905151","0.8793730139732361","","","","0.8682752847671509","0.860112726688385","0.871990978717804","0.8218465447425842","0.8040828704833984","0.8368107676506042"
"86","0.8688849449157715","0.8603453040122986","0.8780237436294556","0.9113314747810364","0.9002888202667236","0.9162892699241638","0.8683129072189331","0.8588988184928894","0.8795090317726135","","","","0.8682206630706787","0.8601301908493042","0.8717595338821411","0.8206891059875489","0.7965928912162781","0.8324316143989563"
"87","0.8686558365821838","0.8604381680488586","0.8753055930137634","0.9113817065954208","0.8987272381782532","0.9181106686592102","0.8678329229354859","0.8589164614677429","0.8792476058006287","","","","0.8681491851806641","0.8600400686264038","0.8714285492897034","0.8194564342498779","0.7972598671913147","0.8335015177726746"
"88","0.8685847043991088","0.8606747388839722","0.8762394785881042","0.9111984819173813","0.9001513123512268","0.9169213771820068","0.8679770827293396","0.8598119020462036","0.8792779445648193","","","","0.8680198669433594","0.8600400686264038","0.8718366622924805","0.8177686333656311","0.7964550852775574","0.8303387761116028"
"89","0.8687815427780151","0.8617227077484131","0.8760765790939331","0.9104979187250137","0.89864581823349","0.9167824387550354","0.8680962920188904","0.8589872121810913","0.8795437216758728","","","","0.8679839491844177","0.8604709506034851","0.8714482188224792","0.8185070157051086","0.8032689690589905","0.8339927196502686"
"90","0.8680501580238342","0.8582252264022827","0.8751445412635803","0.9116301238536835","0.9009082913398743","0.9168863892555237","0.8679443240165711","0.859147846698761","0.878962516784668","","","","0.8677767872810364","0.8598072528839111","0.8719007968902588","0.8172096490859986","0.7983999848365784","0.8279103636741638"
"91","0.8682607412338257","0.8602855801582336","0.876142680644989","0.9109163880348206","0.9017094373703003","0.9177967309951782","0.8676354050636291","0.8584315180778503","0.8788827657699585","","","","0.8677564144134522","0.8597698211669922","0.8715251088142395","0.8191043019294739","0.7977166175842285","0.8293071389198303"
"92","0.8678789258003234","0.860264778137207","0.8764160871505737","0.910353273153305","0.8984044790267944","0.9162636399269104","0.8677616238594055","0.8592556118965149","0.8785526752471924","","","","0.8679832458496094","0.8600575923919678","0.8719619512557983","0.8190934777259826","0.7943694591522217","0.8322667479515076"
"93","0.8680651903152465","0.860115647315979","0.8764479160308838","0.9105072319507599","0.8996425867080688","0.9169922471046448","0.8677361845970154","0.8587719202041626","0.8788182139396667","","","","0.8679222345352173","0.8600049614906311","0.8715733885765076","0.8177192091941834","0.798916220664978","0.8309900164604187"
"94","0.8683818697929382","0.8584093451499939","0.8770281076431274","0.9101668745279312","0.8976667523384094","0.9155781865119934","0.8677557945251465","0.8584136962890625","0.8787726759910583","","","","0.8678554415702819","0.8598072528839111","0.8715412616729736","0.8165424942970276","0.7890001535415649","0.8338403701782227"
"95","0.8680180788040162","0.8606294393539429","0.8761084079742432","0.9106622487306595","0.8990411162376404","0.918232798576355","0.8678541660308838","0.8591302633285522","0.8787385821342468","","","","0.8679494619369507","0.8599523901939392","0.8719007968902588","0.8157769083976746","0.7942931652069092","0.8302599191665649"
"96","0.8688343286514282","0.8599331974983215","0.876140296459198","0.9098964482545853","0.8985646367073059","0.9151331782341003","0.8676262378692627","0.8583594560623169","0.8787233829498291","","","","0.8678164124488831","0.860112726688385","0.8715733885765076","0.8153295040130615","0.7971483469009399","0.8305159211158752"
"97","0.8677625894546509","0.8607252836227417","0.8747114539146423","0.9099840670824051","0.8987964987754822","0.9167830348014832","0.867579460144043","0.8583051562309265","0.8786930441856384","","","","0.8677606821060181","0.8596447706222534","0.8715090751647949","0.8180070161819458","0.8029356002807617","0.8317357301712036"
"98","0.8682767271995544","0.859012246131897","0.8765907883644104","0.9103721231222153","0.8989608883857727","0.9158827066421509","0.86757572889328","0.8586099147796631","0.8788675665855408","","","","0.86783207654953","0.8597347140312195","0.8721192479133606","0.8164461016654968","0.7893748879432678","0.832047700881958"
"99","0.8683305144309997","0.8600282669067383","0.8765226602554321","0.9105940014123917","0.8991919159889221","0.9172249436378479","0.8675871014595031","0.8583416938781738","0.8785982131958008","","","","0.8676539778709411","0.8599674701690674","0.8712462186813354","0.8172781944274903","0.7977495789527893","0.8278480768203735"
