"Step","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (Proposed) - Selected ratio of i.d over conf 0.95","Grouped runs (Proposed) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (Proposed) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MAX"
"60","0.9656664133071899","0.9552388191223145","0.9733683466911316","0.8309577405452728","0.8254563808441162","0.8397099375724792","0.9648162007331849","0.9591147899627686","0.9708676934242249","0.17183462778727213","0.11977994441986084","0.20230057835578918","0.9698674559593201","0.9669917225837708","0.975493848323822","0.8199299812316895","0.7800700068473816","0.8505876660346985"
"61","0.9683920860290527","0.9671167731285095","0.9707427024841309","0.8438047021627426","0.8274568915367126","0.8662165403366089","0.9569392323493957","0.94223552942276","0.975493848323822","0.12486454844474792","0.11927981674671173","0.1355338841676712","0.9747686982154846","0.9696174263954163","0.983370840549469","0.7933483481407165","0.7455613613128662","0.8235809206962585"
"62","0.9678669571876526","0.9634908437728882","0.972243070602417","0.8408664613962173","0.8240810036659241","0.8632158041000366","0.9621405243873596","0.9434858560562134","0.9701175093650818","0.12307243545850118","0.07476869225502014","0.16879220306873322","0.9653663396835327","0.9582395553588867","0.9741185307502747","0.8061515331268311","0.7360590100288391","0.8358339667320251"
"63","0.9670417666435241","0.9607402086257935","0.969867467880249","0.848493367433548","0.8403350710868835","0.8520880341529846","0.9611652970314026","0.9502375721931458","0.969117283821106","0.14907893538475037","0.07689422369003296","0.211177796125412","0.9695674061775208","0.9607402086257935","0.9784946441650391","0.8262565612792969","0.8049512505531311","0.8378344774246216"
"64","0.9675418734550476","0.9627406597137451","0.9708676934242249","0.8443360775709152","0.8403350710868835","0.8495873808860779","0.959614896774292","0.9332333207130432","0.974743664264679","0.13040760159492493","0.07901975512504578","0.18292072415351868","0.9708176970481872","0.9549887180328369","0.9782445430755615","0.8149537444114685","0.7856964468955994","0.8440860509872437"
"65","0.9669917464256287","0.9654913544654846","0.9682420492172241","0.8330207467079163","0.8109527230262756","0.8512127995491028","0.9599149703979493","0.938984751701355","0.9739934802055359","0.14653663337230682","0.13865967094898224","0.15241310000419617","0.9738934755325317","0.9593648314476013","0.9801200032234192","0.7973743319511414","0.7355588674545288","0.8604651093482971"
"66","0.9682170510292053","0.9672418236732483","0.9693673253059387","0.850275069475174","0.8339585065841675","0.8662165403366089","0.9684421062469483","0.9592397809028625","0.9749937653541565","0.10844377676645915","0.09239809960126877","0.13590897619724274","0.9646161556243896","0.9398599863052368","0.9793698191642761","0.8308827042579651","0.7985746264457703","0.8418354392051697"
"67","0.968792200088501","0.9661165475845337","0.969867467880249","0.8519004732370377","0.8150787949562073","0.8697174191474915","0.9707176804542541","0.9672418236732483","0.9738684892654419","0.13820121685663858","0.12915728986263275","0.1427856981754303","0.9808952212333679","0.974743664264679","0.9851213097572327","0.8151787996292115","0.7570642828941345","0.8408352136611938"
"68","0.9682920813560486","0.9633658528327942","0.9721180200576782","0.848243311047554","0.8328332304954529","0.8615903854370117","0.9756689071655273","0.9682420492172241","0.9794948697090149","0.14241060614585876","0.1322830766439438","0.15253813564777374","0.9663415908813476","0.9343585968017578","0.9796199202537537","0.8187796950340271","0.804326057434082","0.8432108163833618"
"69","0.9694423675537109","0.9649912714958191","0.972243070602417","0.8453363329172134","0.8298324346542358","0.8535884022712708","0.9737934470176697","0.969117283821106","0.9798699617385864","0.24524880200624466","0.23768441379070282","0.2528131902217865","0.9785946488380433","0.9717429280281067","0.9856213927268982","0.8268317103385925","0.7951987981796265","0.8520880341529846"
"70","0.9680920124053956","0.9634908437728882","0.9719929695129395","0.8352088034152985","0.7919479608535767","0.8705926537513733","0.9683420896530152","0.9557389616966248","0.9763690829277039","0.08920980244874954","0.06789197027683258","0.1105276346206665","0.9739934802055359","0.9542385339736938","0.9836208820343018","0.8235558986663818","0.8064516186714172","0.8365841507911682"
"71","0.9681920528411865","0.9656164050102234","0.9703676104545593","0.8556826710700989","0.8249562382698059","0.8789697289466858","0.9684171080589294","0.9404851198196411","0.9798699617385864","0.22418104112148285","0.2105526328086853","0.2378094494342804","0.9799699783325195","0.9732432961463928","0.9839959740638733","0.8229807496070862","0.7871968150138855","0.8587146997451782"
"72","0.9697924375534057","0.9677419066429138","0.9744936227798462","0.8589960038661957","0.8389597535133362","0.8900974988937378","0.9678919672966003","0.9634908437728882","0.97786945104599","0.12240560352802277","0.11040259897708893","0.1344086080789566","0.9782195568084717","0.9637409448623657","0.9891222715377808","0.8329582571983337","0.8189547657966614","0.8552138209342957"
"73","0.9683920979499817","0.9662415385246277","0.9734933972358704","0.8671543002128601","0.8593398332595825","0.8722180724143982","0.9733683347702027","0.9627406597137451","0.9806201457977295","0.16460365056991577","0.1589147299528122","0.17029257118701935","0.9773693442344665","0.9707427024841309","0.9813703298568726","0.8166541695594788","0.7800700068473816","0.8349587321281433"
"74","0.9680670142173767","0.966741681098938","0.9693673253059387","0.8584333509206772","0.8464615941047668","0.8709677457809448","0.9730932712554932","0.9582395553588867","0.9826206564903259","0.12384345754981041","0.09952487796545029","0.14816203713417053","0.979269802570343","0.9719929695129395","0.9871217608451843","0.8322580575942993","0.8139534592628479","0.8535884022712708"
"75","0.9711177825927735","0.9679920077323914","0.9764941334724426","0.8676543980836868","0.8549637198448181","0.878719687461853","0.9760190010070801","0.9494873881340027","0.9843710660934448","0.20955239236354828","0.20955239236354828","0.20955239236354828","0.9813203334808349","0.9744936227798462","0.9891222715377808","0.8217304348945618","0.7720680236816406","0.8569642305374146"
"76","0.9685171246528625","0.9631157517433167","0.9703676104545593","0.8604963719844818","0.8455864191055298","0.8759689927101135","0.9770692706108093","0.9728682041168213","0.9821205139160156","0.14178544282913208","0.14178544282913208","0.14178544282913208","0.9793948531150818","0.9732432961463928","0.985746443271637","0.8201550364494323","0.7903226017951965","0.8372092843055725"
"77","0.9682170510292053","0.9633658528327942","0.974618673324585","0.8617154359817505","0.8412103056907654","0.8748437166213989","0.9759690046310425","0.9663665890693665","0.9823706150054932","0.22455613315105438","0.22455613315105438","0.22455613315105438","0.9847461819648743","0.9793698191642761","0.9897474646568298","0.8161790490150451","0.7596899271011353","0.8405851721763611"
"78","0.9693923354148865","0.9656164050102234","0.9713678359985352","0.8686546683311462","0.8530882596969604","0.8827207088470459","0.9793198347091675","0.9727432131767273","0.9858714938163757","0.12853212654590607","0.12853212654590607","0.12853212654590607","0.9882470488548278","0.9856213927268982","0.9898724555969238","0.8313578486442565","0.784446120262146","0.862090528011322"
"79","0.969442355632782","0.9672418236732483","0.9708676934242249","0.858714684844017","0.8409602642059326","0.8720930218696594","0.9821455359458924","0.9768692255020142","0.9884971380233765","0.09514878690242767","0.09514878690242767","0.09514878690242767","0.9824205994606018","0.9762440323829651","0.9881220459938049","0.8402600765228272","0.8277069330215454","0.854213535785675"
"80","0.9703925967216491","0.9673668146133423","0.9727432131767273","0.8533383309841156","0.8017004132270813","0.8854713439941406","0.9809702396392822","0.9736183881759644","0.9883720874786377","0.15978994965553284","0.15978994965553284","0.15978994965553284","0.981970489025116","0.9744936227798462","0.9859964847564697","0.8230307579040528","0.7863215804100037","0.8733433485031128"
"81","0.9685171246528625","0.9672418236732483","0.9719929695129395","0.8993185758590698","0.8878469467163086","0.9083520770072937","0.9949987530708313","0.9934983849525452","0.9966241717338562","0.13765941560268402","0.13765941560268402","0.13765941560268402","0.996874213218689","0.9956238865852356","0.9983745813369751","0.8609902381896972","0.8439610004425049","0.8727181553840637"
"82","0.9697174310684205","0.9664916396141052","0.9716178774833679","0.9033820927143097","0.8970992565155029","0.9097274541854858","0.9961490392684936","0.994498610496521","0.9977494478225708","","","","0.9967742085456848","0.9951238036155701","0.9978744983673096","0.8550137519836426","0.8477119207382202","0.8638409376144409"
"83","0.9698174476623536","0.966741681098938","0.9711177945137024","0.9037884622812271","0.8957239389419556","0.9108527302742004","0.996224045753479","0.9952487945556641","0.9973743557929993","","","","0.997299313545227","0.9964991211891174","0.9983745813369751","0.8565641283988953","0.8475868701934814","0.867716908454895"
"84","0.971167802810669","0.9692423343658447","0.9729932546615601","0.9053200632333755","0.9036008715629578","0.9083520770072937","0.9960489988327026","0.9933733344078064","0.9972493052482605","","","","0.9977994441986084","0.9971242547035217","0.9987496733665466","0.8568142056465149","0.8420855402946472","0.8647161722183228"
"85","0.9702925682067871","0.9687421917915344","0.9724931120872498","0.9028819650411606","0.8932232856750488","0.9124781489372253","0.9957989454269409","0.9934983849525452","0.9981245398521423","","","","0.9977744460105896","0.9972493052482605","0.9983745813369751","0.8532633304595947","0.8389597535133362","0.8640910387039185"
"86","0.9703926086425781","0.9681170582771301","0.9723681211471558","0.9062265455722809","0.8993498086929321","0.9111027717590332","0.9963741064071655","0.9939985275268555","0.9982495903968811","","","","0.9981245279312134","0.9974993467330933","0.9984996318817139","0.8522130608558655","0.839834988117218","0.864591121673584"
"87","0.9700425028800964","0.9681170582771301","0.9716178774833679","0.9051950424909592","0.894723653793335","0.9136034250259399","0.9972743034362793","0.9967491626739502","0.9983745813369751","","","","0.9981495380401612","0.997624397277832","0.9987496733665466","0.8593148231506348","0.850337564945221","0.8673418164253235"
"88","0.9708176970481872","0.9688672423362732","0.9719929695129395","0.9058827310800552","0.8999750018119812","0.9091022610664368","0.9970492482185364","0.9967491626739502","0.9973743557929993","","","","0.9984996318817139","0.9979994893074036","0.9988747239112854","0.8585896492004395","0.8489622473716736","0.8659664988517761"
"89","0.9705676436424255","0.9672418236732483","0.9726181626319885","0.906914234161377","0.8999750018119812","0.9141035079956055","0.9971742868423462","0.9954988956451416","0.9983745813369751","","","","0.9984246134757996","0.9979994893074036","0.9988747239112854","0.8548137068748474","0.8378344774246216","0.8728432059288025"
"90","0.9719930052757263","0.9688672423362732","0.9736183881759644","0.9046636670827866","0.8987246751785278","0.9103525876998901","0.9971742987632751","0.9959989786148071","0.9978744983673096","","","","0.9987496972084046","0.9984996318817139","0.9989997744560242","0.8593898415565491","0.8544636368751526","0.864591121673584"
"91","0.9712428092956543","0.9672418236732483","0.9739934802055359","0.9060077518224716","0.8943485617637634","0.916729211807251","0.9976744174957275","0.9963740706443787","0.9988747239112854","","","","0.9987746953964234","0.9981245398521423","0.9994998574256897","0.8526131391525269","0.8394598364830017","0.8643410801887512"
"92","0.971492874622345","0.9692423343658447","0.9726181626319885","0.9079457372426987","0.9012253284454346","0.916854202747345","0.9976994276046753","0.9963740706443787","0.9986246824264526","","","","0.9985996603965759","0.9979994893074036","0.9989997744560242","0.8571642875671387","0.8400850296020508","0.8718429803848267"
"93","0.9716929197311401","0.9673668146133423","0.9742435812950134","0.906070277094841","0.8962240815162659","0.9131032824516296","0.9974993705749512","0.9952487945556641","0.9987496733665466","","","","0.9985246300697327","0.9974993467330933","0.9992498159408569","0.8585146427154541","0.8473368287086487","0.8659664988517761"
"94","0.9713928461074829","0.9704926013946533","0.9731183052062988","0.9081645458936691","0.9016004204750061","0.9163540601730347","0.9974493741989136","0.9953738451004028","0.9986246824264526","","","","0.9987747073173523","0.9984996318817139","0.9989997744560242","0.8592898130416871","0.8408352136611938","0.8705926537513733"
"95","0.9719429850578308","0.967491865158081","0.9738684892654419","0.9056639224290848","0.8914728760719299","0.9127281904220581","0.9976494073867798","0.9958739876747131","0.9991247653961182","","","","0.9985496520996093","0.9981245398521423","0.9993748664855957","0.858314573764801","0.8489622473716736","0.8643410801887512"
"96","0.9711427927017212","0.9688672423362732","0.9731183052062988","0.9093836098909378","0.9051012992858887","0.9146036505699158","0.9977994561195374","0.9958739876747131","0.9989997744560242","","","","0.9986746788024903","0.9983745813369751","0.9989997744560242","0.858739697933197","0.8494623899459839","0.8692172765731812"
"97","0.9723680973052978","0.9689922332763672","0.9749937653541565","0.9072580635547638","0.8954738974571228","0.9142285585403442","0.9979995012283325","0.9957489371299744","0.9993748664855957","","","","0.9989997506141662","0.9983745813369751","0.9996249079704285","0.8550387620925903","0.8397099375724792","0.8648412227630615"
"98","0.9721180319786071","0.9682420492172241","0.974618673324585","0.9092898070812225","0.9037259221076965","0.914478600025177","0.9979744911193847","0.9966241717338562","0.9991247653961182","","","","0.9989747643470764","0.9982495903968811","0.9997499585151672","0.8585146427154541","0.8519629836082458","0.8660915493965149"
"99","0.9727931976318359","0.9717429280281067","0.9751187562942505","0.9068517237901688","0.8957239389419556","0.9128532409667969","0.9980745315551758","0.9962490797042847","0.9991247653961182","","","","0.9991497993469238","0.9986246824264526","0.9997499585151672","0.856589138507843","0.8395848870277405","0.8723430633544922"
