"Step","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (Proposed) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (Proposed) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (Proposed) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX"
"73","0.036640045791864397","0.03172555938363075","0.04777511581778526","0.03617462143301964","0.0248473659157753","0.051390402019023895","0.6183924078941345","0.5843005776405334","0.6524842381477356","0.578731107711792","0.5642673373222351","0.5878027081489563","0.42926321029663084","0.3667275607585907","0.4771738350391388"
"74","0.0336424358189106","0.026712510734796524","0.03794212266802788","0.0253694043494761","0.01785195991396904","0.03424946963787079","0.6040155589580536","0.5777658820152283","0.6302652359008789","0.5819762229919434","0.5668562650680542","0.5919548869132996","0.43460941314697266","0.40483084321022034","0.46553269028663635"
"75","0.03635029643774033","0.033099688589572906","0.04131180793046951","0.03732398385182023","0.028989626094698906","0.051974765956401825","0.6855534911155701","0.6855534911155701","0.6855534911155701","0.5859376072883606","0.5775609612464905","0.5916118025779724","0.42169381976127623","0.3151824474334717","0.4755569398403168"
"76","0.036565379798412324","0.03275929018855095","0.04152337461709976","0.04392186924815178","0.025990810245275497","0.06996655464172363","0.6240000128746033","0.6240000128746033","0.6240000128746033","0.5800757765769958","0.5687593221664429","0.5919075608253479","0.4232387661933899","0.3943365216255188","0.48382580280303955"
"77","0.035662995651364326","0.02772691659629345","0.045144159346818924","0.03121635876595974","0.02573893405497074","0.04438677802681923","0.5191534757614136","0.5191534757614136","0.5191534757614136","0.5664013266563416","0.4971679449081421","0.5882569551467896","0.42532960176467893","0.3828966021537781","0.5011269450187683"
"78","0.03559630885720253","0.03210831806063652","0.04130019247531891","0.030345714185386896","0.021383468061685562","0.04106050357222557","0.6694533824920654","0.6694533824920654","0.6694533824920654","0.5828647971153259","0.5624170899391174","0.5948134660720825","0.4440221607685089","0.40417852997779846","0.5024695992469788"
"79","0.03475188352167606","0.029992209747433662","0.0374324657022953","0.03158920630812645","0.019250400364398956","0.039015524089336395","0.6301905512809753","0.6301905512809753","0.6301905512809753","0.5811112523078918","0.5679500102996826","0.5913599133491516","0.43997923731803895","0.39251142740249634","0.4744146466255188"
"80","0.039497805386781694","0.033662594854831696","0.04982341080904007","0.034651709254831076","0.024828637018799782","0.05620478466153145","0.6633298397064209","0.6633298397064209","0.6633298397064209","0.5820389270782471","0.5683125853538513","0.5952405333518982","0.44615675806999205","0.3663681149482727","0.508285641670227"
"81","0.037264416366815566","0.03310238569974899","0.042407311499118805","0.03314036875963211","0.02633022516965866","0.037956204265356064","0.6775044202804565","0.6775044202804565","0.6775044202804565","0.5869120001792908","0.5742669701576233","0.5954384207725525","0.46357356905937197","0.42226696014404297","0.48880791664123535"
"82","0.037696316838264465","0.03371794894337654","0.04261796176433563","0.032474948558956385","0.026476578786969185","0.038574088364839554","","","","0.5892936944961548","0.5761856436729431","0.5964574813842773","0.4564953088760376","0.4246540665626526","0.47671106457710266"
"83","0.037688229233026505","0.033483002334833145","0.04321926459670067","0.032878261525183916","0.02824551798403263","0.03972548618912697","","","","0.5880029320716857","0.5754445791244507","0.5938613414764404","0.46183345317840574","0.44614377617836","0.47675666213035583"
"84","0.03772725984454155","0.03371794894337654","0.04294944927096367","0.03332055173814297","0.031816352158784866","0.035952065140008926","","","","0.5882022380828857","0.5772245526313782","0.5940473079681396","0.4656441032886505","0.43300238251686096","0.4942082166671753"
"85","0.03736986368894577","0.033286210149526596","0.042607150971889496","0.030443257186561823","0.026452140882611275","0.03431372717022896","","","","0.5904436945915222","0.5786582231521606","0.5948113799095154","0.4582077324390411","0.4299725592136383","0.4840103089809418"
"86","0.037904323637485506","0.033470120280981064","0.0435773991048336","0.03147073229774833","0.025111986324191093","0.03720375895500183","","","","0.5890304803848266","0.5789334774017334","0.5937086343765259","0.4582491397857666","0.4317995011806488","0.47794675827026367"
"87","0.03741324618458748","0.03312788903713226","0.04356084764003754","0.030707623343914747","0.025613078847527504","0.03656765818595886","","","","0.5903743624687194","0.5809128880500793","0.5950362682342529","0.4627548038959503","0.43846598267555237","0.48452508449554443"
"88","0.03763125762343407","0.03298254683613777","0.04297667369246483","0.0295333843678236","0.027721432968974113","0.03158458322286606","","","","0.5900041699409485","0.5798947215080261","0.5944656133651733","0.46629655361175537","0.435247004032135","0.49108266830444336"
"89","0.03771470040082932","0.03347870707511902","0.04369300976395607","0.029073162004351616","0.026130517944693565","0.0334087572991848","","","","0.5901974558830261","0.580402672290802","0.5941057205200195","0.4652487576007843","0.448795884847641","0.4794345498085022"
"90","0.03790346384048462","0.033346157521009445","0.0435773991048336","0.029393095057457685","0.027286235243082047","0.03352847322821617","","","","0.5903275609016418","0.5794766545295715","0.5947632789611816","0.4661771714687347","0.4274428188800812","0.4942224323749542"
"91","0.03807408735156059","0.03336327522993088","0.044078528881073","0.028425151016563177","0.024157226085662842","0.0341314971446991","","","","0.5905197024345398","0.5786528587341309","0.5951946377754211","0.4651234447956085","0.41172346472740173","0.4952303469181061"
"92","0.037904968857765196","0.03351309522986412","0.044528778642416","0.03130332240834832","0.029542097821831703","0.033777542412281036","","","","0.5911987543106079","0.580721378326416","0.595479428768158","0.4700400412082672","0.4369625151157379","0.4987981617450714"
"93","0.03754884749650955","0.03322642669081688","0.04320831224322319","0.0290782549418509","0.023841962218284607","0.03347502648830414","","","","0.5909608721733093","0.5820410847663879","0.5959125757217407","0.46199594140052797","0.42612454295158386","0.49379271268844604"
"94","0.037638713419437406","0.03311513364315033","0.04261796176433563","0.029327436350286007","0.027037933468818665","0.031959179788827896","","","","0.5914612650871277","0.5845345258712769","0.595697283744812","0.4701475858688354","0.4441588521003723","0.494377076625824"
"95","0.037810847908258435","0.03322216495871544","0.04392405226826668","0.028772872406989336","0.022490400820970535","0.033063337206840515","","","","0.5911797881126404","0.582928478717804","0.5963599681854248","0.47458015084266664","0.44496187567710876","0.5009821653366089"
"96","0.03746977373957634","0.03310663253068924","0.04440227523446083","0.029819461051374674","0.0262697022408247","0.03257676959037781","","","","0.5913942337036133","0.5836592316627502","0.595698356628418","0.46701371669769287","0.43363845348358154","0.4942688047885895"
"97","0.037616977095603944","0.033470120280981064","0.04440789297223091","0.02851515356451273","0.02478213422000408","0.03320493921637535","","","","0.5916335582733154","0.5855696797370911","0.5954925417900085","0.4648906350135803","0.4349779486656189","0.4881678819656372"
"98","0.03781856670975685","0.0332392193377018","0.04455132409930229","0.028840275015681982","0.027074353769421577","0.03221512213349342","","","","0.5904215455055237","0.5842182040214539","0.5962374806404114","0.47643994688987734","0.45315471291542053","0.500542163848877"
"99","0.03755068629980087","0.03285842761397362","0.04307614266872406","0.02836219733580947","0.023978201672434807","0.03423112630844116","","","","0.5886171698570252","0.5797505378723145","0.5962616801261902","0.46765127778053284","0.44805091619491577","0.4855121672153473"
