"Step","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (Proposed) - Unseen-class ratio over conf 0.95","Grouped runs (Proposed) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (Proposed) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio over conf 0.95","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MAX"
"74","0.42199439406394956","0.40498849749565125","0.44248488545417786","0.025803307071328163","0.01784418895840645","0.034385569393634796","0.5867911577224731","0.5726152658462524","0.5925657153129578","0.7135539352893829","0.7033049464225769","0.723802924156189","0.5831245064735413","0.5691642761230469","0.5926002264022827","0.43451583981513975","0.404611200094223","0.4654947817325592"
"75","0.4366318643093109","0.4089525043964386","0.4738614857196808","0.03849919838830829","0.029933324083685875","0.0533880889415741","0.5893114566802978","0.5861669778823853","0.5963151454925537","0.7219180464744568","0.7219180464744568","0.7219180464744568","0.5866948962211609","0.5803359746932983","0.5922547578811646","0.42021679878234863","0.3151824474334717","0.47463908791542053"
"76","0.41650253534317017","0.40152281522750854","0.4502480626106262","0.04953614855185151","0.026108162477612495","0.08959122002124786","0.5907569408416748","0.5824971795082092","0.5958335399627686","0.7548637986183167","0.7548637986183167","0.7548637986183167","0.5831611394882202","0.5754594802856445","0.5926213264465332","0.42311505079269407","0.3938312232494354","0.483750581741333"
"77","0.42120270133018495","0.41268390417099","0.42830950021743774","0.03147708158940077","0.025873038917779922","0.04529949650168419","0.5903329133987427","0.5836247801780701","0.5952086448669434","0.6688790321350098","0.6688790321350098","0.6688790321350098","0.5811758995056152","0.5633701682090759","0.5883435010910034","0.42502681016921995","0.3828966021537781","0.5011266469955444"
"78","0.4361660361289978","0.4064253270626068","0.4604070782661438","0.03341681929305196","0.021792113780975342","0.04359710216522217","0.5885192155838013","0.5674653649330139","0.5954127907752991","0.7437047958374023","0.7437047958374023","0.7437047958374023","0.5864847779273987","0.5759734511375427","0.594774603843689","0.44358301162719727","0.40417852997779846","0.5019515156745911"
"79","0.4357528328895569","0.4052998423576355","0.4619222581386566","0.03175446251407266","0.01953352801501751","0.039133474230766296","0.5914792895317078","0.5863145589828491","0.5940019488334656","0.794823408126831","0.794823408126831","0.794823408126831","0.5833632230758667","0.5746598839759827","0.5921223163604736","0.4392209827899933","0.39251142740249634","0.47298863530158997"
"80","0.4337641477584839","0.4197104871273041","0.4475608766078949","0.03526486735790968","0.024790873751044273","0.05698401853442192","0.592726731300354","0.5894448161125183","0.5936555862426758","0.733026921749115","0.733026921749115","0.733026921749115","0.5845290184020996","0.5756531357765198","0.5954923033714294","0.44374056458473204","0.3663681149482727","0.4964314103126526"
"81","0.4283320963382721","0.41548338532447815","0.43874087929725647","0.03741575637832284","0.026860354468226433","0.04920822009444237","0.5945654392242432","0.5920451879501343","0.5965445637702942","0.7548975944519043","0.7548975944519043","0.7548975944519043","0.5886306524276733","0.5815747976303101","0.5954914093017578","0.46275542974472045","0.42226696014404297","0.4886625409126282"
"82","0.4315192401409149","0.4124649465084076","0.4390701651573181","0.03567399550229311","0.030012167990207672","0.04073779284954071","0.5950351476669311","0.5910539627075195","0.5969568490982056","","","","0.5906890392303467","0.5822778344154358","0.5965302586555481","0.4556903660297394","0.4246540665626526","0.47351929545402527"
"83","0.4385691940784454","0.43207257986068726","0.44358476996421814","0.0370823098346591","0.030319437384605408","0.04521625116467476","0.5946875214576721","0.5882474780082703","0.5971976518630981","","","","0.5896760582923889","0.5827142596244812","0.5939853191375732","0.4614692866802216","0.4458885192871094","0.47631821036338806"
"84","0.44854587912559507","0.4393172264099121","0.45773813128471375","0.03735476918518543","0.034808024764060974","0.040783897042274475","0.5957055687904358","0.5922295451164246","0.5972180366516113","","","","0.5898569822311401","0.5841971039772034","0.5945630073547363","0.46492540240287783","0.43300238251686096","0.4935930371284485"
"85","0.44440012574195864","0.4287503659725189","0.45451995730400085","0.03365350607782602","0.02789495140314102","0.042131513357162476","0.5952103495597839","0.5920336842536926","0.59722501039505","","","","0.5920231342315674","0.5854114890098572","0.5948962569236755","0.4577809929847717","0.4299725592136383","0.4840103089809418"
"86","0.44953426718711853","0.4400896728038788","0.4621522128582001","0.03695046668872237","0.0278415996581316","0.05129540339112282","0.5948515295982361","0.590151309967041","0.5976889729499817","","","","0.5906901955604553","0.5859565138816833","0.5940186381340027","0.457542222738266","0.4317995011806488","0.4778377413749695"
"87","0.4404362678527832","0.4264444410800934","0.4491766095161438","0.034788109827786684","0.027320919558405876","0.04508625343441963","0.5949388265609741","0.5901917219161987","0.5984489917755127","","","","0.5921223402023316","0.5880652666091919","0.5954059362411499","0.46139469742774963","0.43821245431900024","0.47943854331970215"
"88","0.44580435156822207","0.44079989194869995","0.45019468665122986","0.03411335125565529","0.03161576762795448","0.03823256865143776","0.595759105682373","0.592048704624176","0.5984795093536377","","","","0.591817831993103","0.5869846343994141","0.5954105854034424","0.4650560557842255","0.434543639421463","0.49086469411849976"
"89","0.44583600759506226","0.43475085496902466","0.46086472272872925","0.03371380781754851","0.027560118585824966","0.04055118188261986","0.595547902584076","0.5912520885467529","0.598308265209198","","","","0.5921041607856751","0.5876427292823792","0.5950522422790527","0.4643277287483215","0.448795884847641","0.4785708785057068"
"90","0.44703702330589296","0.4384026527404785","0.45483192801475525","0.0329304663464427","0.02877989411354065","0.04172150418162346","0.5960921525955201","0.5926778316497803","0.598773181438446","","","","0.5926930189132691","0.5885564088821411","0.5953792333602905","0.46444895267486574","0.4274428188800812","0.49411332607269287"
"91","0.45329553484916685","0.44031253457069397","0.46348702907562256","0.03190467692911625","0.024945475161075592","0.04119262471795082","0.5961787819862365","0.5930030345916748","0.598430335521698","","","","0.5927318215370179","0.5880379676818848","0.595788836479187","0.46394517421722414","0.41172346472740173","0.49501070380210876"
"92","0.4560777485370636","0.44291648268699646","0.47165578603744507","0.03765912912786007","0.031182795763015747","0.04281425476074219","0.5950724959373475","0.5879737138748169","0.5983791947364807","","","","0.5933074116706848","0.588732123374939","0.5956843495368958","0.46795021891593935","0.4369625151157379","0.4984351098537445"
"93","0.4512344658374786","0.4428602159023285","0.4608725905418396","0.03279381711035967","0.02489457279443741","0.04084581136703491","0.5945256352424622","0.5852654576301575","0.5985511541366577","","","","0.5935734987258912","0.5900729894638062","0.5961771607398987","0.4608756422996521","0.42612454295158386","0.49256354570388794"
"94","0.4544070541858673","0.434858500957489","0.4662357270717621","0.03470790944993496","0.03247014805674553","0.03629191219806671","0.5944734692573548","0.5830190777778625","0.5988044738769531","","","","0.5939264059066772","0.5904195308685303","0.5962092280387878","0.4690336465835571","0.44343292713165283","0.49394139647483826"
"95","0.4516314208507538","0.43960022926330566","0.46200650930404663","0.03234077664092183","0.022618232294917107","0.03630363196134567","0.5958629965782165","0.5894330143928528","0.5989750623703003","","","","0.5936328649520874","0.5894298553466797","0.5970728993415833","0.47357156276702883","0.44496187567710876","0.5006179809570312"
"96","0.4508380591869354","0.43272462487220764","0.46197980642318726","0.03379313414916396","0.029494570568203926","0.037536345422267914","0.5950645089149476","0.5880740880966187","0.598743736743927","","","","0.5937328338623047","0.5897580981254578","0.5959136486053467","0.46596563458442686","0.43363845348358154","0.4934421479701996"
"97","0.4581602215766907","0.4471665918827057","0.4754452109336853","0.031386683229357004","0.02518034540116787","0.03621464595198631","0.5959259152412415","0.5898861885070801","0.5987443327903748","","","","0.5937315464019776","0.5910161733627319","0.5962287187576294","0.4641696155071259","0.4349779486656189","0.4875185787677765"
"98","0.45869808793067934","0.45336607098579407","0.46708184480667114","0.033963337540626526","0.03135888651013374","0.036059923470020294","0.5952523589134217","0.5899373292922974","0.5990459322929382","","","","0.5937307953834534","0.5913461446762085","0.5963191390037537","0.47507445216178895","0.45315471291542053","0.4998916983604431"
"99","0.45544351935386657","0.44721511006355286","0.4627288281917572","0.03260796843096614","0.024775387719273567","0.03786279633641243","0.5951653361320496","0.5886210203170776","0.5988342761993408","","","","0.5936037421226501","0.5912069082260132","0.5964044332504272","0.46620510816574096","0.44805091619491577","0.48525649309158325"
