"Step","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio over conf 0.95","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MAX"
"73","0.5102207064628601","0.4920598268508911","0.5219793915748596","0.5610234022140503","0.5584415793418884","0.5653638243675232","0.36913166046142576","0.3524180054664612","0.3783375322818756","0.5129658699035644","0.5021538138389587","0.5214521288871765","0.5401090264320374","0.49825072288513184","0.5695142149925232","0.5420249342918396","0.5330698490142822","0.5477649569511414"
"74","0.5113262057304382","0.5013102889060974","0.5188161134719849","0.5604731440544128","0.5567958354949951","0.5630419254302979","0.3672935366630554","0.35565754771232605","0.3819367587566376","0.5146604418754578","0.49642449617385864","0.5316875576972961","0.5544925093650818","0.5353913307189941","0.5707094073295593","0.5403252601623535","0.531378448009491","0.5463948249816895"
"75","0.5116509616374969","0.4975394904613495","0.5250389575958252","0.5602958559989929","0.5550131797790527","0.5652955174446106","0.3727227866649628","0.36000001430511475","0.3828105032444","0.5096803963184356","0.48590442538261414","0.519448459148407","0.5379636287689209","0.5087478756904602","0.561805248260498","0.5399098515510559","0.5362771153450012","0.543785810470581"
"76","0.5090056538581849","0.4873247742652893","0.5200932621955872","0.561225950717926","0.5574886202812195","0.5640573501586914","0.3672313868999481","0.3606056272983551","0.3753020167350769","0.5158380985260009","0.5062094926834106","0.5226237773895264","0.5510864496231079","0.5206508040428162","0.5634804368019104","0.5402381181716919","0.5353878736495972","0.5447278618812561"
"77","0.5131038784980774","0.5033951997756958","0.5234509706497192","0.5647935509681702","0.5627712607383728","0.5692595839500427","0.36528990268707273","0.3501172661781311","0.375240296125412","0.5177626132965087","0.5144743323326111","0.5206217169761658","0.552458393573761","0.5184630751609802","0.571718692779541","0.5429794430732727","0.5366231203079224","0.5466349720954895"
"78","0.513985788822174","0.5002015233039856","0.5213636159896851","0.5638511538505554","0.5575820207595825","0.5690800547599792","0.372243070602417","0.3658599257469177","0.38706886768341064","0.5125391960144043","0.5063261389732361","0.5268213152885437","0.5527797937393188","0.5314728617668152","0.570274293422699","0.5395080208778381","0.5343528985977173","0.5425859689712524"
"79","0.5107933580875397","0.49812301993370056","0.517509937286377","0.5639439344406127","0.5591485500335693","0.5665853023529053","0.37218097448348997","0.3654380142688751","0.38243016600608826","0.5187578678131104","0.5074566602706909","0.5258931517601013","0.5488718509674072","0.5186964273452759","0.5681768655776978","0.5400673151016235","0.53687983751297","0.5465127825737"
"80","0.5139209628105164","0.5002815127372742","0.5214837789535522","0.5649212718009948","0.5628865957260132","0.5674282312393188","0.3681513607501984","0.3607175350189209","0.37496620416641235","0.5094563603401184","0.504037082195282","0.5147480964660645","0.5643015742301941","0.5451515913009644","0.5838926434516907","0.5434899449348449","0.5388640761375427","0.5490512847900391"
"81","0.5111191630363464","0.5003929734230042","0.5180716514587402","0.5703852415084839","0.569021463394165","0.5719465017318726","0.36009977459907533","0.3568909168243408","0.36417052149772644","0.5237233161926269","0.5189922451972961","0.5268984436988831","0.5628045678138733","0.5395252704620361","0.5870755910873413","0.5508668661117554","0.5498337149620056","0.5515806078910828"
"82","0.5121153831481934","0.5020686388015747","0.5190303921699524","0.5716098189353943","0.5697265267372131","0.5742040872573853","0.36027843952178956","0.35536447167396545","0.36673828959465027","0.5262600064277649","0.523871123790741","0.5283136963844299","0.5678493261337281","0.5425553321838379","0.5855425596237183","0.5525246143341065","0.5491979718208313","0.5553422570228577"
"83","0.5133924722671509","0.5047650337219238","0.5195353627204895","0.5720131516456604","0.5700303912162781","0.5729984045028687","0.3588042378425598","0.3523349165916443","0.36814025044441223","0.526048457622528","0.5216765999794006","0.528318464756012","0.5661510825157166","0.5498732328414917","0.6011639833450317","0.5540847420692444","0.5483539700508118","0.5575490593910217"
"84","0.5134315848350525","0.5031106472015381","0.5193528532981873","0.5718906283378601","0.5697949528694153","0.5727185606956482","0.3597345411777496","0.35503262281417847","0.36876410245895386","0.524249279499054","0.5203784704208374","0.5276426076889038","0.5644339561462403","0.5462389588356018","0.5840050578117371","0.55433748960495","0.5514655709266663","0.5553865432739258"
"85","0.5141407370567321","0.5059996843338013","0.5189337134361267","0.5730096936225891","0.5714389085769653","0.5742927193641663","0.35743207931518556","0.3527986705303192","0.3644229471683502","0.526346480846405","0.5213429927825928","0.5304741859436035","0.5629792213439941","0.5401262640953064","0.5848596096038818","0.5552367568016052","0.5510850548744202","0.5573496222496033"
"86","0.5159706115722656","0.5023759603500366","0.5226143598556519","0.5737465739250183","0.5724083781242371","0.5751068592071533","0.35733058452606203","0.35069578886032104","0.36522841453552246","0.5278862833976745","0.5263715982437134","0.5301753878593445","0.568303108215332","0.548513650894165","0.5857701301574707","0.5562374234199524","0.5523304343223572","0.5582057237625122"
"87","0.5156957507133484","0.5084607601165771","0.520292341709137","0.5744793772697449","0.5728306770324707","0.5769445300102234","0.3600789248943329","0.3542492091655731","0.37012583017349243","0.5293823480606079","0.5272566676139832","0.5327085852622986","0.5645586490631104","0.5323383212089539","0.5988255143165588","0.5561222076416016","0.551276683807373","0.5597105622291565"
"88","0.5148736596107483","0.5052740573883057","0.5216065049171448","0.5741164565086365","0.5728358626365662","0.5752647519111633","0.3569987118244171","0.3530021905899048","0.36188435554504395","0.5267572522163391","0.5239028334617615","0.5342139005661011","0.568967318534851","0.547509491443634","0.5965724587440491","0.5573518753051758","0.5531611442565918","0.5613034963607788"
"89","0.515828549861908","0.5045995116233826","0.5222752094268799","0.5745686054229736","0.5738286375999451","0.5756637454032898","0.35809017419815065","0.3545556962490082","0.3628756105899811","0.5292951941490174","0.5253120064735413","0.5317763686180115","0.5650124669075012","0.5356988310813904","0.5788034796714783","0.556692922115326","0.5550961494445801","0.5595242977142334"
"90","0.5143880248069763","0.5015694499015808","0.5214107036590576","0.5749794960021972","0.5732277631759644","0.576173722743988","0.35791890025138856","0.35283756256103516","0.36474892497062683","0.5291353344917298","0.5243138074874878","0.533555269241333","0.5673340439796448","0.5408030152320862","0.5821353793144226","0.5568845868110657","0.5539230704307556","0.56015944480896"
"91","0.5165978074073792","0.5055286288261414","0.5244296193122864","0.5763542771339416","0.5749503970146179","0.5771087408065796","0.36042548418045045","0.3570981025695801","0.3626707196235657","0.5282125115394593","0.5229473114013672","0.5330145359039307","0.5690101504325866","0.548352837562561","0.5889406204223633","0.5573843479156494","0.5527254343032837","0.5592430830001831"
"92","0.5161345362663269","0.5052385926246643","0.521130383014679","0.5757256031036377","0.5745103359222412","0.5770773887634277","0.357670271396637","0.35482659935951233","0.36536774039268494","0.5267637372016907","0.5246886014938354","0.5293863415718079","0.5724121689796448","0.5512195229530334","0.5892634391784668","0.5575430870056153","0.5539696216583252","0.5595299005508423"
"93","0.5190307974815369","0.5088263750076294","0.5269049406051636","0.5765244126319885","0.5752350687980652","0.577877402305603","0.3592259347438812","0.3535723388195038","0.3636249303817749","0.5308809757232666","0.5251802802085876","0.5342899560928345","0.5682360291481018","0.539263904094696","0.5892831087112427","0.5596413373947143","0.5573363900184631","0.5631897449493408"
"94","0.5185889840126038","0.5097746849060059","0.5233786702156067","0.5763895511627197","0.5750977396965027","0.5774452090263367","0.35915377736091614","0.35446828603744507","0.3654930591583252","0.5306373596191406","0.5286597013473511","0.5346016883850098","0.5683062076568604","0.5448523759841919","0.591672956943512","0.5579887747764587","0.5537978410720825","0.5598834753036499"
"95","0.5186657786369324","0.5083459615707397","0.5235462784767151","0.5766441941261291","0.575796365737915","0.5776745080947876","0.3576368749141693","0.35255271196365356","0.36490702629089355","0.5287612080574036","0.5257904529571533","0.5309460759162903","0.5703464627265931","0.5567739605903625","0.5853464603424072","0.5601065039634705","0.5559543371200562","0.5626397728919983"
"96","0.5183655500411988","0.5061888694763184","0.5248310565948486","0.5767410397529602","0.5758138298988342","0.5777823328971863","0.3567180514335632","0.3531538248062134","0.3624361753463745","0.5320821404457092","0.5268078446388245","0.5362688302993774","0.5754072785377502","0.5504128932952881","0.6022191643714905","0.5600464224815369","0.5579880475997925","0.5619348883628845"
"97","0.5183234930038452","0.508725643157959","0.5231695175170898","0.5765082955360412","0.5755082368850708","0.5769558548927307","0.35937791466712954","0.35484689474105835","0.367995023727417","0.5313603758811951","0.5245107412338257","0.5349125266075134","0.572160542011261","0.5531548857688904","0.5994768142700195","0.5598543882369995","0.5550227165222168","0.5629309415817261"
"98","0.5178787469863891","0.5063489675521851","0.5244972705841064","0.5770570874214173","0.5760665535926819","0.5791985988616943","0.35751771926879883","0.35294848680496216","0.36379769444465637","0.5309800148010254","0.525012195110321","0.5334871411323547","0.5728925824165344","0.5540758967399597","0.5908351540565491","0.5600532174110413","0.5549185276031494","0.565144956111908"
"99","0.519462776184082","0.5096896290779114","0.5272981524467468","0.5775600433349609","0.5765008926391602","0.5790161490440369","0.3590791940689087","0.35638365149497986","0.3632505238056183","0.5313951134681701","0.5266246795654297","0.5352750420570374","0.5703199982643128","0.5402489900588989","0.5913417339324951","0.5594294548034668","0.5564289689064026","0.5616857409477234"
