"Step","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (CaliMatch) - In distribution over conf 0.95: ACC","Grouped runs (CaliMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (CaliMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MIN","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MAX","Grouped runs (MTC) - In distribution over conf 0.95: ACC","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MIN","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MAX","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MAX"
"58","0.6402917623519897","0.6273024082183838","0.6659579873085022","0.5816417217254639","0.5710986256599426","0.5968942046165466","0.8335622549057007","0.8273428678512573","0.8385649919509888","0.6243317246437072","0.6123783588409424","0.6383776664733887","0.7811682820320129","0.7585313320159912","0.8067978620529175","0.6142117142677307","0.6031325459480286","0.6283783912658691"
"59","0.6453046321868896","0.6333520412445068","0.6659166216850281","0.5820377588272094","0.571367084980011","0.6060751676559448","0.8351000905036926","0.8292062282562256","0.8400267958641052","0.6235193252563477","0.5990397930145264","0.6399999856948853","0.7409929394721985","0.6532769203186035","0.7877138257026672","0.6235528469085694","0.604642927646637","0.6424351930618286"
"60","0.6398759245872497","0.6181146502494812","0.6473143100738525","0.583364462852478","0.5689173936843872","0.5939680337905884","0.8335523009300232","0.8288864493370056","0.8380622863769531","0.6216305017471313","0.6069144010543823","0.6355075836181641","0.7585817337036133","0.7390905022621155","0.7743949890136719","0.6188193559646606","0.6089774966239929","0.6370239853858948"
"61","0.633328914642334","0.6135563254356384","0.6622408628463745","0.5786131262779236","0.571485698223114","0.5915133357048035","0.8315050005912781","0.8279619812965393","0.8344141840934753","0.6130630373954773","0.5919539928436279","0.6241693496704102","0.7597236037254333","0.6887332797050476","0.7855866551399231","0.6109569549560547","0.5796619653701782","0.6251488327980042"
"62","0.636167311668396","0.6280757784843445","0.647261917591095","0.5792134761810303","0.5735729336738586","0.585608720779419","0.8337560772895813","0.8296859860420227","0.8421667218208313","0.6293012380599976","0.6027313470840454","0.6497926712036133","0.7629248857498169","0.7406435012817383","0.8033807873725891","0.6158758759498596","0.5995997190475464","0.6370111703872681"
"63","0.6337458848953247","0.6273797750473022","0.6496527791023254","0.573310649394989","0.5628736615180969","0.5895941853523254","0.8301270961761474","0.8245614171028137","0.8344637751579285","0.6195547461509705","0.5989232659339905","0.6329983472824097","0.7483008027076721","0.7113924026489258","0.7906441688537598","0.6130115151405334","0.5927817225456238","0.6256272792816162"
"64","0.6309551239013672","0.612683892250061","0.6645470857620239","0.5726653337478638","0.5658388137817383","0.5782533884048462","0.8307737827301025","0.8271128535270691","0.835330069065094","0.619154441356659","0.5981950759887695","0.6725664138793945","0.7424492835998535","0.7227248549461365","0.7606298923492432","0.6159517645835877","0.6024328470230103","0.6276547312736511"
"65","0.6335411548614502","0.6193498373031616","0.6464704275131226","0.570435905456543","0.5478140711784363","0.5952083468437195","0.8302632451057435","0.8218756914138794","0.8354485034942627","0.6141559600830078","0.5956954956054688","0.6421507000923157","0.7356741309165955","0.6669732928276062","0.7774935960769653","0.6105358958244324","0.5960574150085449","0.6227396130561829"
"66","0.6314203262329101","0.6232988834381104","0.6405367255210876","0.5686286807060241","0.5596203207969666","0.5803402662277222","0.8278499484062195","0.8199062943458557","0.8327721357345581","0.6042763710021972","0.5882179737091064","0.6241599321365356","0.7622523665428161","0.7410832643508911","0.7778342366218567","0.6057650685310364","0.5965307354927063","0.6275280117988586"
"67","0.6280108094215393","0.6138983368873596","0.64560467004776","0.5698409795761108","0.5627714395523071","0.5783145427703857","0.829623007774353","0.8241498470306396","0.8347629904747009","0.6094412803649902","0.588166356086731","0.6360394358634949","0.7476148009300232","0.7091361284255981","0.777265727519989","0.6132229924201965","0.5977548956871033","0.6271243095397949"
"68","0.630680239200592","0.6211578249931335","0.6417744159698486","0.5753854632377624","0.5675045847892761","0.5834099650382996","0.8280248641967773","0.8190476298332214","0.8334760069847107","0.6024336576461792","0.5962852835655212","0.6049906015396118","0.7542659997940063","0.7136752605438232","0.791966438293457","0.6135010480880737","0.5945532917976379","0.629472017288208"
"69","0.6327435135841369","0.6224558353424072","0.6384375691413879","0.5713493466377259","0.5486152172088623","0.5837510824203491","0.8302763342857361","0.8290963172912598","0.8310011029243469","0.595915424823761","0.5880056023597717","0.6092783808708191","0.7401529669761657","0.6795367002487183","0.7706484794616699","0.6080347299575806","0.5932974219322205","0.6296675801277161"
"70","0.6253248810768127","0.606086015701294","0.650704562664032","0.5659145236015319","0.5515907406806946","0.5767983794212341","0.8280324459075927","0.8238978981971741","0.8318930268287659","0.6090492129325866","0.5916703343391418","0.6279144883155823","0.7412192225456238","0.7084314823150635","0.761508584022522","0.6101944088935852","0.5937394499778748","0.6259346008300781"
"71","0.6276026964187622","0.6098576188087463","0.653896152973175","0.568040645122528","0.5523370504379272","0.576447069644928","0.8264596462249756","0.8220376968383789","0.8306057453155518","0.602645993232727","0.589885950088501","0.6349614262580872","0.7217984795570374","0.6388756632804871","0.7701342105865479","0.6105747580528259","0.596798837184906","0.63152676820755"
"72","0.6304407238960266","0.612335741519928","0.6474424004554749","0.5675066947937012","0.5504157543182373","0.5789039134979248","0.8273417234420777","0.8203161358833313","0.836663007736206","0.6055691003799438","0.5983669757843018","0.6137710213661194","0.7387089848518371","0.7154772877693176","0.760789155960083","0.602480435371399","0.5909697413444519","0.6176602840423584"
"73","0.6312878608703614","0.6078774929046631","0.6529104113578796","0.5678217768669128","0.556108295917511","0.5766474008560181","0.8263139486312866","0.8240644931793213","0.8302575349807739","0.6004028916358948","0.5875000357627869","0.6208940744400024","0.7425747513771057","0.7078285217285156","0.7739685773849487","0.6072692632675171","0.5884778499603271","0.6362302303314209"
"74","0.6322032690048218","0.624754011631012","0.6444543600082397","0.5667894959449769","0.5618042945861816","0.5783382654190063","0.8246025681495667","0.8196684122085571","0.8295125961303711","0.6007835388183593","0.5651126503944397","0.6209455728530884","0.7211492180824279","0.6435726284980774","0.7838926315307617","0.6030166983604431","0.5784915685653687","0.6153116822242737"
"75","0.6275904655456543","0.6095373630523682","0.6465095281600952","0.5632508516311645","0.547641396522522","0.5757080912590027","0.8224308371543885","0.8192148804664612","0.8256802558898926","0.6037240624427795","0.5897009968757629","0.6494066715240479","0.7463651180267334","0.7143571972846985","0.7674580812454224","0.607483732700348","0.5986440181732178","0.6257316470146179"
"76","0.6311397194862366","0.6180570125579834","0.6602675914764404","0.5580344676971436","0.5514712929725647","0.5646505355834961","0.8245750546455384","0.8221423029899597","0.8262003064155579","0.601200258731842","0.5841755270957947","0.6123695969581604","0.715775442123413","0.639674186706543","0.7748041749000549","0.6065534472465515","0.5968842506408691","0.6154757738113403"
"77","0.6247516393661499","0.6050516963005066","0.6388311386108398","0.5546228528022766","0.5474141836166382","0.5671613216400146","0.8231634497642517","0.8124728202819824","0.8369339108467102","0.5957677721977234","0.5843847393989563","0.6093571782112122","0.7319150328636169","0.6802784204483032","0.7599288821220398","0.6013960480690003","0.5927555561065674","0.6152686476707458"
"78","0.6259831309318542","0.6066918969154358","0.653225839138031","0.5591190576553344","0.5479973554611206","0.5746660232543945","0.8213521838188171","0.8189200162887573","0.8237484693527222","0.6025098323822021","0.5796741247177124","0.6126862168312073","0.7227833986282348","0.6442405581474304","0.7637326121330261","0.6107647895812989","0.5986754894256592","0.6192804574966431"
"79","0.6328879117965698","0.6139096617698669","0.6569620370864868","0.5555171251296998","0.5457690358161926","0.5661399960517883","0.8196599960327149","0.813103973865509","0.8267356157302856","0.5900394678115845","0.5662408471107483","0.6175744533538818","0.7277858853340149","0.6761177182197571","0.7783321738243103","0.6060415863990783","0.5903000831604004","0.6180989742279053"
"80","0.6244647383689881","0.604651153087616","0.6480000019073486","0.5515238523483277","0.5422534942626953","0.5625471472740173","0.8247567057609558","0.8165044188499451","0.8283658623695374","0.6024174332618714","0.5857268571853638","0.6207051873207092","0.7237565994262696","0.6311861872673035","0.7897436022758484","0.600275707244873","0.5853849649429321","0.6141245365142822"
"81","0.6370704174041748","0.6223040819168091","0.6575281023979187","0.5435221195220947","0.5331524610519409","0.5518696904182434","0.829002320766449","0.8255791068077087","0.8393033742904663","0.5855710983276368","0.5820935368537903","0.587604284286499","0.7243862867355346","0.6913350820541382","0.7566114068031311","0.5888687610626221","0.5787305235862732","0.6035571694374084"
"82","0.6358630418777466","0.6237074136734009","0.6562991142272949","0.5436468362808228","0.5342220067977905","0.5492885708808899","0.8296029806137085","0.8261652588844299","0.8387417793273926","0.5827838063240052","0.5701562166213989","0.5873640775680542","0.7131786823272706","0.6854609847068787","0.7579929232597351","0.5845633387565613","0.5776954293251038","0.5998655557632446"
"83","0.6351025819778442","0.6217676997184753","0.649549126625061","0.5394962430000305","0.5329114198684692","0.5479245185852051","0.8303391337394714","0.82640540599823","0.8368192315101624","0.579210901260376","0.5716525316238403","0.5933395624160767","0.725090742111206","0.701287567615509","0.7600939273834229","0.5824581742286682","0.5725798606872559","0.596398115158081"
"84","0.6338550329208374","0.6242010593414307","0.649533212184906","0.5373311996459961","0.5299692153930664","0.5429244041442871","0.8306350469589233","0.8265815377235413","0.8378963470458984","0.5808979511260987","0.5727872848510742","0.5893226861953735","0.7177098870277405","0.6956362724304199","0.7688932418823242","0.5798906683921814","0.5702102780342102","0.5972102880477905"
"85","0.633575189113617","0.6193084120750427","0.6513975262641907","0.5367231965065002","0.5267022848129272","0.5432692170143127","0.8301958918571473","0.828004002571106","0.8355354070663452","0.5777706742286682","0.5728814005851746","0.5831553936004639","0.7205844521522522","0.690073549747467","0.753921627998352","0.5800198793411255","0.5698862075805664","0.598112165927887"
"86","0.6297439932823181","0.6182680130004883","0.6532312035560608","0.5347430586814881","0.525225043296814","0.5433744192123413","0.8283238291740418","0.8265827894210815","0.8319295048713684","0.5760678648948669","0.5697396397590637","0.5832251310348511","0.7125033020973206","0.6891245245933533","0.7471421957015991","0.5757275104522706","0.5667271018028259","0.5889542102813721"
"87","0.6301594376564026","0.6198811531066895","0.6459229588508606","0.5336448907852173","0.5232290029525757","0.5428618788719177","0.8300306797027588","0.8279169797897339","0.8357478380203247","0.5712955713272094","0.5615166425704956","0.5786999464035034","0.713709032535553","0.686139702796936","0.7489361763000488","0.5760727524757385","0.5650029182434082","0.5903918147087097"
"88","0.6319919228553772","0.6194489598274231","0.6461150050163269","0.5316935896873474","0.5232424139976501","0.5389319062232971","0.8290492177009583","0.825816810131073","0.8356513381004333","0.5757441520690918","0.5655030012130737","0.5892881155014038","0.7045869827270508","0.6707316637039185","0.7453581094741821","0.573564100265503","0.5644393563270569","0.588665783405304"
"89","0.6288161873817444","0.6202751398086548","0.6432837843894958","0.5315195202827454","0.5247947573661804","0.5387454032897949","0.8278495788574218","0.823772132396698","0.833203911781311","0.5748133301734925","0.5609133839607239","0.5843333005905151","0.7026625990867614","0.670569121837616","0.7451071739196777","0.5728068590164185","0.5634760856628418","0.5936034321784973"
"90","0.6303094983100891","0.614268958568573","0.6506463289260864","0.5309431910514831","0.5222758054733276","0.5374033451080322","0.8283154606819153","0.8246276378631592","0.8339490294456482","0.5765087008476257","0.5725340843200684","0.5798394083976746","0.7052770972251892","0.6740151643753052","0.7393249273300171","0.5714646816253662","0.5636872053146362","0.5859701037406921"
"91","0.6273220896720886","0.612608790397644","0.6491518020629883","0.5301419854164123","0.5225217938423157","0.5384678840637207","0.8286609530448914","0.8249363303184509","0.8353147506713867","0.5701523661613465","0.5617697238922119","0.5798872113227844","0.6989796876907348","0.6617801189422607","0.74541175365448","0.5706538200378418","0.5584072470664978","0.5887590646743774"
"92","0.6303726673126221","0.6202300190925598","0.6490015387535095","0.527379035949707","0.5163083076477051","0.5360841751098633","0.8279203653335572","0.8235178589820862","0.8323306441307068","0.5724627256393433","0.5640015602111816","0.5769386291503906","0.7052510738372803","0.6767983436584473","0.7366220951080322","0.571125328540802","0.563432514667511","0.5855672359466553"
"93","0.6269988059997559","0.6135808825492859","0.643541693687439","0.5273800253868103","0.5204313397407532","0.5325299501419067","0.8292999863624573","0.8271580338478088","0.8349854350090027","0.5695430517196656","0.5613335371017456","0.5779644846916199","0.7018099904060364","0.656000018119812","0.7475437521934509","0.571236789226532","0.56369948387146","0.5837162137031555"
"94","0.6268072009086609","0.6171398162841797","0.6419645547866821","0.5287241697311401","0.5206845998764038","0.5376079082489014","0.8259286522865296","0.8223786950111389","0.8323643207550049","0.5677678227424622","0.5577837824821472","0.5754144787788391","0.7053778767585754","0.675936222076416","0.7388773560523987","0.5664632201194764","0.5597022175788879","0.5836341977119446"
"95","0.6285317778587342","0.6189825534820557","0.6498015522956848","0.525364363193512","0.5170810222625732","0.531318187713623","0.8257793545722961","0.8222050070762634","0.8308525085449219","0.5675628066062928","0.5562973022460938","0.5762757658958435","0.6997430443763732","0.6695501804351807","0.7278531789779663","0.5664798498153687","0.5567492246627808","0.5823842883110046"
"96","0.6289549589157104","0.620191752910614","0.6455779075622559","0.5264663577079773","0.520042359828949","0.5336909890174866","0.8277471184730529","0.824770450592041","0.8336866497993469","0.5661822557449341","0.5573244094848633","0.573217511177063","0.697485339641571","0.6633549928665161","0.7334471940994263","0.565058970451355","0.5541796088218689","0.5839970707893372"
"97","0.6285682320594788","0.613859236240387","0.6495997905731201","0.525944197177887","0.519661545753479","0.5329706072807312","0.8273187756538392","0.8238424062728882","0.832072913646698","0.565905487537384","0.5590752363204956","0.5752781629562378","0.6948302149772644","0.6660976409912109","0.7424047589302063","0.5650879383087158","0.5530669093132019","0.5873863697052002"
"98","0.6245380401611328","0.6102847456932068","0.6424036622047424","0.5247742295265198","0.5171747803688049","0.5323815941810608","0.8270816206932068","0.824324369430542","0.830801784992218","0.5619588255882263","0.5484388470649719","0.5756604075431824","0.6910855412483216","0.6676607131958008","0.7348416447639465","0.56436527967453","0.5571994185447693","0.5831800103187561"
"99","0.6236016631126404","0.6115641593933105","0.6333547830581665","0.5228175759315491","0.5142788887023926","0.5300799608230591","0.8276040196418762","0.8243482112884521","0.830742359161377","0.5655682682991028","0.5598361492156982","0.568566083908081","0.6919713497161866","0.6596583127975464","0.7378158569335938","0.5639948368072509","0.5506288409233093","0.5836011171340942"
