"Step","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (OpenMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (Proposed) - In distribution over conf 0.95: ACC","Grouped runs (Proposed) - In distribution over conf 0.95: ACC__MIN","Grouped runs (Proposed) - In distribution over conf 0.95: ACC__MAX","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (FixMatch) - In distribution over conf 0.95: ACC__MAX","Grouped runs (MTC) - In distribution over conf 0.95: ACC","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MIN","Grouped runs (MTC) - In distribution over conf 0.95: ACC__MAX","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MIN","Grouped runs (SafeStudent) - In distribution over conf 0.95: ACC__MAX","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MIN","Grouped runs (IOMatch) - In distribution over conf 0.95: ACC__MAX"
"61","0.7822117686271668","0.7706099152565002","0.7940885424613953","0.9115241646766663","0.8963963985443115","0.9230129718780518","0.7134949207305908","0.6996058225631714","0.7207977175712585","0.7536945343017578","0.7162081003189087","0.7810335755348206","0.7506638765335083","0.7278966307640076","0.7657436728477478","0.7282500028610229","0.7111048102378845","0.7389473915100098"
"62","0.7854466795921325","0.780117928981781","0.7912637591362","0.9119370460510254","0.9019473195075989","0.9225159287452698","0.7126296639442444","0.6974071264266968","0.7218281030654907","0.722635817527771","0.6774657964706421","0.7615417242050171","0.755061662197113","0.7379956245422363","0.7857306003570557","0.7255190849304199","0.7067773342132568","0.7376886010169983"
"63","0.7841053605079651","0.7723671197891235","0.7928723692893982","0.9146578311920166","0.9003193378448486","0.9244292974472046","0.7119464635848999","0.6984212398529053","0.7210195064544678","0.7209110736846924","0.6355036497116089","0.7614431381225586","0.7494059562683105","0.7251449823379517","0.7631471157073975","0.7216694593429566","0.7107565999031067","0.7350214123725891"
"64","0.7849638104438782","0.7759788632392883","0.7903252243995667","0.9114543199539185","0.8890938758850098","0.922970712184906","0.7100155115127563","0.6951807141304016","0.7180037498474121","0.7208847045898438","0.6566303968429565","0.7649186253547668","0.7482259392738342","0.7307303547859192","0.7625362277030945","0.7216949939727784","0.7072492241859436","0.7361928820610046"
"65","0.7846675157546997","0.7757959365844727","0.7930638194084167","0.9169951319694519","0.9089562892913818","0.9261220693588257","0.7085731863975525","0.6937499642372131","0.716675877571106","0.7360921144485474","0.7206628918647766","0.7627654671669006","0.746102249622345","0.7245244979858398","0.7607150673866272","0.7209452271461487","0.7084803581237793","0.7345303297042847"
"66","0.7846785306930542","0.7707405686378479","0.7922523617744446","0.9106523752212524","0.9057863354682922","0.9172639846801758","0.7086835741996765","0.6943703293800354","0.7159059643745422","0.6958188056945801","0.6437699794769287","0.7496296167373657","0.7406365156173706","0.7271425724029541","0.758190929889679","0.7197650671005249","0.7011049389839172","0.7382206320762634"
"67","0.7820697784423828","0.7630594372749329","0.791714072227478","0.9127345681190491","0.9020279049873352","0.9279216527938843","0.7073171496391296","0.693656325340271","0.7145337462425232","0.7115821361541748","0.6473133563995361","0.7727272510528564","0.7336544632911682","0.7072926759719849","0.7506822943687439","0.7206984043121338","0.7047802805900574","0.7362887263298035"
"68","0.7773708224296569","0.7690531015396118","0.7870129942893982","0.911397397518158","0.9048563241958618","0.9190110564231873","0.7072474360466003","0.6928495168685913","0.7140015959739685","0.7137022376060486","0.6660298109054565","0.7457805275917053","0.7431988596916199","0.7236024737358093","0.7767155170440674","0.718962836265564","0.7031970024108887","0.7293345928192139"
"69","0.7838854670524598","0.7713828682899475","0.79313725233078","0.9100764036178589","0.9045064449310303","0.9187306761741638","0.7061911821365356","0.693022608757019","0.7141339182853699","0.7307741641998291","0.6803060173988342","0.78644859790802","0.7465648174285888","0.726700484752655","0.7607020735740662","0.7163541316986084","0.7037654519081116","0.7327503561973572"
"70","0.782762098312378","0.7779756784439087","0.7885304689407349","0.9112836122512817","0.9017051458358765","0.9203143119812012","0.7061102390289307","0.6949382424354553","0.7144384980201721","0.7147085070610046","0.6480199098587036","0.772136926651001","0.7327206015586853","0.7239646315574646","0.7497565746307373","0.7179186105728149","0.7036833763122559","0.7332128286361694"
"71","0.7830987930297851","0.7698412537574768","0.7962351441383362","0.910114336013794","0.8983457088470459","0.9251505136489868","0.7050209999084472","0.6869998574256897","0.7138118743896484","0.7181751489639282","0.6773515343666077","0.7545871734619141","0.7461110472679138","0.7257131338119507","0.7586708068847656","0.7171073675155639","0.6988359093666077","0.7277401685714722"
"72","0.7855803847312928","0.7694703936576843","0.7954245805740356","0.9120083212852478","0.9067085385322571","0.9178007245063782","0.7046143651008606","0.6895775198936462","0.713640034198761","0.7214279532432556","0.6313391923904419","0.7575988173484802","0.742729377746582","0.7201696038246155","0.7640750408172607","0.7160001039505005","0.7018235921859741","0.727518618106842"
"73","0.7867861032485962","0.7788558006286621","0.7932778596878052","0.9095325708389282","0.9040076732635498","0.915333092212677","0.7035474181175232","0.6871061325073242","0.7118279933929443","0.7144436120986939","0.6556521654129028","0.7613093256950378","0.7378615260124206","0.7256324887275696","0.7558020353317261","0.7126353502273559","0.6972154378890991","0.7276195287704468"
"74","0.7787937998771668","0.7696601748466492","0.7874536514282227","0.91071035861969","0.9029741883277893","0.9181669354438782","0.7030335426330566","0.6880697011947632","0.7118398547172546","0.7088603258132935","0.6551192998886108","0.7451756000518799","0.7393641352653504","0.720808207988739","0.7629244923591614","0.714619266986847","0.6992911100387573","0.7266720533370972"
"75","0.7814859986305237","0.7705641984939575","0.7886430025100708","0.9051684498786926","0.897101104259491","0.9211130142211914","0.7003592133522034","0.6853238344192505","0.7094789147377014","0.7238830208778382","0.688244640827179","0.7600922584533691","0.7430498838424683","0.7300928831100464","0.7736135125160217","0.7142364382743835","0.6994853615760803","0.7265026569366455"
"76","0.7814943432807923","0.7669553756713867","0.7922964692115784","0.9134445786476135","0.9026879072189331","0.919944167137146","0.7010217428207397","0.6840805411338806","0.7107025384902954","0.7370283007621765","0.6845723390579224","0.8014425039291382","0.7431661128997803","0.7108457684516907","0.7714165449142456","0.713438892364502","0.698727548122406","0.7323021292686462"
"77","0.7800350904464721","0.764562726020813","0.7887825965881348","0.9042187929153442","0.8929345607757568","0.9133471846580505","0.7011157393455505","0.6854299902915955","0.7093641757965088","0.7171688914299011","0.6664019227027893","0.7722868323326111","0.729543125629425","0.70533686876297","0.7406195998191833","0.7134600281715393","0.7006134390830994","0.7255456447601318"
"78","0.7810851573944092","0.771583616733551","0.7911711931228638","0.9107721447944641","0.9035362005233765","0.91847825050354","0.7025044441223145","0.6921613812446594","0.7102280259132385","0.7137983798980713","0.6468468904495239","0.7492815852165222","0.7314375281333924","0.7199226021766663","0.7507999539375305","0.7115805268287658","0.6978580355644226","0.7252032160758972"
"79","0.7788190364837646","0.7581783533096313","0.7934033870697021","0.8953861474990845","0.8423579335212708","0.9198665022850037","0.7016662359237671","0.6848975419998169","0.7117418646812439","0.7242685079574585","0.655892550945282","0.7625221014022827","0.7350397229194641","0.7270166873931885","0.7419543862342834","0.710563600063324","0.699686586856842","0.7227455973625183"
"80","0.7796358823776245","0.7680496573448181","0.7964150905609131","0.9100040435791016","0.8988246321678162","0.9158204793930054","0.6988253116607666","0.683350682258606","0.7091270089149475","0.7136662721633911","0.678643524646759","0.7513120770454407","0.7310977697372436","0.7161981463432312","0.7464706897735596","0.7102250814437866","0.6981956958770752","0.7212300300598145"
"81","0.7856675505638122","0.7750369906425476","0.798631489276886","0.9050408720970153","0.890462338924408","0.9111887812614441","0.6939886569976806","0.6806476712226868","0.70179682970047","0.6834025740623474","0.6283678412437439","0.7138440608978271","0.7174686908721923","0.7101774215698242","0.7324782013893127","0.7015362977981567","0.6872161030769348","0.7153209447860718"
"82","0.7856440901756286","0.771363377571106","0.797785758972168","0.9023510575294494","0.894055187702179","0.9108235239982605","0.6935124039649964","0.6790122985839844","0.7015666365623474","0.6878679156303406","0.6483564376831055","0.7306472063064575","0.7138378262519837","0.7013693451881409","0.7300331592559814","0.7009544253349305","0.6854891180992126","0.7146180868148804"
"83","0.7850194454193116","0.7781445980072021","0.7921574711799622","0.9038280367851257","0.8910644054412842","0.9077658653259277","0.693406593799591","0.6793029308319092","0.7008264660835266","0.6862589716911316","0.6356801390647888","0.729411780834198","0.7128077268600463","0.7038970589637756","0.7236580848693848","0.6996976613998414","0.6852522492408752","0.7132551670074463"
"84","0.7873528838157654","0.777430534362793","0.7963808178901672","0.8969447135925293","0.8734005689620972","0.9119718670845032","0.6927458763122558","0.6780091524124146","0.7011436223983765","0.6835201978683472","0.6372637152671814","0.7232963442802429","0.7142479658126831","0.706281840801239","0.7249459028244019","0.69894939661026","0.685828685760498","0.7129451036453247"
"85","0.7836290955543518","0.7736530900001526","0.7907761335372925","0.9042953848838806","0.8967065811157227","0.908312976360321","0.6925755739212036","0.6772802472114563","0.7004959583282471","0.6802280187606812","0.6257868409156799","0.7297645807266235","0.7084898591041565","0.6890109777450562","0.7233580946922302","0.6987886786460876","0.685319185256958","0.7115187644958496"
"86","0.7828205943107605","0.7741145491600037","0.7934888601303101","0.8959763765335083","0.8614130616188049","0.9130972623825073","0.692422890663147","0.6783491969108582","0.6996695399284363","0.6750629305839538","0.6299818754196167","0.7150420546531677","0.7110202074050903","0.694149911403656","0.7225853204727173","0.6987852096557617","0.6841970086097717","0.7118992805480957"
"87","0.7853439688682556","0.7774485349655151","0.7965991497039795","0.9036962032318115","0.9006003737449646","0.9062953591346741","0.6917970061302186","0.6763700842857361","0.6999872922897339","0.6777336359024048","0.6271398663520813","0.714885950088501","0.7087476134300232","0.6969864964485168","0.7162947654724121","0.6983339190483093","0.6848750114440918","0.7124133110046387"
"88","0.7831209540367127","0.7744250893592834","0.7907648086547852","0.9012328743934631","0.8931062817573547","0.9122045636177063","0.6914020776748657","0.6764073371887207","0.6988334059715271","0.6760451078414917","0.6461949348449707","0.7114459872245789","0.7096357703208923","0.6978484988212585","0.7266933917999268","0.6969690084457397","0.683316171169281","0.7104588747024536"
"89","0.7808685541152954","0.7700387835502625","0.7900144457817078","0.9037949204444885","0.8955512642860413","0.9095547199249268","0.6920636057853699","0.6773499250411987","0.6988988518714905","0.6775600433349609","0.6245961785316467","0.7135236859321594","0.708624267578125","0.6982449293136597","0.7288603186607361","0.6975937247276306","0.6832561492919922","0.7118622064590454"
"90","0.7817970991134644","0.7715031504631042","0.7930530905723572","0.9035003781318665","0.8962595462799072","0.9142249822616577","0.6916611313819885","0.6772640943527222","0.6992776393890381","0.6786159157752991","0.6440785527229309","0.7169481515884399","0.7112531900405884","0.696577250957489","0.7242940068244934","0.6969741702079773","0.6819407343864441","0.7114989757537842"
"91","0.7807142496109009","0.7713618278503418","0.7895330190658569","0.9039764881134034","0.8966915607452393","0.9089016914367676","0.6911969304084777","0.6764445304870605","0.6987845301628113","0.6840575456619262","0.6503845453262329","0.7052767276763916","0.7082152485847473","0.6988222002983093","0.7255292534828186","0.6966202139854432","0.6834319829940796","0.7109715342521667"
"92","0.7820146322250366","0.7681832909584045","0.7913127541542053","0.902544903755188","0.8937564492225647","0.9098532199859619","0.6911757469177247","0.6766156554222107","0.69863361120224","0.6823506236076355","0.6447368264198303","0.7237475514411926","0.7078336715698242","0.6959031820297241","0.7230768799781799","0.6963383436203003","0.6827763915061951","0.7088655829429626"
"93","0.7794707298278809","0.7632490992546082","0.7917879223823547","0.9015594363212586","0.8963074684143066","0.9096357822418213","0.6910727143287658","0.6762025356292725","0.6985452175140381","0.6783537626266479","0.6359913945198059","0.7140620350837708","0.7062152624130249","0.695931077003479","0.7191153168678284","0.6956598401069641","0.6825478076934814","0.7103174328804016"
"94","0.7781952023506165","0.7596312165260315","0.7915393710136414","0.903589916229248","0.8971108198165894","0.9091571569442749","0.6906440854072571","0.6757165789604187","0.6977890133857727","0.6732803106307983","0.624361515045166","0.7347657680511475","0.7087810039520264","0.6987143754959106","0.7179077863693237","0.6958439707756042","0.6819756627082825","0.7099002599716187"
"95","0.7792086005210876","0.7604286670684814","0.7909967303276062","0.9019468069076538","0.8948702216148376","0.9091964364051819","0.6906578421592713","0.6754264235496521","0.6983946561813354","0.6796183586120605","0.6327146887779236","0.7158238291740417","0.7087159156799316","0.6953948736190796","0.7247956395149231","0.6953335165977478","0.682372510433197","0.7084346413612366"
"96","0.7810000419616699","0.7648706436157227","0.7893978357315063","0.9030186057090759","0.8950310349464417","0.9098341464996338","0.6905879378318787","0.6754707098007202","0.6982061862945557","0.6841612339019776","0.620452344417572","0.7289972901344299","0.7070177078247071","0.6883771419525146","0.7225865125656128","0.6961044907569885","0.6823317408561707","0.7096527218818665"
"97","0.7792834997177124","0.7664560675621033","0.7929807305335999","0.9008219480514527","0.8854060769081116","0.9091745018959045","0.6901635646820068","0.6750063300132751","0.6978535652160645","0.674010980129242","0.6316002607345581","0.7076456546783447","0.7042410850524903","0.6914777159690857","0.719131350517273","0.6949033379554749","0.6813932061195374","0.708147406578064"
"98","0.781097149848938","0.76450115442276","0.79192054271698","0.9023730635643006","0.895612359046936","0.9086108207702637","0.6900397062301635","0.6753721833229065","0.6978153586387634","0.6792645573616027","0.635686993598938","0.7112352252006531","0.7067105293273925","0.6957560181617737","0.7249818444252014","0.6951062321662903","0.6822262406349182","0.7079928517341614"
"99","0.7790544152259826","0.7623909115791321","0.7876853942871094","0.9008228063583374","0.8926104307174683","0.9095215201377869","0.6900828123092652","0.6752049922943115","0.6980798244476318","0.68337641954422","0.6368821263313293","0.7193846106529236","0.7047029733657837","0.697982907295227","0.7172006368637085","0.6946890473365783","0.6809571981430054","0.7084395885467529"
