"Step","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (Proposed) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (Proposed) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (Proposed) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX"
"87","0.41447322964668276","0.40130704641342163","0.42473936080932617","0.3942920506000519","0.3808983862400055","0.40208110213279724","0.6381285488605499","0.6300787925720215","0.6412490010261536","0.5330805063247681","0.5294910669326782","0.5402073860168457","0.5962021112442016","0.5925117135047913","0.603649914264679"
"88","0.4141892969608307","0.40128517150878906","0.4236164093017578","0.40167124271392823","0.3849577307701111","0.4335225820541382","0.6355170160531998","0.6323240399360657","0.6431422233581543","0.5344258189201355","0.5309833884239197","0.5385943651199341","0.5972726345062256","0.5917360782623291","0.6047270894050598"
"89","0.41445515751838685","0.4011305570602417","0.4243049621582031","0.39190064668655394","0.377701073884964","0.41075077652931213","0.6408650279045105","0.630481481552124","0.646792471408844","0.5311322331428527","0.5265036225318909","0.5343994498252869","0.6001789450645447","0.5937761664390564","0.6052128076553345"
"90","0.4143769383430481","0.40117502212524414","0.42453548312187195","0.3980784177780151","0.38163474202156067","0.4300549030303955","0.6332766016324362","0.6246137022972107","0.6397938132286072","0.5326920986175537","0.5276843905448914","0.5440493226051331","0.5973687887191772","0.5932761430740356","0.6031838655471802"
"91","0.4127835392951965","0.4014630913734436","0.4161023199558258","0.39675743579864503","0.3804815113544464","0.4125617444515228","0.6337790687878927","0.6229713559150696","0.6490522623062134","0.5351480484008789","0.531566321849823","0.5384482741355896","0.5962358593940735","0.593725860118866","0.599023163318634"
"92","0.41246293783187865","0.40135225653648376","0.4162725806236267","0.395771849155426","0.381317675113678","0.42771947383880615","0.6298692226409912","0.617494523525238","0.6359937191009521","0.5328315258026123","0.5256333351135254","0.5384747385978699","0.5973097920417786","0.5934426188468933","0.6049306392669678"
"93","0.4118666410446167","0.4013063311576843","0.41580644249916077","0.4011872112751007","0.3892882168292999","0.41261357069015503","0.6338359713554382","0.6220896244049072","0.6428276300430298","0.5342889547348022","0.5269649624824524","0.5399560928344727","0.5962741851806641","0.5936528444290161","0.5993496775627136"
"94","0.41201404929161073","0.40093085169792175","0.4160662293434143","0.39410953521728515","0.36901840567588806","0.42824602127075195","0.6349331736564636","0.6238077878952026","0.6412910223007202","0.5314602136611939","0.5289007425308228","0.535137951374054","0.597757363319397","0.5943282842636108","0.6051701903343201"
"95","0.41350647807121277","0.40084248781204224","0.41968679428100586","0.39898486733436583","0.38445016741752625","0.4132075607776642","0.6375894844532013","0.6294578313827515","0.6463338136672974","0.5339075684547424","0.5276299715042114","0.5381728410720825","0.5972340345382691","0.5937483310699463","0.6051936149597168"
"96","0.41209846138954165","0.40104225277900696","0.41631731390953064","0.3937635064125061","0.3726047873497009","0.42829805612564087","0.6351327747106552","0.6292028427124023","0.6397066712379456","0.5312910914421082","0.5252507925033569","0.5402595400810242","0.5966077208518982","0.593511164188385","0.5999524593353271"
"97","0.4127374589443207","0.40121883153915405","0.41644173860549927","0.39988681077957156","0.38271257281303406","0.41761747002601624","0.6308089047670364","0.6235141754150391","0.6423468589782715","0.5335664391517639","0.5296850204467773","0.5388320684432983","0.5988672614097595","0.594520092010498","0.6059876680374146"
"98","0.4120681703090668","0.4010855257511139","0.4164784252643585","0.39721572399139404","0.38472986221313477","0.42891451716423035","0.6326088160276413","0.6243765950202942","0.6410970091819763","0.534509539604187","0.5274160504341125","0.5420954823493958","0.5995591402053833","0.5944308638572693","0.6056550741195679"
"99","0.4128031015396118","0.40146228671073914","0.4164336323738098","0.3997436106204987","0.3836376965045929","0.41330671310424805","0.6328719854354858","0.6230983734130859","0.6399955749511719","0.5344910740852356","0.5299562215805054","0.5410104393959045","0.5977450966835022","0.5928781628608704","0.6055384874343872"
