"Step","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (Proposed) - Selected ratio of i.d over conf 0.95","Grouped runs (Proposed) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (Proposed) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MAX"
"64","0.7655750036239624","0.7566249966621399","0.7768750190734863","0.45882499814033506","0.414000004529953","0.5421249866485596","0.9273999929428101","0.909250020980835","0.9358749985694885","0.29500000178813934","0.20737500488758087","0.39024999737739563","0.605649995803833","0.590624988079071","0.6178749799728394","0.887974989414215","0.875374972820282","0.8983749747276306"
"65","0.7638750076293945","0.749875009059906","0.7762500047683716","0.46407499313354494","0.43562498688697815","0.5066249966621399","0.923199999332428","0.9039999842643738","0.9409999847412109","0.32082499861717223","0.2669999897480011","0.4022499918937683","0.6048249959945678","0.5803750157356262","0.6306250095367432","0.8906499862670898","0.8423749804496765","0.9147499799728394"
"66","0.7654749989509583","0.7578750252723694","0.7795000076293945","0.47385000586509707","0.41850000619888306","0.5055000185966492","0.9314499855041504","0.9147499799728394","0.9449999928474426","0.3412500023841858","0.25312501192092896","0.46950000524520874","0.6129999995231629","0.6025000214576721","0.6223750114440918","0.888349997997284","0.8771250247955322","0.9049999713897705"
"67","0.7712249994277954","0.7668750286102295","0.7799999713897705","0.45990000367164613","0.35725000500679016","0.5116249918937683","0.9358000040054322","0.9223750233650208","0.9459999799728394","0.28762500286102294","0.23649999499320984","0.3466250002384186","0.6247500061988831","0.6054999828338623","0.6412500143051147","0.8885249972343445","0.8646249771118164","0.9073749780654907"
"68","0.7735499858856201","0.7577499747276306","0.7848749756813049","0.4656249940395355","0.4362500011920929","0.5044999718666077","0.9341749906539917","0.9213749766349792","0.9427499771118164","0.2970500022172928","0.22287499904632568","0.35899999737739563","0.613574993610382","0.5883749723434448","0.6487500071525574","0.8960999965667724","0.8763750195503235","0.9148749709129333"
"69","0.7641749978065491","0.7483749985694885","0.7818750143051147","0.4873749911785126","0.4659999907016754","0.528124988079071","0.9380249977111816","0.9279999732971191","0.9453750252723694","0.32422500252723696","0.2540000081062317","0.43062499165534973","0.5985749959945679","0.5839999914169312","0.6156250238418579","0.9019999980926514","0.8966249823570251","0.9148749709129333"
"70","0.7669250130653381","0.7557500004768372","0.7726250290870667","0.4694999873638153","0.44449999928474426","0.5019999742507935","0.9272999882698059","0.9146249890327454","0.937874972820282","0.30360000133514403","0.21175000071525574","0.45137500762939453","0.6272000074386597","0.5953750014305115","0.6537500023841858","0.8982249975204468","0.8920000195503235","0.909500002861023"
"71","0.7649500012397766","0.7559999823570251","0.7806249856948853","0.4710749924182892","0.4129999876022339","0.5307499766349792","0.9416000127792359","0.9332500100135803","0.952875018119812","0.2926250010728836","0.23787499964237213","0.38612499833106995","0.602524995803833","0.5843750238418579","0.6266250014305115","0.9066499948501587","0.890625","0.9237499833106995"
"72","0.7628250002861023","0.7584999799728394","0.7695000171661377","0.4768999993801117","0.45787501335144043","0.5066249966621399","0.9419749975204468","0.9396250247955322","0.9451249837875366","0.3090250015258789","0.226624995470047","0.4116249978542328","0.6016250014305115","0.5506250262260437","0.6343749761581421","0.9060500025749206","0.8771250247955322","0.9243749976158142"
"73","0.7624250054359436","0.7472500205039978","0.7724999785423279","0.47419999837875365","0.421999990940094","0.5211250185966492","0.941825008392334","0.9300000071525574","0.9520000219345093","0.31332499980926515","0.25962498784065247","0.359375","0.616824996471405","0.6051250100135803","0.637374997138977","0.9116999983787537","0.9001250267028809","0.9247499704360962"
"74","0.7734500050544739","0.7613750100135803","0.7793750166893005","0.4799000024795532","0.4261249899864197","0.5403749942779541","0.9445749878883362","0.9322500228881836","0.9591249823570251","0.3346000015735626","0.2526249885559082","0.47737500071525574","0.6172999978065491","0.574874997138977","0.6589999794960022","0.9095249891281127","0.8963750004768372","0.9269999861717224"
"75","0.7691499829292298","0.7618749737739563","0.7773749828338623","0.5036500036716461","0.43575000762939453","0.5648750066757202","0.9531000137329102","0.9453750252723694","0.9612500071525574","0.3476750016212463","0.26750001311302185","0.46187499165534973","0.6020500063896179","0.5708749890327454","0.6326249837875366","0.9154749870300293","0.903124988079071","0.9296249747276306"
"76","0.7683499932289124","0.7584999799728394","0.7795000076293945","0.45647500157356263","0.4372499883174896","0.5022500157356262","0.9552500009536743","0.9483749866485596","0.9626250267028809","0.3553250014781952","0.2747499942779541","0.4909999966621399","0.6074250102043152","0.593874990940094","0.628125011920929","0.9085000038146973","0.8970000147819519","0.9203749895095825"
"77","0.7729750037193298","0.7684999704360962","0.781000018119812","0.5145249962806702","0.47062501311302185","0.5767499804496765","0.9513000130653382","0.9397500157356262","0.9610000252723694","0.3283999919891357","0.257999986410141","0.47212499380111694","0.6346500039100647","0.6000000238418579","0.6604999899864197","0.9169749975204468","0.9054999947547913","0.9277499914169312"
"78","0.7721749901771545","0.7601249814033508","0.7822499871253967","0.4638000071048737","0.414000004529953","0.5196250081062317","0.9448750019073486","0.9201250076293945","0.956250011920929","0.3481249988079071","0.27175000309944153","0.41624999046325684","0.6256750106811524","0.5983750224113464","0.6462500095367432","0.9217249989509583","0.9128749966621399","0.9337499737739563"
"79","0.7741999983787536","0.7617499828338623","0.7821249961853027","0.5222750127315521","0.4456250071525574","0.6510000228881836","0.9463250041007996","0.9315000176429749","0.9667500257492065","0.3319499909877777","0.2121250033378601","0.5027499794960022","0.6267500042915344","0.6052500009536743","0.640874981880188","0.9180999994277954","0.9104999899864197","0.9287499785423279"
"80","0.7753749966621399","0.7601249814033508","0.7872499823570251","0.45975000858306886","0.41062501072883606","0.5423750281333923","0.954925000667572","0.9449999928474426","0.9639999866485596","0.33417500257492067","0.3096249997615814","0.3578749895095825","0.6267500042915344","0.6013749837875366","0.6536250114440918","0.9185999989509582","0.9142500162124634","0.9308750033378601"
"81","0.7702249884605408","0.7601249814033508","0.7791249752044678","0.5336749911308288","0.5036249756813049","0.6002500057220459","0.9810999989509582","0.9804999828338623","0.9821249842643738","0.4446250021457672","0.36387500166893005","0.5613750219345093","0.6642750144004822","0.6533750295639038","0.6723750233650208","0.9566750049591064","0.9505000114440918","0.9660000205039978"
"82","0.7720999956130982","0.7664999961853027","0.7804999947547913","0.5595500111579895","0.5063750147819519","0.6107500195503235","0.9821749925613403","0.981374979019165","0.9831249713897705","0.4515500009059906","0.3799999952316284","0.578000009059906","0.668999993801117","0.6542500257492065","0.6792500019073486","0.959624993801117","0.949874997138977","0.9673749804496765"
"83","0.773199999332428","0.7572500109672546","0.7832499742507935","0.5416499972343445","0.5033749938011169","0.6001250147819519","0.9830749988555908","0.9817500114440918","0.9851250052452087","0.44684999585151675","0.40174999833106995","0.5486249923706055","0.6772750020027161","0.6660000085830688","0.6916249990463257","0.9608250021934509","0.9509999752044678","0.9703750014305115"
"84","0.7698500037193299","0.7598749995231628","0.7804999947547913","0.5688250064849854","0.5080000162124634","0.6447499990463257","0.9844499945640564","0.9832500219345093","0.9868749976158142","0.4489499986171722","0.3785000145435333","0.5554999709129333","0.6750749945640564","0.6622499823570251","0.6934999823570251","0.9631749987602234","0.956375002861023","0.9723749756813049"
"85","0.774750006198883","0.7609999775886536","0.7827500104904175","0.5438250064849853","0.5112500190734863","0.5845000147819519","0.9841249942779541","0.9828749895095825","0.9853749871253967","0.4537249982357025","0.3876250088214874","0.5758749842643738","0.6800250053405762","0.6701250076293945","0.6908749938011169","0.9629999876022339","0.9559999704360962","0.9745000004768372"
"86","0.7756749868392945","0.765874981880188","0.7848749756813049","0.5675999999046326","0.5048750042915344","0.6899999976158142","0.9845499992370605","0.9835000038146973","0.9862499833106995","0.4653499960899353","0.4013749957084656","0.5519999861717224","0.6754749894142151","0.6571249961853027","0.6884999871253967","0.963950002193451","0.9564999938011169","0.9727500081062317"
"87","0.7748999953269958","0.7593749761581421","0.7879999876022339","0.5493000030517579","0.5162500143051147","0.5683749914169312","0.9857749938964844","0.9827499985694885","0.9878749847412109","0.46679999828338625","0.4165000021457672","0.5987499952316284","0.678000009059906","0.6666250228881836","0.6980000138282776","0.9646750092506409","0.9585000276565552","0.9727500081062317"
"88","0.7772499918937683","0.7663750052452087","0.7864999771118164","0.5649749875068665","0.5182499885559082","0.609250009059906","0.9867000102996826","0.9835000038146973","0.9890000224113464","0.47194998860359194","0.38987499475479126","0.5617499947547913","0.6766999959945679","0.6601250171661377","0.6882500052452087","0.9673500061035156","0.9596250057220459","0.9752500057220459"
"89","0.7805750012397766","0.7735000252723694","0.7928749918937683","0.538349986076355","0.5143749713897705","0.5816249847412109","0.9860000014305115","0.984499990940094","0.987625002861023","0.45552500486373904","0.398375004529953","0.5803750157356262","0.6752999901771546","0.6623749732971191","0.6804999709129333","0.9661000013351441","0.9580000042915344","0.9726250171661377"
"90","0.7770249962806701","0.765874981880188","0.7883750200271606","0.5632499933242798","0.5289999842643738","0.6048750281333923","0.986899995803833","0.9848750233650208","0.9888749718666077","0.4750999927520752","0.4112499952316284","0.5921249985694885","0.6746750116348267","0.6623749732971191","0.690500020980835","0.9671750068664551","0.9577500224113464","0.9739999771118164"
"91","0.7747000098228455","0.7490000128746033","0.7923750281333923","0.552649998664856","0.5262500047683716","0.5856249928474426","0.9876749873161316","0.9867500066757202","0.9886249899864197","0.4586499989032745","0.38187500834465027","0.6013749837875366","0.6802250027656556","0.668624997138977","0.6908749938011169","0.9680500149726867","0.9621250033378601","0.9752500057220459"
"92","0.775724995136261","0.7527499794960022","0.7887499928474426","0.553600013256073","0.5142499804496765","0.6106250286102295","0.988099992275238","0.9862499833106995","0.9896249771118164","0.48320000171661376","0.4191249907016754","0.6365000009536743","0.6787249922752381","0.668874979019165","0.690625011920929","0.9687250137329102","0.9621250033378601","0.9785000085830688"
"93","0.7756250023841857","0.7571250200271606","0.7896249890327454","0.5646250009536743","0.5422499775886536","0.5822499990463257","0.9877750039100647","0.9861249923706055","0.9886249899864197","0.4830500066280365","0.39912500977516174","0.6411250233650208","0.680050003528595","0.6633750200271606","0.6951249837875366","0.9696000099182129","0.9642500281333923","0.9764999747276306"
"94","0.7781000018119812","0.7592499852180481","0.7926250100135803","0.5534999966621399","0.5146250128746033","0.6013749837875366","0.9888999938964844","0.9868749976158142","0.9898750185966492","0.47697499990463255","0.35487499833106995","0.6362500190734863","0.6759000062942505","0.6651250123977661","0.7049999833106995","0.9692749857902527","0.9624999761581421","0.9772499799728394"
"95","0.7775750041007996","0.7581250071525574","0.7892500162124634","0.5650250077247619","0.5382500290870667","0.5921249985694885","0.9886250019073486","0.9869999885559082","0.9897500276565552","0.4627250015735626","0.3831250071525574","0.5792499780654907","0.6776250123977661","0.6661249995231628","0.6881250143051147","0.9702749967575073","0.9631249904632568","0.9766250252723694"
"96","0.776800000667572","0.7586249709129333","0.7875000238418579","0.5505249977111817","0.5141249895095825","0.6037499904632568","0.9889750003814697","0.9878749847412109","0.9897500276565552","0.47329999804496764","0.36899998784065247","0.6356250047683716","0.6805249929428101","0.6631249785423279","0.6947500109672546","0.9692999958992005","0.9629999995231628","0.9789999723434448"
"97","0.7763499975204468","0.7519999742507935","0.7883750200271606","0.5660750031471252","0.543624997138977","0.6141250133514404","0.9897249937057495","0.9884999990463257","0.9912499785423279","0.46952499747276305","0.3711250126361847","0.6178749799728394","0.6845999956130981","0.6759999990463257","0.6965000033378601","0.9717000007629395","0.9645000100135803","0.9803749918937683"
"98","0.7763499975204468","0.7542499899864197","0.7935000061988831","0.5550500154495239","0.5168750286102295","0.6011250019073486","0.9901250004768372","0.9883750081062317","0.9921249747276306","0.4853249967098236","0.3804999887943268","0.6213750243186951","0.6830249905586243","0.6703749895095825","0.6928750276565552","0.9711999893188477","0.9648749828338623","0.9789999723434448"
"99","0.7797749996185303","0.7591249942779541","0.7886250019073486","0.5637249946594238","0.5277500152587891","0.5971249938011169","0.990500009059906","0.9894999861717224","0.9915000200271606","0.46677500009536743","0.40625","0.5917500257492065","0.6807499885559082","0.6672499775886536","0.6983749866485596","0.9719250082969666","0.9627500176429749","0.9804999828338623"
