"Step","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (Proposed) - Unseen-class ratio over conf 0.95","Grouped runs (Proposed) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (Proposed) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio over conf 0.95","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MAX"
"70","0.5105058073997497","0.49991852045059204","0.5197542309761047","0.40632868409156797","0.39371979236602783","0.4234760105609894","0.5890374422073364","0.5876970291137695","0.5903823375701904","0.6510196089744568","0.6360245943069458","0.6618762612342834","0.5146259188652038","0.5082085728645325","0.5212814807891846","0.5842743396759034","0.5827028155326843","0.5862708687782288"
"71","0.510315203666687","0.4976775050163269","0.5161986947059631","0.39686830043792726","0.3503735661506653","0.4566163420677185","0.5890702605247498","0.5882321000099182","0.5897863507270813","0.6473844766616821","0.6381632685661316","0.6692735552787781","0.5082845151424408","0.49828287959098816","0.5247440338134766","0.5838220119476318","0.5823073983192444","0.5863613486289978"
"72","0.5099307894706726","0.5054230093955994","0.5158371329307556","0.40018070936203004","0.3702939748764038","0.4272798001766205","0.5885200142860413","0.5874390602111816","0.5893294215202332","0.6370327830314636","0.609431266784668","0.6519086360931396","0.5087177097797394","0.4899849593639374","0.5235636234283447","0.5846354961395264","0.580523669719696","0.5863690972328186"
"73","0.5068301558494568","0.5033606290817261","0.51540207862854","0.3924829185009003","0.36826348304748535","0.44172024726867676","0.5904990553855896","0.5876288414001465","0.5930894017219543","0.6463444709777832","0.621572732925415","0.6636713743209839","0.5166411519050598","0.5069260597229004","0.5228782892227173","0.5851129651069641","0.582090437412262","0.5872164964675903"
"74","0.5124727606773376","0.5074127316474915","0.521034836769104","0.39555583596229554","0.3755702078342438","0.418160080909729","0.5908178329467774","0.5866541266441345","0.5927798748016357","0.6472488284111023","0.6293672323226929","0.6727959513664246","0.5114306449890137","0.4871194362640381","0.5290942192077637","0.5844965815544129","0.5814683437347412","0.5875654220581055"
"75","0.5138479113578797","0.5114689469337463","0.5167478919029236","0.4060703754425049","0.3690497875213623","0.46138259768486023","0.5906622290611268","0.5892212390899658","0.5921003222465515","0.6306476831436157","0.6156609058380127","0.6418341994285583","0.5090680122375488","0.4984789192676544","0.5221414566040039","0.5862608551979065","0.582513689994812","0.5875665545463562"
"76","0.5100868582725525","0.5002842545509338","0.5164507031440735","0.38854134678840635","0.36699241399765015","0.4268410801887512","0.5908798456192017","0.5891180038452148","0.5924690365791321","0.6313865900039672","0.6205120086669922","0.6440485715866089","0.5129906415939331","0.5006306767463684","0.5231995582580566","0.5848906755447387","0.582863450050354","0.5860925316810608"
"77","0.5141094326972961","0.5047366619110107","0.5236880779266357","0.4079505205154419","0.37448081374168396","0.4529286324977875","0.5907054305076599","0.5863776206970215","0.5936486124992371","0.6439794540405274","0.6334077715873718","0.6598445773124695","0.5212708830833435","0.5103040337562561","0.5334628224372864","0.5862902164459228","0.5847283005714417","0.5877772569656372"
"78","0.5091436982154847","0.5029551982879639","0.5140253901481628","0.39446971416473386","0.37497803568840027","0.4080420732498169","0.5901919722557067","0.5863077044487","0.5928685665130615","0.6354090809822083","0.6268596649169922","0.6486518383026123","0.5171968221664429","0.5126755237579346","0.5231067538261414","0.5871276617050171","0.5857924818992615","0.589844822883606"
"79","0.5147526621818542","0.49935150146484375","0.5290741324424744","0.414545875787735","0.36714211106300354","0.4799800217151642","0.5903247117996215","0.5880308747291565","0.5936024785041809","0.6383116960525512","0.6199924349784851","0.6630262136459351","0.5140717983245849","0.5088139772415161","0.5238961577415466","0.586515235900879","0.5858118534088135","0.5870513916015625"
"80","0.5132287025451661","0.5033485889434814","0.5178889036178589","0.386797821521759","0.34299999475479126","0.41181203722953796","0.5913008451461792","0.5888622999191284","0.5931201577186584","0.6345499157905579","0.6118190884590149","0.6600329279899597","0.5172981262207031","0.505499005317688","0.5232059955596924","0.5867267370223999","0.5836829543113708","0.5891703367233276"
"81","0.5120140314102173","0.5070388913154602","0.5204637050628662","0.4019151866436005","0.37262535095214844","0.4448554813861847","0.5957507252693176","0.5948538184165955","0.5970202684402466","0.638796579837799","0.6342833638191223","0.644310474395752","0.5285747051239014","0.5269129276275635","0.5301995277404785","0.5926725149154664","0.5915666818618774","0.5941634774208069"
"82","0.5142873167991638","0.5090808868408203","0.5196239948272705","0.41007835865020753","0.38228118419647217","0.45915430784225464","0.596056866645813","0.5952343940734863","0.5973453521728516","0.6373893857002259","0.6282958388328552","0.6426993012428284","0.5304300308227539","0.5273517370223999","0.5346949696540833","0.5924476861953736","0.5915567874908447","0.5941806435585022"
"83","0.5143097400665283","0.5073899626731873","0.5197399854660034","0.40432811975479127","0.38093772530555725","0.4460597634315491","0.5962561845779419","0.5956180691719055","0.5971816778182983","0.634839904308319","0.6228668689727783","0.6496767401695251","0.5335647463798523","0.5301694273948669","0.5361930131912231","0.5928122162818908","0.5911704897880554","0.5938991904258728"
"84","0.5134142875671387","0.5040114521980286","0.5244837403297424","0.42075198888778687","0.38619545102119446","0.4754931926727295","0.596234118938446","0.5954767465591431","0.5972591638565063","0.6326429843902588","0.6274000406265259","0.6387246251106262","0.531962764263153","0.5302860140800476","0.5366663932800293","0.593052089214325","0.5919684171676636","0.5947495698928833"
"85","0.515000295639038","0.508592963218689","0.5223224759101868","0.40222794413566587","0.38174769282341003","0.4269607961177826","0.5964998006820679","0.5958331227302551","0.5973336100578308","0.6380653738975525","0.6293773055076599","0.6461211442947388","0.5332459926605224","0.5279147624969482","0.5363451242446899","0.5935569763183594","0.5925629734992981","0.5941707491874695"
"86","0.5137152671813965","0.5071574449539185","0.5197899341583252","0.4152550160884857","0.3799969553947449","0.5092461109161377","0.5966941237449646","0.595757782459259","0.5970814228057861","0.636435079574585","0.6311315298080444","0.6452282071113586","0.5317692279815673","0.5268226861953735","0.5371467471122742","0.5939967036247253","0.5935114622116089","0.5943083167076111"
"87","0.5137717962265015","0.5081148743629456","0.5200284719467163","0.40024367570877073","0.38468024134635925","0.4116954505443573","0.5966506004333496","0.5957751274108887","0.5972986817359924","0.6366316080093384","0.6300872564315796","0.6412490010261536","0.5332016825675965","0.5295307040214539","0.5404027700424194","0.5940133094787597","0.5936406850814819","0.5949220657348633"
"88","0.5149186491966248","0.5076643228530884","0.5246181488037109","0.4109657883644104","0.38695845007896423","0.4551754891872406","0.5968045592308044","0.596099853515625","0.5972769856452942","0.6360584497451782","0.6322723031044006","0.6432116627693176","0.5345217704772949","0.5309726595878601","0.538627564907074","0.5937819123268128","0.592896044254303","0.5945960283279419"
"89","0.5177145004272461","0.512714147567749","0.5216820240020752","0.3963028848171234","0.37854039669036865","0.4244185984134674","0.596917200088501","0.5962491631507874","0.5974708199501038","0.638771939277649","0.6302355527877808","0.6468305587768555","0.5312018632888794","0.5265036225318909","0.5343994498252869","0.5944882988929748","0.592668890953064","0.5958383679389954"
"90","0.5160241961479187","0.5104401111602783","0.523931622505188","0.40572559237480166","0.38327017426490784","0.45005112886428833","0.5972405791282653","0.5960684418678284","0.5981779098510742","0.6335628986358642","0.6246137022972107","0.6413778066635132","0.5327686905860901","0.5276795029640198","0.5439972877502441","0.5942183852195739","0.5928330421447754","0.5956567525863647"
"91","0.5178309440612793","0.5124440789222717","0.5224736928939819","0.4034439444541931","0.38363972306251526","0.43108683824539185","0.5971054315567017","0.5963246822357178","0.597588300704956","0.6355374217033386","0.6229623556137085","0.6490522623062134","0.5352789998054505","0.5315153002738953","0.5385611057281494","0.5945617079734802","0.5932024717330933","0.595420241355896"
"92","0.5168074488639831","0.5121626853942871","0.5231232047080994","0.4025775909423828","0.38320839405059814","0.45032069087028503","0.5971001982688904","0.5962567925453186","0.5979559421539307","0.6301081895828247","0.6174305081367493","0.6359348893165588","0.5329037785530091","0.525628924369812","0.5385805368423462","0.5946712017059326","0.5935147404670715","0.5955585837364197"
"93","0.5172073364257812","0.5117483139038086","0.5211857557296753","0.40834267139434816","0.3923518657684326","0.42422744631767273","0.5974178314208984","0.5967264771461487","0.5983402132987976","0.6344016909599304","0.6221174597740173","0.6429014205932617","0.534202492237091","0.5270051956176758","0.5398498773574829","0.5950178980827332","0.5940427184104919","0.5965497493743896"
"94","0.5156917929649353","0.5112156271934509","0.5207889676094055","0.40008673071861267","0.370104044675827","0.44592881202697754","0.5972379565238952","0.5963391661643982","0.5980203151702881","0.6348046779632568","0.6237155199050903","0.6413708925247192","0.5315494656562805","0.5289401412010193","0.5350831747055054","0.5949031472206116","0.5936461091041565","0.5961317420005798"
"95","0.516720998287201","0.509020209312439","0.5231778025627136","0.40654749870300294","0.3864348828792572","0.43208247423171997","0.5976126432418823","0.5969868302345276","0.5980396866798401","0.6373185038566589","0.6294578313827515","0.6463707685470581","0.534012746810913","0.5276299715042114","0.5384162068367004","0.5946604490280152","0.5936418175697327","0.5953474044799805"
"96","0.5178117036819458","0.5132902264595032","0.5223892331123352","0.39984236359596254","0.3734309673309326","0.44711539149284363","0.5973261713981628","0.5965555906295776","0.5979983806610107","0.6334133148193359","0.6264709830284119","0.6397455334663391","0.5314414501190186","0.5252507925033569","0.5402432084083557","0.5951590418815613","0.5940990447998047","0.5961015820503235"
"97","0.5179580688476563","0.5108577609062195","0.5236538052558899","0.41008389592170713","0.3850671052932739","0.4547169804573059","0.5976885318756103","0.5966429114341736","0.5982741117477417","0.6319677591323852","0.623447835445404","0.6424306035041809","0.5339209079742432","0.5296699404716492","0.5388767123222351","0.5950414061546325","0.5941222906112671","0.5955340266227722"
"98","0.5180716872215271","0.511729896068573","0.5245823860168457","0.4022847831249237","0.38649851083755493","0.4449445903301239","0.597697639465332","0.5962868928909302","0.5983644127845764","0.6332698464393616","0.6243765950202942","0.6410970091819763","0.5344890475273132","0.527456521987915","0.542374312877655","0.5951484441757202","0.5936271548271179","0.5958094596862793"
"99","0.5163422226905823","0.5118762254714966","0.5197311043739319","0.40727115869522096","0.3856228291988373","0.4358096122741699","0.5977496862411499","0.5969512462615967","0.5983968377113342","0.6311497092247009","0.6230891942977905","0.6399955749511719","0.5344914555549621","0.5299512147903442","0.5410146117210388","0.5953781962394714","0.5942991375923157","0.5960032939910889"
