"Step","FIXMATCH : 2023-09-14_04-52-33 - unlabeled_top@1_train","FIXMATCH : 2023-09-14_04-52-33 - unlabeled_top@1_train__MIN","FIXMATCH : 2023-09-14_04-52-33 - unlabeled_top@1_train__MAX","FIXMATCH : 2023-09-13_18-26-13 - unlabeled_top@1_train","FIXMATCH : 2023-09-13_18-26-13 - unlabeled_top@1_train__MIN","FIXMATCH : 2023-09-13_18-26-13 - unlabeled_top@1_train__MAX"
"36","0.3737190365791321","0.3737190365791321","0.3737190365791321","0.6559452414512634","0.6559452414512634","0.6559452414512634"
"37","0.37541434168815613","0.37541434168815613","0.37541434168815613","0.6526978611946106","0.6526978611946106","0.6526978611946106"
"38","0.38096967339515686","0.38096967339515686","0.38096967339515686","0.6531883478164673","0.6531883478164673","0.6531883478164673"
"39","0.3813948929309845","0.3813948929309845","0.3813948929309845","0.6570655703544617","0.6570655703544617","0.6570655703544617"
"40","0.37199312448501587","0.37199312448501587","0.37199312448501587","0.66015625","0.66015625","0.66015625"
"41","0.3713330924510956","0.3713330924510956","0.3713330924510956","0.6544542908668518","0.6544542908668518","0.6544542908668518"
"42","0.37017765641212463","0.37017765641212463","0.37017765641212463","0.6529347896575928","0.6529347896575928","0.6529347896575928"
"43","0.3715188205242157","0.3715188205242157","0.3715188205242157","0.6510629057884216","0.6510629057884216","0.6510629057884216"
"44","0.3723437488079071","0.3723437488079071","0.3723437488079071","0.6508784294128418","0.6508784294128418","0.6508784294128418"
"45","0.3717511296272278","0.3717511296272278","0.3717511296272278","0.6570863127708435","0.6570863127708435","0.6570863127708435"
"46","0.37154510617256165","0.37154510617256165","0.37154510617256165","0.6561844348907471","0.6561844348907471","0.6561844348907471"
"47","0.3717952072620392","0.3717952072620392","0.3717952072620392","0.6502058506011963","0.6502058506011963","0.6502058506011963"
"48","0.3699512779712677","0.3699512779712677","0.3699512779712677","0.6501184701919556","0.6501184701919556","0.6501184701919556"
"49","0.36982017755508423","0.36982017755508423","0.36982017755508423","0.6552637815475464","0.6552637815475464","0.6552637815475464"
"50","0.372138112783432","0.372138112783432","0.372138112783432","0.6534724831581116","0.6534724831581116","0.6534724831581116"
"51","0.3672424852848053","0.3672424852848053","0.3672424852848053","0.6535865068435669","0.6535865068435669","0.6535865068435669"
"52","0.3672426640987396","0.3672426640987396","0.3672426640987396","0.6500005125999451","0.6500005125999451","0.6500005125999451"
"53","0.36712875962257385","0.36712875962257385","0.36712875962257385","0.6479312777519226","0.6479312777519226","0.6479312777519226"
"54","0.36611875891685486","0.36611875891685486","0.36611875891685486","0.6451196074485779","0.6451196074485779","0.6451196074485779"
"55","0.3692552149295807","0.3692552149295807","0.3692552149295807","0.6440163850784302","0.6440163850784302","0.6440163850784302"
"56","0.36373817920684814","0.36373817920684814","0.36373817920684814","0.6485819220542908","0.6485819220542908","0.6485819220542908"
"57","0.3662649095058441","0.3662649095058441","0.3662649095058441","0.6430698037147522","0.6430698037147522","0.6430698037147522"
"58","0.36748239398002625","0.36748239398002625","0.36748239398002625","0.6446812748908997","0.6446812748908997","0.6446812748908997"
"59","0.3677709102630615","0.3677709102630615","0.3677709102630615","0.6426087021827698","0.6426087021827698","0.6426087021827698"
"60","0.3661234974861145","0.3661234974861145","0.3661234974861145","0.6455780267715454","0.6455780267715454","0.6455780267715454"
"61","0.3659920394420624","0.3659920394420624","0.3659920394420624","0.6407473683357239","0.6407473683357239","0.6407473683357239"
"62","0.3675546646118164","0.3675546646118164","0.3675546646118164","0.6393682360649109","0.6393682360649109","0.6393682360649109"
"63","0.3632104694843292","0.3632104694843292","0.3632104694843292","0.6374363899230957","0.6374363899230957","0.6374363899230957"
"64","0.36317166686058044","0.36317166686058044","0.36317166686058044","0.6404737234115601","0.6404737234115601","0.6404737234115601"
"65","0.36231860518455505","0.36231860518455505","0.36231860518455505","0.6393229365348816","0.6393229365348816","0.6393229365348816"
"66","0.36228013038635254","0.36228013038635254","0.36228013038635254","0.6370692253112793","0.6370692253112793","0.6370692253112793"
"67","0.36184316873550415","0.36184316873550415","0.36184316873550415","0.6390893459320068","0.6390893459320068","0.6390893459320068"
"68","0.36127227544784546","0.36127227544784546","0.36127227544784546","0.6355845928192139","0.6355845928192139","0.6355845928192139"
"69","0.36321741342544556","0.36321741342544556","0.36321741342544556","0.6351051330566406","0.6351051330566406","0.6351051330566406"
"70","0.3591713011264801","0.3591713011264801","0.3591713011264801","0.6341124773025513","0.6341124773025513","0.6341124773025513"
"71","0.3616252839565277","0.3616252839565277","0.3616252839565277","0.6367077827453613","0.6367077827453613","0.6367077827453613"
"72","0.3621922433376312","0.3621922433376312","0.3621922433376312","0.6345633864402771","0.6345633864402771","0.6345633864402771"
"73","0.35935279726982117","0.35935279726982117","0.35935279726982117","0.639930784702301","0.639930784702301","0.639930784702301"
"74","0.3590027391910553","0.3590027391910553","0.3590027391910553","0.6353679895401001","0.6353679895401001","0.6353679895401001"
"75","0.3602025806903839","0.3602025806903839","0.3602025806903839","0.6322681307792664","0.6322681307792664","0.6322681307792664"
"76","0.3597150444984436","0.3597150444984436","0.3597150444984436","0.6365225315093994","0.6365225315093994","0.6365225315093994"
"77","0.359973281621933","0.359973281621933","0.359973281621933","0.6434829235076904","0.6434829235076904","0.6434829235076904"
"78","0.35858404636383057","0.35858404636383057","0.35858404636383057","0.6331823468208313","0.6331823468208313","0.6331823468208313"
"79","0.35765230655670166","0.35765230655670166","0.35765230655670166","0.6306573152542114","0.6306573152542114","0.6306573152542114"
"80","0.3545991778373718","0.3545991778373718","0.3545991778373718","0.6343128085136414","0.6343128085136414","0.6343128085136414"
"81","0.3549484610557556","0.3549484610557556","0.3549484610557556","0.6277508735656738","0.6277508735656738","0.6277508735656738"
"82","0.3536842167377472","0.3536842167377472","0.3536842167377472","0.6267952919006348","0.6267952919006348","0.6267952919006348"
"83","0.3529995381832123","0.3529995381832123","0.3529995381832123","0.6269099712371826","0.6269099712371826","0.6269099712371826"
"84","0.35306957364082336","0.35306957364082336","0.35306957364082336","0.6263862252235413","0.6263862252235413","0.6263862252235413"
"85","0.3527549207210541","0.3527549207210541","0.3527549207210541","0.626637876033783","0.626637876033783","0.626637876033783"
"86","0.35167166590690613","0.35167166590690613","0.35167166590690613","0.625877857208252","0.625877857208252","0.625877857208252"
"87","0.352018803358078","0.352018803358078","0.352018803358078","0.6262549757957458","0.6262549757957458","0.6262549757957458"
"88","0.3515317738056183","0.3515317738056183","0.3515317738056183","0.6257911324501038","0.6257911324501038","0.6257911324501038"
"89","0.3510226905345917","0.3510226905345917","0.3510226905345917","0.6259520649909973","0.6259520649909973","0.6259520649909973"
"90","0.35132017731666565","0.35132017731666565","0.35132017731666565","0.6260046362876892","0.6260046362876892","0.6260046362876892"
"91","0.35076531767845154","0.35076531767845154","0.35076531767845154","0.6253565549850464","0.6253565549850464","0.6253565549850464"
"92","0.3505343794822693","0.3505343794822693","0.3505343794822693","0.6253620386123657","0.6253620386123657","0.6253620386123657"
"93","0.3504447340965271","0.3504447340965271","0.3504447340965271","0.6253795623779297","0.6253795623779297","0.6253795623779297"
"94","0.35004693269729614","0.35004693269729614","0.35004693269729614","0.6254900097846985","0.6254900097846985","0.6254900097846985"
"95","0.35001689195632935","0.35001689195632935","0.35001689195632935","0.6248134970664978","0.6248134970664978","0.6248134970664978"
"96","0.3499140441417694","0.3499140441417694","0.3499140441417694","0.6252137422561646","0.6252137422561646","0.6252137422561646"
"97","0.34962090849876404","0.34962090849876404","0.34962090849876404","0.6247838735580444","0.6247838735580444","0.6247838735580444"
"98","0.3496882915496826","0.3496882915496826","0.3496882915496826","0.6249251961708069","0.6249251961708069","0.6249251961708069"
