"Step","CaliMATCH : 2023-09-14_06-27-06 - unlabeled_top@1_train","CaliMATCH : 2023-09-14_06-27-06 - unlabeled_top@1_train__MIN","CaliMATCH : 2023-09-14_06-27-06 - unlabeled_top@1_train__MAX","CaliMATCH : 2023-09-13_19-29-49 - unlabeled_top@1_train","CaliMATCH : 2023-09-13_19-29-49 - unlabeled_top@1_train__MIN","CaliMATCH : 2023-09-13_19-29-49 - unlabeled_top@1_train__MAX"
"0","0.7032743692398071","0.7032743692398071","0.7032743692398071","0.8640856742858887","0.8640856742858887","0.8640856742858887"
"1","0.6487133502960205","0.6487133502960205","0.6487133502960205","0.8480387926101685","0.8480387926101685","0.8480387926101685"
"2","0.6355912685394287","0.6355912685394287","0.6355912685394287","0.8207426071166992","0.8207426071166992","0.8207426071166992"
"3","0.6202605366706848","0.6202605366706848","0.6202605366706848","0.8309964537620544","0.8309964537620544","0.8309964537620544"
"4","0.5875424742698669","0.5875424742698669","0.5875424742698669","0.8220251202583313","0.8220251202583313","0.8220251202583313"
"5","0.5861184597015381","0.5861184597015381","0.5861184597015381","0.8177385330200195","0.8177385330200195","0.8177385330200195"
"6","0.5686632990837097","0.5686632990837097","0.5686632990837097","0.808987021446228","0.808987021446228","0.808987021446228"
"7","0.566794216632843","0.566794216632843","0.566794216632843","0.801706850528717","0.801706850528717","0.801706850528717"
"8","0.5469171404838562","0.5469171404838562","0.5469171404838562","0.8027095794677734","0.8027095794677734","0.8027095794677734"
"9","0.5303887724876404","0.5303887724876404","0.5303887724876404","0.7876221537590027","0.7876221537590027","0.7876221537590027"
"10","0.5102600455284119","0.5102600455284119","0.5102600455284119","0.7832062840461731","0.7832062840461731","0.7832062840461731"
"11","0.5039154291152954","0.5039154291152954","0.5039154291152954","0.7827464938163757","0.7827464938163757","0.7827464938163757"
"12","0.4979839324951172","0.4979839324951172","0.4979839324951172","0.7729343771934509","0.7729343771934509","0.7729343771934509"
"13","0.4891049265861511","0.4891049265861511","0.4891049265861511","0.7643476128578186","0.7643476128578186","0.7643476128578186"
"14","0.5000092387199402","0.5000092387199402","0.5000092387199402","0.7579627633094788","0.7579627633094788","0.7579627633094788"
"15","0.49419379234313965","0.49419379234313965","0.49419379234313965","0.7522711157798767","0.7522711157798767","0.7522711157798767"
"16","0.507892906665802","0.507892906665802","0.507892906665802","0.7514751553535461","0.7514751553535461","0.7514751553535461"
"17","0.49691590666770935","0.49691590666770935","0.49691590666770935","0.753131091594696","0.753131091594696","0.753131091594696"
"18","0.49088960886001587","0.49088960886001587","0.49088960886001587","0.7515284419059753","0.7515284419059753","0.7515284419059753"
"19","0.4857970178127289","0.4857970178127289","0.4857970178127289","0.7563802599906921","0.7563802599906921","0.7563802599906921"
"20","0.4889168441295624","0.4889168441295624","0.4889168441295624","0.7682633399963379","0.7682633399963379","0.7682633399963379"
"21","0.48498407006263733","0.48498407006263733","0.48498407006263733","0.7729905247688293","0.7729905247688293","0.7729905247688293"
"22","0.4841562509536743","0.4841562509536743","0.4841562509536743","0.7762587666511536","0.7762587666511536","0.7762587666511536"
"23","0.4804721772670746","0.4804721772670746","0.4804721772670746","0.7684251666069031","0.7684251666069031","0.7684251666069031"
"24","0.472409188747406","0.472409188747406","0.472409188747406","0.7745825052261353","0.7745825052261353","0.7745825052261353"
"25","0.4811888635158539","0.4811888635158539","0.4811888635158539","0.7658800482749939","0.7658800482749939","0.7658800482749939"
"26","0.47210878133773804","0.47210878133773804","0.47210878133773804","0.75345778465271","0.75345778465271","0.75345778465271"
"27","0.4570491313934326","0.4570491313934326","0.4570491313934326","0.7653172612190247","0.7653172612190247","0.7653172612190247"
"28","0.4489072263240814","0.4489072263240814","0.4489072263240814","0.7613303661346436","0.7613303661346436","0.7613303661346436"
"29","0.43925076723098755","0.43925076723098755","0.43925076723098755","0.7620370388031006","0.7620370388031006","0.7620370388031006"
"30","0.4660184681415558","0.4660184681415558","0.4660184681415558","0.7508067488670349","0.7508067488670349","0.7508067488670349"
"31","0.4591815769672394","0.4591815769672394","0.4591815769672394","0.7408773899078369","0.7408773899078369","0.7408773899078369"
"32","0.45986971259117126","0.45986971259117126","0.45986971259117126","0.7722300291061401","0.7722300291061401","0.7722300291061401"
"33","0.4756346642971039","0.4756346642971039","0.4756346642971039","0.7386094927787781","0.7386094927787781","0.7386094927787781"
"34","0.46992504596710205","0.46992504596710205","0.46992504596710205","0.7330425977706909","0.7330425977706909","0.7330425977706909"
"35","0.4700676202774048","0.4700676202774048","0.4700676202774048","0.7528175115585327","0.7528175115585327","0.7528175115585327"
"36","0.4776362180709839","0.4776362180709839","0.4776362180709839","0.7364915013313293","0.7364915013313293","0.7364915013313293"
"37","0.4653513729572296","0.4653513729572296","0.4653513729572296","0.7235321998596191","0.7235321998596191","0.7235321998596191"
"38","0.46320801973342896","0.46320801973342896","0.46320801973342896","0.7271112203598022","0.7271112203598022","0.7271112203598022"
"39","0.4654668867588043","0.4654668867588043","0.4654668867588043","0.7261223793029785","0.7261223793029785","0.7261223793029785"
"40","0.48224398493766785","0.48224398493766785","0.48224398493766785","0.7369267344474792","0.7369267344474792","0.7369267344474792"
"41","0.4855087995529175","0.4855087995529175","0.4855087995529175","0.7330392599105835","0.7330392599105835","0.7330392599105835"
"42","0.4642295837402344","0.4642295837402344","0.4642295837402344","0.7445642352104187","0.7445642352104187","0.7445642352104187"
"43","0.4466867744922638","0.4466867744922638","0.4466867744922638","0.7303497195243835","0.7303497195243835","0.7303497195243835"
"44","0.45265570282936096","0.45265570282936096","0.45265570282936096","0.7451432347297668","0.7451432347297668","0.7451432347297668"
"45","0.5009964108467102","0.5009964108467102","0.5009964108467102","0.7547413110733032","0.7547413110733032","0.7547413110733032"
"46","0.4748997092247009","0.4748997092247009","0.4748997092247009","0.7264479398727417","0.7264479398727417","0.7264479398727417"
"47","0.4783940315246582","0.4783940315246582","0.4783940315246582","0.7257794737815857","0.7257794737815857","0.7257794737815857"
"48","0.48134735226631165","0.48134735226631165","0.48134735226631165","0.7346893548965454","0.7346893548965454","0.7346893548965454"
"49","0.4625703990459442","0.4625703990459442","0.4625703990459442","0.7381882667541504","0.7381882667541504","0.7381882667541504"
"50","0.4434483051300049","0.4434483051300049","0.4434483051300049","0.731936514377594","0.731936514377594","0.731936514377594"
"51","0.4616239368915558","0.4616239368915558","0.4616239368915558","0.7213047742843628","0.7213047742843628","0.7213047742843628"
"52","0.4749075174331665","0.4749075174331665","0.4749075174331665","0.7318850755691528","0.7318850755691528","0.7318850755691528"
"53","0.4672244191169739","0.4672244191169739","0.4672244191169739","0.7336379885673523","0.7336379885673523","0.7336379885673523"
"54","0.4739544093608856","0.4739544093608856","0.4739544093608856","0.7354966998100281","0.7354966998100281","0.7354966998100281"
"55","0.47358468174934387","0.47358468174934387","0.47358468174934387","0.7298998832702637","0.7298998832702637","0.7298998832702637"
"56","0.4712323248386383","0.4712323248386383","0.4712323248386383","0.7498647570610046","0.7498647570610046","0.7498647570610046"
"57","0.4636644124984741","0.4636644124984741","0.4636644124984741","0.7332754135131836","0.7332754135131836","0.7332754135131836"
"58","0.44468724727630615","0.44468724727630615","0.44468724727630615","0.7414607405662537","0.7414607405662537","0.7414607405662537"
"59","0.4547227919101715","0.4547227919101715","0.4547227919101715","0.7373851537704468","0.7373851537704468","0.7373851537704468"
"60","0.47637107968330383","0.47637107968330383","0.47637107968330383","0.7699319124221802","0.7699319124221802","0.7699319124221802"
"61","0.4677130877971649","0.4677130877971649","0.4677130877971649","0.7461661100387573","0.7461661100387573","0.7461661100387573"
"62","0.45847588777542114","0.45847588777542114","0.45847588777542114","0.747566282749176","0.747566282749176","0.747566282749176"
"63","0.4602593183517456","0.4602593183517456","0.4602593183517456","0.7289976477622986","0.7289976477622986","0.7289976477622986"
"64","0.47797664999961853","0.47797664999961853","0.47797664999961853","0.7444956302642822","0.7444956302642822","0.7444956302642822"
"65","0.47269052267074585","0.47269052267074585","0.47269052267074585","0.7593520879745483","0.7593520879745483","0.7593520879745483"
"66","0.4823024272918701","0.4823024272918701","0.4823024272918701","0.7436351776123047","0.7436351776123047","0.7436351776123047"
"67","0.4679965674877167","0.4679965674877167","0.4679965674877167","0.7524992227554321","0.7524992227554321","0.7524992227554321"
"68","0.4682767689228058","0.4682767689228058","0.4682767689228058","0.7530505061149597","0.7530505061149597","0.7530505061149597"
"69","0.48639121651649475","0.48639121651649475","0.48639121651649475","0.7534682750701904","0.7534682750701904","0.7534682750701904"
"70","0.4728935658931732","0.4728935658931732","0.4728935658931732","0.7340127229690552","0.7340127229690552","0.7340127229690552"
"71","0.4870675802230835","0.4870675802230835","0.4870675802230835","0.7454832792282104","0.7454832792282104","0.7454832792282104"
"72","0.47886624932289124","0.47886624932289124","0.47886624932289124","0.7464720606803894","0.7464720606803894","0.7464720606803894"
"73","0.49180126190185547","0.49180126190185547","0.49180126190185547","0.7476970553398132","0.7476970553398132","0.7476970553398132"
"74","0.4820144474506378","0.4820144474506378","0.4820144474506378","0.7439361810684204","0.7439361810684204","0.7439361810684204"
"75","0.4814092814922333","0.4814092814922333","0.4814092814922333","0.7399705052375793","0.7399705052375793","0.7399705052375793"
"76","0.48941200971603394","0.48941200971603394","0.48941200971603394","0.7408906817436218","0.7408906817436218","0.7408906817436218"
"77","0.5036796927452087","0.5036796927452087","0.5036796927452087","0.7376630902290344","0.7376630902290344","0.7376630902290344"
"78","0.4901694357395172","0.4901694357395172","0.4901694357395172","0.7527924180030823","0.7527924180030823","0.7527924180030823"
"79","0.48820042610168457","0.48820042610168457","0.48820042610168457","0.7454054951667786","0.7454054951667786","0.7454054951667786"
"80","0.4773649275302887","0.4773649275302887","0.4773649275302887","0.7433897256851196","0.7433897256851196","0.7433897256851196"
"81","0.4932936131954193","0.4932936131954193","0.4932936131954193","0.7391099333763123","0.7391099333763123","0.7391099333763123"
"82","0.47801151871681213","0.47801151871681213","0.47801151871681213","0.7453995943069458","0.7453995943069458","0.7453995943069458"
"83","0.4844391942024231","0.4844391942024231","0.4844391942024231","0.7507206201553345","0.7507206201553345","0.7507206201553345"
