"Step","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_top@1_train","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_top@1_train__MIN","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_top@1_train__MAX","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_top@1_train","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_top@1_train__MIN","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_top@1_train__MAX"
"0","0.6077709794044495","0.6077709794044495","0.6077709794044495","0.7914005517959595","0.7914005517959595","0.7914005517959595"
"1","0.4103219211101532","0.4103219211101532","0.4103219211101532","0.6193177103996277","0.6193177103996277","0.6193177103996277"
"2","0.37511998414993286","0.37511998414993286","0.37511998414993286","0.5832757949829102","0.5832757949829102","0.5832757949829102"
"3","0.3743383586406708","0.3743383586406708","0.3743383586406708","0.5772755742073059","0.5772755742073059","0.5772755742073059"
"4","0.3738258183002472","0.3738258183002472","0.3738258183002472","0.5799276232719421","0.5799276232719421","0.5799276232719421"
"5","0.3775450587272644","0.3775450587272644","0.3775450587272644","0.5848335027694702","0.5848335027694702","0.5848335027694702"
"6","0.37812983989715576","0.37812983989715576","0.37812983989715576","0.5903497934341431","0.5903497934341431","0.5903497934341431"
"7","0.38192659616470337","0.38192659616470337","0.38192659616470337","0.5949258208274841","0.5949258208274841","0.5949258208274841"
"8","0.38436585664749146","0.38436585664749146","0.38436585664749146","0.6029316186904907","0.6029316186904907","0.6029316186904907"
"9","0.3840201795101166","0.3840201795101166","0.3840201795101166","0.6097239255905151","0.6097239255905151","0.6097239255905151"
"10","0.38464975357055664","0.38464975357055664","0.38464975357055664","0.6174713969230652","0.6174713969230652","0.6174713969230652"
"11","0.3846094310283661","0.3846094310283661","0.3846094310283661","0.6168625950813293","0.6168625950813293","0.6168625950813293"
"12","0.3830798268318176","0.3830798268318176","0.3830798268318176","0.6200128197669983","0.6200128197669983","0.6200128197669983"
"13","0.38472577929496765","0.38472577929496765","0.38472577929496765","0.6191428899765015","0.6191428899765015","0.6191428899765015"
"14","0.38276293873786926","0.38276293873786926","0.38276293873786926","0.6219424605369568","0.6219424605369568","0.6219424605369568"
"15","0.37883442640304565","0.37883442640304565","0.37883442640304565","0.6243093609809875","0.6243093609809875","0.6243093609809875"
"16","0.376239538192749","0.376239538192749","0.376239538192749","0.623380184173584","0.623380184173584","0.623380184173584"
"17","0.37610867619514465","0.37610867619514465","0.37610867619514465","0.6230531334877014","0.6230531334877014","0.6230531334877014"
"18","0.37218666076660156","0.37218666076660156","0.37218666076660156","0.6213687658309937","0.6213687658309937","0.6213687658309937"
"19","0.37062329053878784","0.37062329053878784","0.37062329053878784","0.620189368724823","0.620189368724823","0.620189368724823"
"20","0.36834684014320374","0.36834684014320374","0.36834684014320374","0.6170333027839661","0.6170333027839661","0.6170333027839661"
"21","0.3655078709125519","0.3655078709125519","0.3655078709125519","0.6148948073387146","0.6148948073387146","0.6148948073387146"
"22","0.36428189277648926","0.36428189277648926","0.36428189277648926","0.6106085181236267","0.6106085181236267","0.6106085181236267"
"23","0.36154550313949585","0.36154550313949585","0.36154550313949585","0.6082441210746765","0.6082441210746765","0.6082441210746765"
"24","0.357296347618103","0.357296347618103","0.357296347618103","0.6061075329780579","0.6061075329780579","0.6061075329780579"
"25","0.35572174191474915","0.35572174191474915","0.35572174191474915","0.6030590534210205","0.6030590534210205","0.6030590534210205"
"26","0.3528270125389099","0.3528270125389099","0.3528270125389099","0.600031316280365","0.600031316280365","0.600031316280365"
"27","0.3501223027706146","0.3501223027706146","0.3501223027706146","0.5963042378425598","0.5963042378425598","0.5963042378425598"
"28","0.34713441133499146","0.34713441133499146","0.34713441133499146","0.5928150415420532","0.5928150415420532","0.5928150415420532"
"29","0.34580790996551514","0.34580790996551514","0.34580790996551514","0.5903274416923523","0.5903274416923523","0.5903274416923523"
"30","0.3419273793697357","0.3419273793697357","0.3419273793697357","0.5882912278175354","0.5882912278175354","0.5882912278175354"
"31","0.33934155106544495","0.33934155106544495","0.33934155106544495","0.5867021679878235","0.5867021679878235","0.5867021679878235"
"32","0.3373761773109436","0.3373761773109436","0.3373761773109436","0.5825999975204468","0.5825999975204468","0.5825999975204468"
"33","0.33588743209838867","0.33588743209838867","0.33588743209838867","0.5788534283638","0.5788534283638","0.5788534283638"
"34","0.3342021107673645","0.3342021107673645","0.3342021107673645","0.5748926997184753","0.5748926997184753","0.5748926997184753"
"35","0.3318907618522644","0.3318907618522644","0.3318907618522644","0.5732377767562866","0.5732377767562866","0.5732377767562866"
"36","0.3283708095550537","0.3283708095550537","0.3283708095550537","0.5704198479652405","0.5704198479652405","0.5704198479652405"
"37","0.32663166522979736","0.32663166522979736","0.32663166522979736","0.5670390725135803","0.5670390725135803","0.5670390725135803"
"38","0.3243653178215027","0.3243653178215027","0.3243653178215027","0.5643723607063293","0.5643723607063293","0.5643723607063293"
"39","0.32254913449287415","0.32254913449287415","0.32254913449287415","0.5616191625595093","0.5616191625595093","0.5616191625595093"
"40","0.3212244212627411","0.3212244212627411","0.3212244212627411","0.5594729781150818","0.5594729781150818","0.5594729781150818"
"41","0.32037094235420227","0.32037094235420227","0.32037094235420227","0.5569312572479248","0.5569312572479248","0.5569312572479248"
"42","0.3188197612762451","0.3188197612762451","0.3188197612762451","0.5541233420372009","0.5541233420372009","0.5541233420372009"
"43","0.31727051734924316","0.31727051734924316","0.31727051734924316","0.55198073387146","0.55198073387146","0.55198073387146"
"44","0.31626611948013306","0.31626611948013306","0.31626611948013306","0.5502331852912903","0.5502331852912903","0.5502331852912903"
"45","0.31409791111946106","0.31409791111946106","0.31409791111946106","0.5484589338302612","0.5484589338302612","0.5484589338302612"
