"Step","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_top@1_train","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_top@1_train__MIN","FIXMATCH : 2023-09-14_10-55-41 - unlabeled_top@1_train__MAX","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_top@1_train","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_top@1_train__MIN","FIXMATCH : 2023-09-13_23-37-42 - unlabeled_top@1_train__MAX"
"46","0.31265151500701904","0.31265151500701904","0.31265151500701904","0.5462661981582642","0.5462661981582642","0.5462661981582642"
"47","0.3110783100128174","0.3110783100128174","0.3110783100128174","0.5443105101585388","0.5443105101585388","0.5443105101585388"
"48","0.30976226925849915","0.30976226925849915","0.30976226925849915","0.5423576831817627","0.5423576831817627","0.5423576831817627"
"49","0.3085075616836548","0.3085075616836548","0.3085075616836548","0.5403702259063721","0.5403702259063721","0.5403702259063721"
"50","0.3071868419647217","0.3071868419647217","0.3071868419647217","0.5392905473709106","0.5392905473709106","0.5392905473709106"
"51","0.30614957213401794","0.30614957213401794","0.30614957213401794","0.5377622246742249","0.5377622246742249","0.5377622246742249"
"52","0.3055534362792969","0.3055534362792969","0.3055534362792969","0.5362653136253357","0.5362653136253357","0.5362653136253357"
"53","0.30397912859916687","0.30397912859916687","0.30397912859916687","0.5349450707435608","0.5349450707435608","0.5349450707435608"
"54","0.3030700981616974","0.3030700981616974","0.3030700981616974","0.5330438017845154","0.5330438017845154","0.5330438017845154"
"55","0.30206429958343506","0.30206429958343506","0.30206429958343506","0.5318166017532349","0.5318166017532349","0.5318166017532349"
"56","0.30142924189567566","0.30142924189567566","0.30142924189567566","0.5308488011360168","0.5308488011360168","0.5308488011360168"
"57","0.30019062757492065","0.30019062757492065","0.30019062757492065","0.5293927192687988","0.5293927192687988","0.5293927192687988"
"58","0.29940295219421387","0.29940295219421387","0.29940295219421387","0.5278098583221436","0.5278098583221436","0.5278098583221436"
"59","0.2986975908279419","0.2986975908279419","0.2986975908279419","0.5268070697784424","0.5268070697784424","0.5268070697784424"
"60","0.29756444692611694","0.29756444692611694","0.29756444692611694","0.5260616540908813","0.5260616540908813","0.5260616540908813"
"61","0.2972545027732849","0.2972545027732849","0.2972545027732849","0.5250553488731384","0.5250553488731384","0.5250553488731384"
"62","0.29652342200279236","0.29652342200279236","0.29652342200279236","0.5242985486984253","0.5242985486984253","0.5242985486984253"
"63","0.2957911193370819","0.2957911193370819","0.2957911193370819","0.5225369930267334","0.5225369930267334","0.5225369930267334"
"64","0.2954282760620117","0.2954282760620117","0.2954282760620117","0.5220184326171875","0.5220184326171875","0.5220184326171875"
"65","0.294674813747406","0.294674813747406","0.294674813747406","0.5206486582756042","0.5206486582756042","0.5206486582756042"
"66","0.2943304777145386","0.2943304777145386","0.2943304777145386","0.5205208659172058","0.5205208659172058","0.5205208659172058"
"67","0.2936261296272278","0.2936261296272278","0.2936261296272278","0.5197020769119263","0.5197020769119263","0.5197020769119263"
"68","0.292965292930603","0.292965292930603","0.292965292930603","0.5186004042625427","0.5186004042625427","0.5186004042625427"
"69","0.29268962144851685","0.29268962144851685","0.29268962144851685","0.5176409482955933","0.5176409482955933","0.5176409482955933"
"70","0.29167431592941284","0.29167431592941284","0.29167431592941284","0.5174343585968018","0.5174343585968018","0.5174343585968018"
"71","0.291503369808197","0.291503369808197","0.291503369808197","0.5162889957427979","0.5162889957427979","0.5162889957427979"
"72","0.2910148799419403","0.2910148799419403","0.2910148799419403","0.5158475041389465","0.5158475041389465","0.5158475041389465"
"73","0.29046744108200073","0.29046744108200073","0.29046744108200073","0.5151475071907043","0.5151475071907043","0.5151475071907043"
"74","0.29022905230522156","0.29022905230522156","0.29022905230522156","0.5146686434745789","0.5146686434745789","0.5146686434745789"
"75","0.2899835407733917","0.2899835407733917","0.2899835407733917","0.5137786865234375","0.5137786865234375","0.5137786865234375"
"76","0.2895068824291229","0.2895068824291229","0.2895068824291229","0.51345294713974","0.51345294713974","0.51345294713974"
"77","0.289089173078537","0.289089173078537","0.289089173078537","0.5128394365310669","0.5128394365310669","0.5128394365310669"
"78","0.28891488909721375","0.28891488909721375","0.28891488909721375","0.5126718878746033","0.5126718878746033","0.5126718878746033"
"79","0.28850194811820984","0.28850194811820984","0.28850194811820984","0.5121952891349792","0.5121952891349792","0.5121952891349792"
"80","0.28576990962028503","0.28576990962028503","0.28576990962028503","0.5089718103408813","0.5089718103408813","0.5089718103408813"
"81","0.28542929887771606","0.28542929887771606","0.28542929887771606","0.5078752636909485","0.5078752636909485","0.5078752636909485"
"82","0.28502070903778076","0.28502070903778076","0.28502070903778076","0.5078842043876648","0.5078842043876648","0.5078842043876648"
"83","0.2847144603729248","0.2847144603729248","0.2847144603729248","0.5071420669555664","0.5071420669555664","0.5071420669555664"
"84","0.2843678891658783","0.2843678891658783","0.2843678891658783","0.5067880749702454","0.5067880749702454","0.5067880749702454"
"85","0.28410542011260986","0.28410542011260986","0.28410542011260986","0.5066189169883728","0.5066189169883728","0.5066189169883728"
"86","0.2838810980319977","0.2838810980319977","0.2838810980319977","0.506400465965271","0.506400465965271","0.506400465965271"
"87","0.2837197184562683","0.2837197184562683","0.2837197184562683","0.5059612393379211","0.5059612393379211","0.5059612393379211"
"88","0.2836148142814636","0.2836148142814636","0.2836148142814636","0.5059594511985779","0.5059594511985779","0.5059594511985779"
"89","0.283223420381546","0.283223420381546","0.283223420381546","0.505344569683075","0.505344569683075","0.505344569683075"
"90","0.28329846262931824","0.28329846262931824","0.28329846262931824","0.5050173997879028","0.5050173997879028","0.5050173997879028"
"91","0.28298527002334595","0.28298527002334595","0.28298527002334595","0.5054176449775696","0.5054176449775696","0.5054176449775696"
"92","0.282946914434433","0.282946914434433","0.282946914434433","0.5052438378334045","0.5052438378334045","0.5052438378334045"
"93","0.2825038731098175","0.2825038731098175","0.2825038731098175","0.504518449306488","0.504518449306488","0.504518449306488"
"94","0.2824927866458893","0.2824927866458893","0.2824927866458893","0.5043758749961853","0.5043758749961853","0.5043758749961853"
"95","0.2825106084346771","0.2825106084346771","0.2825106084346771","0.5047157406806946","0.5047157406806946","0.5047157406806946"
"96","0.2824070453643799","0.2824070453643799","0.2824070453643799","0.504493236541748","0.504493236541748","0.504493236541748"
"97","0.282055139541626","0.282055139541626","0.282055139541626","0.5041205286979675","0.5041205286979675","0.5041205286979675"
"98","0.2820069193840027","0.2820069193840027","0.2820069193840027","0.5041826367378235","0.5041826367378235","0.5041826367378235"
