"Step","CaliMATCH : 2023-09-15_02-32-24 - unlabeled_top@1_train","CaliMATCH : 2023-09-15_02-32-24 - unlabeled_top@1_train__MIN","CaliMATCH : 2023-09-15_02-32-24 - unlabeled_top@1_train__MAX","CaliMATCH : 2023-09-14_20-07-45 - unlabeled_top@1_train","CaliMATCH : 2023-09-14_20-07-45 - unlabeled_top@1_train__MIN","CaliMATCH : 2023-09-14_20-07-45 - unlabeled_top@1_train__MAX"
"49","0.5126707553863525","0.5126707553863525","0.5126707553863525","0.7850403189659119","0.7850403189659119","0.7850403189659119"
"50","0.5096442699432373","0.5096442699432373","0.5096442699432373","0.781013011932373","0.781013011932373","0.781013011932373"
"51","0.5047664642333984","0.5047664642333984","0.5047664642333984","0.7819105386734009","0.7819105386734009","0.7819105386734009"
"52","0.5040596127510071","0.5040596127510071","0.5040596127510071","0.7801977396011353","0.7801977396011353","0.7801977396011353"
"53","0.49994203448295593","0.49994203448295593","0.49994203448295593","0.7522533535957336","0.7522533535957336","0.7522533535957336"
"54","0.5030626058578491","0.5030626058578491","0.5030626058578491","0.7782453894615173","0.7782453894615173","0.7782453894615173"
"55","0.4991548955440521","0.4991548955440521","0.4991548955440521","0.7647833228111267","0.7647833228111267","0.7647833228111267"
"56","0.5018697381019592","0.5018697381019592","0.5018697381019592","0.7763591408729553","0.7763591408729553","0.7763591408729553"
"57","0.4969824552536011","0.4969824552536011","0.4969824552536011","0.7534116506576538","0.7534116506576538","0.7534116506576538"
"58","0.49462392926216125","0.49462392926216125","0.49462392926216125","0.7705700993537903","0.7705700993537903","0.7705700993537903"
"59","0.5004634857177734","0.5004634857177734","0.5004634857177734","0.7634795904159546","0.7634795904159546","0.7634795904159546"
"60","0.49708905816078186","0.49708905816078186","0.49708905816078186","0.7728613615036011","0.7728613615036011","0.7728613615036011"
"61","0.49277034401893616","0.49277034401893616","0.49277034401893616","0.7666434049606323","0.7666434049606323","0.7666434049606323"
"62","0.49462953209877014","0.49462953209877014","0.49462953209877014","0.7708656191825867","0.7708656191825867","0.7708656191825867"
"63","0.4920714795589447","0.4920714795589447","0.4920714795589447","0.7534717917442322","0.7534717917442322","0.7534717917442322"
"64","0.49247661232948303","0.49247661232948303","0.49247661232948303","0.7724812626838684","0.7724812626838684","0.7724812626838684"
"65","0.4923596978187561","0.4923596978187561","0.4923596978187561","0.7656127214431763","0.7656127214431763","0.7656127214431763"
"66","0.493228554725647","0.493228554725647","0.493228554725647","0.7693526744842529","0.7693526744842529","0.7693526744842529"
"67","0.4874437153339386","0.4874437153339386","0.4874437153339386","0.7496362328529358","0.7496362328529358","0.7496362328529358"
"68","0.4923627972602844","0.4923627972602844","0.4923627972602844","0.7669401168823242","0.7669401168823242","0.7669401168823242"
"69","0.491107702255249","0.491107702255249","0.491107702255249","0.7680612206459045","0.7680612206459045","0.7680612206459045"
"70","0.49091431498527527","0.49091431498527527","0.49091431498527527","0.7558561563491821","0.7558561563491821","0.7558561563491821"
"71","0.48889756202697754","0.48889756202697754","0.48889756202697754","0.7666783332824707","0.7666783332824707","0.7666783332824707"
"72","0.4896963834762573","0.4896963834762573","0.4896963834762573","0.7635234594345093","0.7635234594345093","0.7635234594345093"
"73","0.4880046844482422","0.4880046844482422","0.4880046844482422","0.7544179558753967","0.7544179558753967","0.7544179558753967"
"74","0.48077499866485596","0.48077499866485596","0.48077499866485596","0.761463463306427","0.761463463306427","0.761463463306427"
"75","0.485948383808136","0.485948383808136","0.485948383808136","0.7539485096931458","0.7539485096931458","0.7539485096931458"
"76","0.4836898446083069","0.4836898446083069","0.4836898446083069","0.7624114155769348","0.7624114155769348","0.7624114155769348"
"77","0.4833623468875885","0.4833623468875885","0.4833623468875885","0.7582564353942871","0.7582564353942871","0.7582564353942871"
"78","0.48215606808662415","0.48215606808662415","0.48215606808662415","0.7609795928001404","0.7609795928001404","0.7609795928001404"
"79","0.46837493777275085","0.46837493777275085","0.46837493777275085","0.754401683807373","0.754401683807373","0.754401683807373"
"80","0.4812103509902954","0.4812103509902954","0.4812103509902954","0.7571687698364258","0.7571687698364258","0.7571687698364258"
"81","0.479124516248703","0.479124516248703","0.479124516248703","0.7509490251541138","0.7509490251541138","0.7509490251541138"
"82","0.4804123640060425","0.4804123640060425","0.4804123640060425","0.7547018527984619","0.7547018527984619","0.7547018527984619"
"83","0.4792511761188507","0.4792511761188507","0.4792511761188507","0.7451964616775513","0.7451964616775513","0.7451964616775513"
"84","0.4794493019580841","0.4794493019580841","0.4794493019580841","0.7572360634803772","0.7572360634803772","0.7572360634803772"
"85","0.48304444551467896","0.48304444551467896","0.48304444551467896","0.7490792274475098","0.7490792274475098","0.7490792274475098"
"86","0.47999951243400574","0.47999951243400574","0.47999951243400574","0.7517236471176147","0.7517236471176147","0.7517236471176147"
"87","0.4808911979198456","0.4808911979198456","0.4808911979198456","0.7396708726882935","0.7396708726882935","0.7396708726882935"
"88","0.4797060489654541","0.4797060489654541","0.4797060489654541","0.7550908923149109","0.7550908923149109","0.7550908923149109"
"89","0.483563631772995","0.483563631772995","0.483563631772995","0.7337198257446289","0.7337198257446289","0.7337198257446289"
"90","0.48160678148269653","0.48160678148269653","0.48160678148269653","0.7516343593597412","0.7516343593597412","0.7516343593597412"
"91","0.478701114654541","0.478701114654541","0.478701114654541","0.7385087609291077","0.7385087609291077","0.7385087609291077"
"92","0.48017221689224243","0.48017221689224243","0.48017221689224243","0.7516192197799683","0.7516192197799683","0.7516192197799683"
"93","0.4815472662448883","0.4815472662448883","0.4815472662448883","0.7381361126899719","0.7381361126899719","0.7381361126899719"
"94","0.4769935607910156","0.4769935607910156","0.4769935607910156","0.749872088432312","0.749872088432312","0.749872088432312"
"95","0.47299647331237793","0.47299647331237793","0.47299647331237793","0.7428883910179138","0.7428883910179138","0.7428883910179138"
"96","0.47975802421569824","0.47975802421569824","0.47975802421569824","0.7466906905174255","0.7466906905174255","0.7466906905174255"
"97","0.4792424738407135","0.4792424738407135","0.4792424738407135","0.7364316582679749","0.7364316582679749","0.7364316582679749"
"98","0.47710034251213074","0.47710034251213074","0.47710034251213074","0.7481498122215271","0.7481498122215271","0.7481498122215271"
"99","0.47790849208831787","0.47790849208831787","0.47790849208831787","0.7369754910469055","0.7369754910469055","0.7369754910469055"
