"Step","CaliMATCH : 2023-09-15_02-32-24 - unlabeled_ece_train","CaliMATCH : 2023-09-15_02-32-24 - unlabeled_ece_train__MIN","CaliMATCH : 2023-09-15_02-32-24 - unlabeled_ece_train__MAX","CaliMATCH : 2023-09-14_20-07-45 - unlabeled_ece_train","CaliMATCH : 2023-09-14_20-07-45 - unlabeled_ece_train__MIN","CaliMATCH : 2023-09-14_20-07-45 - unlabeled_ece_train__MAX"
"22","0.4098661541938782","0.4098661541938782","0.4098661541938782","0.19169965386390686","0.19169965386390686","0.19169965386390686"
"23","0.41374504566192627","0.41374504566192627","0.41374504566192627","0.1900460124015808","0.1900460124015808","0.1900460124015808"
"24","0.4200774133205414","0.4200774133205414","0.4200774133205414","0.1949438899755478","0.1949438899755478","0.1949438899755478"
"25","0.4221694767475128","0.4221694767475128","0.4221694767475128","0.19129540026187897","0.19129540026187897","0.19129540026187897"
"26","0.43168577551841736","0.43168577551841736","0.43168577551841736","0.1909458190202713","0.1909458190202713","0.1909458190202713"
"27","0.43457287549972534","0.43457287549972534","0.43457287549972534","0.19561545550823212","0.19561545550823212","0.19561545550823212"
"28","0.44344058632850647","0.44344058632850647","0.44344058632850647","0.19508224725723267","0.19508224725723267","0.19508224725723267"
"29","0.4422529935836792","0.4422529935836792","0.4422529935836792","0.1973593831062317","0.1973593831062317","0.1973593831062317"
"30","0.4450833797454834","0.4450833797454834","0.4450833797454834","0.19492070376873016","0.19492070376873016","0.19492070376873016"
"31","0.45401349663734436","0.45401349663734436","0.45401349663734436","0.19892598688602448","0.19892598688602448","0.19892598688602448"
"32","0.4588387608528137","0.4588387608528137","0.4588387608528137","0.20018821954727173","0.20018821954727173","0.20018821954727173"
"33","0.45859336853027344","0.45859336853027344","0.45859336853027344","0.23312689363956451","0.23312689363956451","0.23312689363956451"
"34","0.46477505564689636","0.46477505564689636","0.46477505564689636","0.20485393702983856","0.20485393702983856","0.20485393702983856"
"35","0.47011077404022217","0.47011077404022217","0.47011077404022217","0.20412589609622955","0.20412589609622955","0.20412589609622955"
"36","0.4689732789993286","0.4689732789993286","0.4689732789993286","0.21104268729686737","0.21104268729686737","0.21104268729686737"
"37","0.4705742597579956","0.4705742597579956","0.4705742597579956","0.20796582102775574","0.20796582102775574","0.20796582102775574"
"38","0.4693372845649719","0.4693372845649719","0.4693372845649719","0.20770485699176788","0.20770485699176788","0.20770485699176788"
"39","0.47354382276535034","0.47354382276535034","0.47354382276535034","0.210743710398674","0.210743710398674","0.210743710398674"
"40","0.47596561908721924","0.47596561908721924","0.47596561908721924","0.20908868312835693","0.20908868312835693","0.20908868312835693"
"41","0.48135247826576233","0.48135247826576233","0.48135247826576233","0.20743179321289062","0.20743179321289062","0.20743179321289062"
"42","0.4858155846595764","0.4858155846595764","0.4858155846595764","0.21621036529541016","0.21621036529541016","0.21621036529541016"
"43","0.4894334673881531","0.4894334673881531","0.4894334673881531","0.21423715353012085","0.21423715353012085","0.21423715353012085"
"44","0.4834797978401184","0.4834797978401184","0.4834797978401184","0.21695542335510254","0.21695542335510254","0.21695542335510254"
"45","0.4873095750808716","0.4873095750808716","0.4873095750808716","0.2234007567167282","0.2234007567167282","0.2234007567167282"
"46","0.48866885900497437","0.48866885900497437","0.48866885900497437","0.21530689299106598","0.21530689299106598","0.21530689299106598"
"47","0.48951074481010437","0.48951074481010437","0.48951074481010437","0.21672211587429047","0.21672211587429047","0.21672211587429047"
"48","0.4924662709236145","0.4924662709236145","0.4924662709236145","0.23518645763397217","0.23518645763397217","0.23518645763397217"
"49","0.4874317944049835","0.4874317944049835","0.4874317944049835","0.21827751398086548","0.21827751398086548","0.21827751398086548"
"50","0.4903557002544403","0.4903557002544403","0.4903557002544403","0.22151225805282593","0.22151225805282593","0.22151225805282593"
"51","0.4954335689544678","0.4954335689544678","0.4954335689544678","0.22064897418022156","0.22064897418022156","0.22064897418022156"
"52","0.4960412085056305","0.4960412085056305","0.4960412085056305","0.2224268764257431","0.2224268764257431","0.2224268764257431"
"53","0.5002580881118774","0.5002580881118774","0.5002580881118774","0.24825336039066315","0.24825336039066315","0.24825336039066315"
"54","0.49703681468963623","0.49703681468963623","0.49703681468963623","0.22440244257450104","0.22440244257450104","0.22440244257450104"
"55","0.5009450316429138","0.5009450316429138","0.5009450316429138","0.23639829456806183","0.23639829456806183","0.23639829456806183"
"56","0.49813032150268555","0.49813032150268555","0.49813032150268555","0.22608256340026855","0.22608256340026855","0.22608256340026855"
"57","0.5031169652938843","0.5031169652938843","0.5031169652938843","0.2469780445098877","0.2469780445098877","0.2469780445098877"
"58","0.5053761005401611","0.5053761005401611","0.5053761005401611","0.23146681487560272","0.23146681487560272","0.23146681487560272"
"59","0.49963662028312683","0.49963662028312683","0.49963662028312683","0.23775671422481537","0.23775671422481537","0.23775671422481537"
"60","0.5030115842819214","0.5030115842819214","0.5030115842819214","0.22910895943641663","0.22910895943641663","0.22910895943641663"
"61","0.5074297189712524","0.5074297189712524","0.5074297189712524","0.23448215425014496","0.23448215425014496","0.23448215425014496"
"62","0.5053704380989075","0.5053704380989075","0.5053704380989075","0.23112204670906067","0.23112204670906067","0.23112204670906067"
"63","0.5079285502433777","0.5079285502433777","0.5079285502433777","0.24697203934192657","0.24697203934192657","0.24697203934192657"
"64","0.5076218843460083","0.5076218843460083","0.5076218843460083","0.2291226089000702","0.2291226089000702","0.2291226089000702"
"65","0.5077387690544128","0.5077387690544128","0.5077387690544128","0.2358970195055008","0.2358970195055008","0.2358970195055008"
"66","0.5069687962532043","0.5069687962532043","0.5069687962532043","0.23283599317073822","0.23283599317073822","0.23283599317073822"
"67","0.5128538608551025","0.5128538608551025","0.5128538608551025","0.25071361660957336","0.25071361660957336","0.25071361660957336"
"68","0.5076372027397156","0.5076372027397156","0.5076372027397156","0.23432521522045135","0.23432521522045135","0.23432521522045135"
"69","0.5088923573493958","0.5088923573493958","0.5088923573493958","0.23376211524009705","0.23376211524009705","0.23376211524009705"
"70","0.5090857148170471","0.5090857148170471","0.5090857148170471","0.24512434005737305","0.24512434005737305","0.24512434005737305"
"71","0.511102557182312","0.511102557182312","0.511102557182312","0.23454131186008453","0.23454131186008453","0.23454131186008453"
"72","0.5104057192802429","0.5104057192802429","0.5104057192802429","0.2379998117685318","0.2379998117685318","0.2379998117685318"
"73","0.5120977163314819","0.5120977163314819","0.5120977163314819","0.24612347781658173","0.24612347781658173","0.24612347781658173"
"74","0.519225001335144","0.519225001335144","0.519225001335144","0.23997637629508972","0.23997637629508972","0.23997637629508972"
"75","0.514051616191864","0.514051616191864","0.514051616191864","0.24689096212387085","0.24689096212387085","0.24689096212387085"
"76","0.5163101553916931","0.5163101553916931","0.5163101553916931","0.23878253996372223","0.23878253996372223","0.23878253996372223"
"77","0.5167343616485596","0.5167343616485596","0.5167343616485596","0.2421794831752777","0.2421794831752777","0.2421794831752777"
"78","0.5179475545883179","0.5179475545883179","0.5179475545883179","0.24012501537799835","0.24012501537799835","0.24012501537799835"
"79","0.5316250324249268","0.5316250324249268","0.5316250324249268","0.2463373988866806","0.2463373988866806","0.2463373988866806"
"80","0.5189897418022156","0.5189897418022156","0.5189897418022156","0.24365969002246857","0.24365969002246857","0.24365969002246857"
"81","0.5208755135536194","0.5208755135536194","0.5208755135536194","0.2495000809431076","0.2495000809431076","0.2495000809431076"
"82","0.5195876955986023","0.5195876955986023","0.5195876955986023","0.24618440866470337","0.24618440866470337","0.24618440866470337"
"83","0.5207488536834717","0.5207488536834717","0.5207488536834717","0.25505855679512024","0.25505855679512024","0.25505855679512024"
"84","0.5205506682395935","0.5205506682395935","0.5205506682395935","0.24378792941570282","0.24378792941570282","0.24378792941570282"
"85","0.516955554485321","0.516955554485321","0.516955554485321","0.2513732612133026","0.2513732612133026","0.2513732612133026"
"86","0.5200005173683167","0.5200005173683167","0.5200005173683167","0.24892356991767883","0.24892356991767883","0.24892356991767883"
"87","0.5191088318824768","0.5191088318824768","0.5191088318824768","0.26058974862098694","0.26058974862098694","0.26058974862098694"
"88","0.5202939510345459","0.5202939510345459","0.5202939510345459","0.24643701314926147","0.24643701314926147","0.24643701314926147"
"89","0.5164363980293274","0.5164363980293274","0.5164363980293274","0.26665353775024414","0.26665353775024414","0.26665353775024414"
"90","0.5184895992279053","0.5184895992279053","0.5184895992279053","0.24961374700069427","0.24961374700069427","0.24961374700069427"
"91","0.521298885345459","0.521298885345459","0.521298885345459","0.2616482079029083","0.2616482079029083","0.2616482079029083"
"92","0.5199238061904907","0.5199238061904907","0.5199238061904907","0.2487787902355194","0.2487787902355194","0.2487787902355194"
"93","0.5184527635574341","0.5184527635574341","0.5184527635574341","0.26191630959510803","0.26191630959510803","0.26191630959510803"
"94","0.5230064392089844","0.5230064392089844","0.5230064392089844","0.25098127126693726","0.25098127126693726","0.25098127126693726"
"95","0.5270035862922668","0.5270035862922668","0.5270035862922668","0.25752365589141846","0.25752365589141846","0.25752365589141846"
"96","0.5204339027404785","0.5204339027404785","0.5204339027404785","0.25371527671813965","0.25371527671813965","0.25371527671813965"
"97","0.5207574963569641","0.5207574963569641","0.5207574963569641","0.26362112164497375","0.26362112164497375","0.26362112164497375"
"98","0.5228996872901917","0.5228996872901917","0.5228996872901917","0.25245609879493713","0.25245609879493713","0.25245609879493713"
"99","0.5220915079116821","0.5220915079116821","0.5220915079116821","0.2631298005580902","0.2631298005580902","0.2631298005580902"
