"Step","CaliMATCH : 2023-09-14_06-27-06 - unlabeled_ece_train","CaliMATCH : 2023-09-14_06-27-06 - unlabeled_ece_train__MIN","CaliMATCH : 2023-09-14_06-27-06 - unlabeled_ece_train__MAX","CaliMATCH : 2023-09-13_19-29-49 - unlabeled_ece_train","CaliMATCH : 2023-09-13_19-29-49 - unlabeled_ece_train__MIN","CaliMATCH : 2023-09-13_19-29-49 - unlabeled_ece_train__MAX"
"0","0.31598106026649475","0.31598106026649475","0.31598106026649475","0.14357103407382965","0.14357103407382965","0.14357103407382965"
"1","0.3631564676761627","0.3631564676761627","0.3631564676761627","0.17714448273181915","0.17714448273181915","0.17714448273181915"
"2","0.37302717566490173","0.37302717566490173","0.37302717566490173","0.1893225759267807","0.1893225759267807","0.1893225759267807"
"3","0.3834390938282013","0.3834390938282013","0.3834390938282013","0.18225181102752686","0.18225181102752686","0.18225181102752686"
"4","0.41330650448799133","0.41330650448799133","0.41330650448799133","0.18357589840888977","0.18357589840888977","0.18357589840888977"
"5","0.4138508141040802","0.4138508141040802","0.4138508141040802","0.186011403799057","0.186011403799057","0.186011403799057"
"6","0.4314551055431366","0.4314551055431366","0.4314551055431366","0.19324891269207","0.19324891269207","0.19324891269207"
"7","0.4330126941204071","0.4330126941204071","0.4330126941204071","0.1999744474887848","0.1999744474887848","0.1999744474887848"
"8","0.4529246687889099","0.4529246687889099","0.4529246687889099","0.19827812910079956","0.19827812910079956","0.19827812910079956"
"9","0.4694572687149048","0.4694572687149048","0.4694572687149048","0.21338891983032227","0.21338891983032227","0.21338891983032227"
"10","0.4897300601005554","0.4897300601005554","0.4897300601005554","0.21739037334918976","0.21739037334918976","0.21739037334918976"
"11","0.4959384799003601","0.4959384799003601","0.4959384799003601","0.21824988722801208","0.21824988722801208","0.21824988722801208"
"12","0.5018594264984131","0.5018594264984131","0.5018594264984131","0.22773467004299164","0.22773467004299164","0.22773467004299164"
"13","0.5108023881912231","0.5108023881912231","0.5108023881912231","0.23628723621368408","0.23628723621368408","0.23628723621368408"
"14","0.4999346137046814","0.4999346137046814","0.4999346137046814","0.24233704805374146","0.24233704805374146","0.24233704805374146"
"15","0.5057591199874878","0.5057591199874878","0.5057591199874878","0.24805580079555511","0.24805580079555511","0.24805580079555511"
"16","0.4920541048049927","0.4920541048049927","0.4920541048049927","0.24872204661369324","0.24872204661369324","0.24872204661369324"
"17","0.5030317902565002","0.5030317902565002","0.5030317902565002","0.2472587674856186","0.2472587674856186","0.2472587674856186"
"18","0.5090683698654175","0.5090683698654175","0.5090683698654175","0.24866944551467896","0.24866944551467896","0.24866944551467896"
"19","0.5141822099685669","0.5141822099685669","0.5141822099685669","0.24405814707279205","0.24405814707279205","0.24405814707279205"
"20","0.511070728302002","0.511070728302002","0.511070728302002","0.2321542501449585","0.2321542501449585","0.2321542501449585"
"21","0.5149884819984436","0.5149884819984436","0.5149884819984436","0.22782951593399048","0.22782951593399048","0.22782951593399048"
"22","0.5158243179321289","0.5158243179321289","0.5158243179321289","0.2241881638765335","0.2241881638765335","0.2241881638765335"
"23","0.5195183753967285","0.5195183753967285","0.5195183753967285","0.23203888535499573","0.23203888535499573","0.23203888535499573"
"24","0.5275812745094299","0.5275812745094299","0.5275812745094299","0.22577865421772003","0.22577865421772003","0.22577865421772003"
"25","0.5188049674034119","0.5188049674034119","0.5188049674034119","0.2343539297580719","0.2343539297580719","0.2343539297580719"
"26","0.5278883576393127","0.5278883576393127","0.5278883576393127","0.24669022858142853","0.24669022858142853","0.24669022858142853"
"27","0.5429496765136719","0.5429496765136719","0.5429496765136719","0.23482361435890198","0.23482361435890198","0.23482361435890198"
"28","0.5510916113853455","0.5510916113853455","0.5510916113853455","0.23881296813488007","0.23881296813488007","0.23881296813488007"
"29","0.5607463717460632","0.5607463717460632","0.5607463717460632","0.2379601001739502","0.2379601001739502","0.2379601001739502"
"30","0.5339804887771606","0.5339804887771606","0.5339804887771606","0.24924294650554657","0.24924294650554657","0.24924294650554657"
"31","0.5408163666725159","0.5408163666725159","0.5408163666725159","0.2591741383075714","0.2591741383075714","0.2591741383075714"
"32","0.5401299595832825","0.5401299595832825","0.5401299595832825","0.22786091268062592","0.22786091268062592","0.22786091268062592"
"33","0.5243646502494812","0.5243646502494812","0.5243646502494812","0.2615475058555603","0.2615475058555603","0.2615475058555603"
"34","0.5300734043121338","0.5300734043121338","0.5300734043121338","0.26701071858406067","0.26701071858406067","0.26701071858406067"
"35","0.5299322009086609","0.5299322009086609","0.5299322009086609","0.24733088910579681","0.24733088910579681","0.24733088910579681"
"36","0.5223632454872131","0.5223632454872131","0.5223632454872131","0.2635079026222229","0.2635079026222229","0.2635079026222229"
"37","0.5346376895904541","0.5346376895904541","0.5346376895904541","0.27646729350090027","0.27646729350090027","0.27646729350090027"
"38","0.5367915630340576","0.5367915630340576","0.5367915630340576","0.2729433476924896","0.2729433476924896","0.2729433476924896"
"39","0.5345320105552673","0.5345320105552673","0.5345320105552673","0.27387765049934387","0.27387765049934387","0.27387765049934387"
"40","0.5177558064460754","0.5177558064460754","0.5177558064460754","0.2630731463432312","0.2630731463432312","0.2630731463432312"
"41","0.5144904255867004","0.5144904255867004","0.5144904255867004","0.2669607996940613","0.2669607996940613","0.2669607996940613"
"42","0.5357704162597656","0.5357704162597656","0.5357704162597656","0.2554357945919037","0.2554357945919037","0.2554357945919037"
"43","0.5533105731010437","0.5533105731010437","0.5533105731010437","0.26965034008026123","0.26965034008026123","0.26965034008026123"
"44","0.5473442673683167","0.5473442673683167","0.5473442673683167","0.25485679507255554","0.25485679507255554","0.25485679507255554"
"45","0.4990036189556122","0.4990036189556122","0.4990036189556122","0.2453077733516693","0.2453077733516693","0.2453077733516693"
"46","0.5251002907752991","0.5251002907752991","0.5251002907752991","0.27355194091796875","0.27355194091796875","0.27355194091796875"
"47","0.5216059684753418","0.5216059684753418","0.5216059684753418","0.2742204964160919","0.2742204964160919","0.2742204964160919"
"48","0.518652617931366","0.518652617931366","0.518652617931366","0.265310674905777","0.265310674905777","0.265310674905777"
"49","0.5374295711517334","0.5374295711517334","0.5374295711517334","0.2618117332458496","0.2618117332458496","0.2618117332458496"
"50","0.5565517544746399","0.5565517544746399","0.5565517544746399","0.2680635154247284","0.2680635154247284","0.2680635154247284"
"51","0.5383760929107666","0.5383760929107666","0.5383760929107666","0.2786952257156372","0.2786952257156372","0.2786952257156372"
"52","0.525092363357544","0.525092363357544","0.525092363357544","0.26811495423316956","0.26811495423316956","0.26811495423316956"
"53","0.5327754616737366","0.5327754616737366","0.5327754616737366","0.2663620710372925","0.2663620710372925","0.2663620710372925"
"54","0.5260456204414368","0.5260456204414368","0.5260456204414368","0.2645033597946167","0.2645033597946167","0.2645033597946167"
"55","0.5264153480529785","0.5264153480529785","0.5264153480529785","0.27010008692741394","0.27010008692741394","0.27010008692741394"
"56","0.5287677049636841","0.5287677049636841","0.5287677049636841","0.2501852810382843","0.2501852810382843","0.2501852810382843"
"57","0.5363355875015259","0.5363355875015259","0.5363355875015259","0.2667246162891388","0.2667246162891388","0.2667246162891388"
"58","0.5553127527236938","0.5553127527236938","0.5553127527236938","0.25853922963142395","0.25853922963142395","0.25853922963142395"
"59","0.5452765822410583","0.5452765822410583","0.5452765822410583","0.2626148760318756","0.2626148760318756","0.2626148760318756"
"60","0.5236289501190186","0.5236289501190186","0.5236289501190186","0.23016010224819183","0.23016010224819183","0.23016010224819183"
"61","0.5322868227958679","0.5322868227958679","0.5322868227958679","0.2538338899612427","0.2538338899612427","0.2538338899612427"
"62","0.5415241122245789","0.5415241122245789","0.5415241122245789","0.2524336278438568","0.2524336278438568","0.2524336278438568"
"63","0.5397406816482544","0.5397406816482544","0.5397406816482544","0.2710023522377014","0.2710023522377014","0.2710023522377014"
"64","0.5220232605934143","0.5220232605934143","0.5220232605934143","0.25550442934036255","0.25550442934036255","0.25550442934036255"
"65","0.5273094773292542","0.5273094773292542","0.5273094773292542","0.2407442182302475","0.2407442182302475","0.2407442182302475"
"66","0.5176975727081299","0.5176975727081299","0.5176975727081299","0.2563648223876953","0.2563648223876953","0.2563648223876953"
"67","0.5320034027099609","0.5320034027099609","0.5320034027099609","0.2475503385066986","0.2475503385066986","0.2475503385066986"
"68","0.5317232608795166","0.5317232608795166","0.5317232608795166","0.24694953858852386","0.24694953858852386","0.24694953858852386"
"69","0.5136088132858276","0.5136088132858276","0.5136088132858276","0.24653173983097076","0.24653173983097076","0.24653173983097076"
"70","0.5271064639091492","0.5271064639091492","0.5271064639091492","0.2659873366355896","0.2659873366355896","0.2659873366355896"
"71","0.5129324197769165","0.5129324197769165","0.5129324197769165","0.2545166611671448","0.2545166611671448","0.2545166611671448"
"72","0.5211337804794312","0.5211337804794312","0.5211337804794312","0.2535786032676697","0.2535786032676697","0.2535786032676697"
"73","0.5081987380981445","0.5081987380981445","0.5081987380981445","0.2523029148578644","0.2523029148578644","0.2523029148578644"
"74","0.5179855823516846","0.5179855823516846","0.5179855823516846","0.2560638189315796","0.2560638189315796","0.2560638189315796"
"75","0.5185907483100891","0.5185907483100891","0.5185907483100891","0.26002949476242065","0.26002949476242065","0.26002949476242065"
"76","0.5105879902839661","0.5105879902839661","0.5105879902839661","0.25910934805870056","0.25910934805870056","0.25910934805870056"
"77","0.49632030725479126","0.49632030725479126","0.49632030725479126","0.2623368799686432","0.2623368799686432","0.2623368799686432"
"78","0.5098305940628052","0.5098305940628052","0.5098305940628052","0.24720756709575653","0.24720756709575653","0.24720756709575653"
"79","0.5117996335029602","0.5117996335029602","0.5117996335029602","0.2545945942401886","0.2545945942401886","0.2545945942401886"
"80","0.5226350426673889","0.5226350426673889","0.5226350426673889","0.256610244512558","0.256610244512558","0.256610244512558"
"81","0.5067064166069031","0.5067064166069031","0.5067064166069031","0.26089003682136536","0.26089003682136536","0.26089003682136536"
"82","0.5219884514808655","0.5219884514808655","0.5219884514808655","0.2546003758907318","0.2546003758907318","0.2546003758907318"
"83","0.5155608654022217","0.5155608654022217","0.5155608654022217","0.24927939474582672","0.24927939474582672","0.24927939474582672"
"84","0.5228499174118042","0.5228499174118042","0.5228499174118042","0.25287389755249023","0.25287389755249023","0.25287389755249023"
"85","0.5111910104751587","0.5111910104751587","0.5111910104751587","0.2481217086315155","0.2481217086315155","0.2481217086315155"
"86","0.5220463275909424","0.5220463275909424","0.5220463275909424","0.23538805544376373","0.23538805544376373","0.23538805544376373"
"87","0.5185433626174927","0.5185433626174927","0.5185433626174927","0.2499617636203766","0.2499617636203766","0.2499617636203766"
