"Step","FIXMATCH : 2023-09-14_04-52-33 - unlabeled_ece_train","FIXMATCH : 2023-09-14_04-52-33 - unlabeled_ece_train__MIN","FIXMATCH : 2023-09-14_04-52-33 - unlabeled_ece_train__MAX","FIXMATCH : 2023-09-13_18-26-13 - unlabeled_ece_train","FIXMATCH : 2023-09-13_18-26-13 - unlabeled_ece_train__MIN","FIXMATCH : 2023-09-13_18-26-13 - unlabeled_ece_train__MAX"
"31","0.6193549036979675","0.6193549036979675","0.6193549036979675","0.3364872932434082","0.3364872932434082","0.3364872932434082"
"32","0.6238867044448853","0.6238867044448853","0.6238867044448853","0.3371148407459259","0.3371148407459259","0.3371148407459259"
"33","0.620974600315094","0.620974600315094","0.620974600315094","0.33488890528678894","0.33488890528678894","0.33488890528678894"
"34","0.6206951141357422","0.6206951141357422","0.6206951141357422","0.3469930589199066","0.3469930589199066","0.3469930589199066"
"35","0.623478889465332","0.623478889465332","0.623478889465332","0.3445504307746887","0.3445504307746887","0.3445504307746887"
"36","0.6237731575965881","0.6237731575965881","0.6237731575965881","0.34203067421913147","0.34203067421913147","0.34203067421913147"
"37","0.6220645308494568","0.6220645308494568","0.6220645308494568","0.3454282283782959","0.3454282283782959","0.3454282283782959"
"38","0.6163260340690613","0.6163260340690613","0.6163260340690613","0.3449578881263733","0.3449578881263733","0.3449578881263733"
"39","0.6159331202507019","0.6159331202507019","0.6159331202507019","0.34099605679512024","0.34099605679512024","0.34099605679512024"
"40","0.625737726688385","0.625737726688385","0.625737726688385","0.33786341547966003","0.33786341547966003","0.33786341547966003"
"41","0.6265630722045898","0.6265630722045898","0.6265630722045898","0.34374067187309265","0.34374067187309265","0.34374067187309265"
"42","0.6276702880859375","0.6276702880859375","0.6276702880859375","0.3453449606895447","0.3453449606895447","0.3453449606895447"
"43","0.6263591647148132","0.6263591647148132","0.6263591647148132","0.34734436869621277","0.34734436869621277","0.34734436869621277"
"44","0.6255329847335815","0.6255329847335815","0.6255329847335815","0.3475077152252197","0.3475077152252197","0.3475077152252197"
"45","0.6261875629425049","0.6261875629425049","0.6261875629425049","0.3412094712257385","0.3412094712257385","0.3412094712257385"
"46","0.6263855695724487","0.6263855695724487","0.6263855695724487","0.34220775961875916","0.34220775961875916","0.34220775961875916"
"47","0.6261920928955078","0.6261920928955078","0.6261920928955078","0.34827283024787903","0.34827283024787903","0.34827283024787903"
"48","0.6280965805053711","0.6280965805053711","0.6280965805053711","0.34840425848960876","0.34840425848960876","0.34840425848960876"
"49","0.6283204555511475","0.6283204555511475","0.6283204555511475","0.34323829412460327","0.34323829412460327","0.34323829412460327"
"50","0.6259358525276184","0.6259358525276184","0.6259358525276184","0.34504184126853943","0.34504184126853943","0.34504184126853943"
"51","0.6310415863990784","0.6310415863990784","0.6310415863990784","0.34489646553993225","0.34489646553993225","0.34489646553993225"
"52","0.6310638785362244","0.6310638785362244","0.6310638785362244","0.3486482799053192","0.3486482799053192","0.3486482799053192"
"53","0.6311697363853455","0.6311697363853455","0.6311697363853455","0.3507670760154724","0.3507670760154724","0.3507670760154724"
"54","0.6322081089019775","0.6322081089019775","0.6322081089019775","0.35370153188705444","0.35370153188705444","0.35370153188705444"
"55","0.6289569735527039","0.6289569735527039","0.6289569735527039","0.3548123836517334","0.3548123836517334","0.3548123836517334"
"56","0.634703516960144","0.634703516960144","0.634703516960144","0.35014957189559937","0.35014957189559937","0.35014957189559937"
"57","0.6321704983711243","0.6321704983711243","0.6321704983711243","0.35583555698394775","0.35583555698394775","0.35583555698394775"
"58","0.6309261322021484","0.6309261322021484","0.6309261322021484","0.35419073700904846","0.35419073700904846","0.35419073700904846"
"59","0.6305121779441833","0.6305121779441833","0.6305121779441833","0.3562912344932556","0.3562912344932556","0.3562912344932556"
"60","0.6322846412658691","0.6322846412658691","0.6322846412658691","0.353331595659256","0.353331595659256","0.353331595659256"
"61","0.632495641708374","0.632495641708374","0.632495641708374","0.35827112197875977","0.35827112197875977","0.35827112197875977"
"62","0.630853533744812","0.630853533744812","0.630853533744812","0.3596992790699005","0.3596992790699005","0.3596992790699005"
"63","0.6353667974472046","0.6353667974472046","0.6353667974472046","0.36166223883628845","0.36166223883628845","0.36166223883628845"
"64","0.6354258060455322","0.6354258060455322","0.6354258060455322","0.358625203371048","0.358625203371048","0.358625203371048"
"65","0.6364254355430603","0.6364254355430603","0.6364254355430603","0.3598073124885559","0.3598073124885559","0.3598073124885559"
"66","0.6364290118217468","0.6364290118217468","0.6364290118217468","0.3620973825454712","0.3620973825454712","0.3620973825454712"
"67","0.6369013786315918","0.6369013786315918","0.6369013786315918","0.3600783050060272","0.3600783050060272","0.3600783050060272"
"68","0.6374546885490417","0.6374546885490417","0.6374546885490417","0.363645076751709","0.363645076751709","0.363645076751709"
"69","0.6354690194129944","0.6354690194129944","0.6354690194129944","0.36415812373161316","0.36415812373161316","0.36415812373161316"
"70","0.6396762728691101","0.6396762728691101","0.6396762728691101","0.36520156264305115","0.36520156264305115","0.36520156264305115"
"71","0.6371124982833862","0.6371124982833862","0.6371124982833862","0.36255213618278503","0.36255213618278503","0.36255213618278503"
"72","0.6365439891815186","0.6365439891815186","0.6365439891815186","0.3647826313972473","0.3647826313972473","0.3647826313972473"
"73","0.6395057439804077","0.6395057439804077","0.6395057439804077","0.3592570424079895","0.3592570424079895","0.3592570424079895"
"74","0.639934778213501","0.639934778213501","0.639934778213501","0.36395320296287537","0.36395320296287537","0.36395320296287537"
"75","0.6386398077011108","0.6386398077011108","0.6386398077011108","0.36714857816696167","0.36714857816696167","0.36714857816696167"
"76","0.6391268372535706","0.6391268372535706","0.6391268372535706","0.3627714216709137","0.3627714216709137","0.3627714216709137"
"77","0.6388999223709106","0.6388999223709106","0.6388999223709106","0.3556821346282959","0.3556821346282959","0.3556821346282959"
"78","0.6403629183769226","0.6403629183769226","0.6403629183769226","0.36622530221939087","0.36622530221939087","0.36622530221939087"
"79","0.6413230895996094","0.6413230895996094","0.6413230895996094","0.36884891986846924","0.36884891986846924","0.36884891986846924"
"80","0.6446373462677002","0.6446373462677002","0.6446373462677002","0.36518725752830505","0.36518725752830505","0.36518725752830505"
"81","0.6443549394607544","0.6443549394607544","0.6443549394607544","0.3719852566719055","0.3719852566719055","0.3719852566719055"
"82","0.6456736326217651","0.6456736326217651","0.6456736326217651","0.37296947836875916","0.37296947836875916","0.37296947836875916"
"83","0.6464366316795349","0.6464366316795349","0.6464366316795349","0.3728736937046051","0.3728736937046051","0.3728736937046051"
"84","0.64634770154953","0.64634770154953","0.64634770154953","0.37339669466018677","0.37339669466018677","0.37339669466018677"
"85","0.6466963291168213","0.6466963291168213","0.6466963291168213","0.3731716275215149","0.3731716275215149","0.3731716275215149"
"86","0.6478239297866821","0.6478239297866821","0.6478239297866821","0.3739432692527771","0.3739432692527771","0.3739432692527771"
"87","0.6474971175193787","0.6474971175193787","0.6474971175193787","0.37356823682785034","0.37356823682785034","0.37356823682785034"
"88","0.648007869720459","0.648007869720459","0.648007869720459","0.3740319013595581","0.3740319013595581","0.3740319013595581"
"89","0.6485565304756165","0.6485565304756165","0.6485565304756165","0.37388378381729126","0.37388378381729126","0.37388378381729126"
"90","0.6482558846473694","0.6482558846473694","0.6482558846473694","0.37383782863616943","0.37383782863616943","0.37383782863616943"
"91","0.6488091945648193","0.6488091945648193","0.6488091945648193","0.3744908571243286","0.3744908571243286","0.3744908571243286"
"92","0.649056613445282","0.649056613445282","0.649056613445282","0.374500572681427","0.374500572681427","0.374500572681427"
"93","0.6491817235946655","0.6491817235946655","0.6491817235946655","0.37447571754455566","0.37447571754455566","0.37447571754455566"
"94","0.6495749354362488","0.6495749354362488","0.6495749354362488","0.37437325716018677","0.37437325716018677","0.37437325716018677"
"95","0.6496268510818481","0.6496268510818481","0.6496268510818481","0.37506628036499023","0.37506628036499023","0.37506628036499023"
"96","0.6497337818145752","0.6497337818145752","0.6497337818145752","0.37466153502464294","0.37466153502464294","0.37466153502464294"
"97","0.6500401496887207","0.6500401496887207","0.6500401496887207","0.3750987648963928","0.3750987648963928","0.3750987648963928"
"98","0.6499837636947632","0.6499837636947632","0.6499837636947632","0.37495625019073486","0.37495625019073486","0.37495625019073486"
