"Step","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (OpenMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (FixMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (MTC) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (IOMatch) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (SafeStudent) - Selected ratio of i.d over conf 0.95__MAX","Grouped runs (CaliMatch) - Selected ratio of i.d over conf 0.95","Grouped runs (CaliMatch) - Selected ratio of i.d over conf 0.95__MIN","Grouped runs (CaliMatch) - Selected ratio of i.d over conf 0.95__MAX"
"62","0.9415103793144226","0.9359840154647827","0.9464865922927856","0.9728432178497315","0.9622405767440796","0.9868717193603516","0.04193548448383808","0.010252563282847404","0.07901975512504578","0.9799699902534484","0.9756188988685608","0.9843710660934448","0.7704676151275635","0.7366841435432434","0.7993248105049133","0.8247895240783691","0.7994498610496521","0.8607151508331299"
"63","0.9407101750373841","0.9333583116531372","0.946861743927002","0.9675168752670288","0.9494873881340027","0.9814953804016113","0.07856964245438576","0.02338084578514099","0.14703676104545593","0.9769692420959473","0.9692423343658447","0.9887471795082092","0.7595648884773254","0.7339335083961487","0.7773193120956421","0.845503052075704","0.8382095694541931","0.8587146997451782"
"64","0.9424606084823608","0.935858964920044","0.9471117854118347","0.9718679666519165","0.9654913544654846","0.9838709831237793","0.1001250334084034","0.019129782915115356","0.29082271456718445","0.9791197776794434","0.972243070602417","0.9826206564903259","0.7618404507637024","0.7455613613128662","0.7726931571960449","0.8393348256746928","0.8044511079788208","0.8600900173187256"
"65","0.9434608578681946","0.9312328100204468","0.9533633589744568","0.9723430871963501","0.9657414555549622","0.980870246887207","0.06306576617062092","0.02000500075519085","0.10327582061290741","0.9792948246002198","0.9683670997619629","0.9873718619346619","0.7583895921707153","0.7110527753829956","0.7778194546699524","0.8295407295227051","0.8180795311927795","0.8463366031646729"
"66","0.9399349689483643","0.9338584542274475","0.947736918926239","0.9683420777320861","0.9492372870445251","0.9844961166381836","0.04406101554632187","0.011627906933426857","0.10027506947517395","0.9805701375007629","0.9733683466911316","0.9917479157447815","0.7726681590080261","0.7486871480941772","0.8138284683227539","0.8434191942214966","0.8363341093063354","0.8495873808860779"
"67","0.9426106452941895","0.9372342824935913","0.9479870200157166","0.9662915587425231","0.9608651995658875","0.9832457900047302","0.0510877713561058","0.014753688126802444","0.10790197551250458","0.9841460347175598","0.9804950952529907","0.9906226396560669","0.7629407286643982","0.740185022354126","0.7831957936286926","0.8419604897499084","0.82883220911026","0.8679670095443726"
"68","0.9417604207992554","0.9307326674461365","0.9461115002632141","0.9701175332069397","0.9601150155067444","0.9834958910942078","0.05301325246691704","0.02900725230574608","0.08727181702852249","0.9829707384109497","0.9748687148094177","0.9879969954490662","0.7787696838378906","0.7610652446746826","0.8260815143585205","0.845461368560791","0.8432108163833618","0.847961962223053"
"69","0.9411602854728699","0.9321080446243286","0.947736918926239","0.9733933568000793","0.964241087436676","0.9892473220825195","0.06934233531355857","0.016129031777381897","0.15928982198238373","0.9823455929756164","0.9737434387207031","0.9854964017868042","0.7691923022270203","0.7475618720054626","0.7895724177360535","0.8500041762987772","0.8448362350463867","0.8564640879631042"
"70","0.9435358881950379","0.9357339143753052","0.9499874711036682","0.9763190746307373","0.9626156687736511","0.98649662733078","0.0628657165914774","0.0263815950602293","0.11965491622686386","0.984446108341217","0.980870246887207","0.99137282371521","0.7636159062385559","0.7508127093315125","0.7689422369003296","0.8267900347709656","0.8193298578262329","0.8377094268798828"
"71","0.9417604446411133","0.9343585968017578","0.9509877562522888","0.9714428663253785","0.9447361826896667","0.9853713512420654","0.08424606025218964","0.019129782915115356","0.15191297233104706","0.98402099609375","0.9762440323829651","0.9874968528747559","0.7653413414955139","0.7478119730949402","0.7854463458061218","0.8404184579849243","0.8328332304954529","0.8448362350463867"
"72","0.9446861624717713","0.9376093745231628","0.9488621950149536","0.975593900680542","0.9537384510040283","0.9861215353012085","0.11105276234447956","0.018254563212394714","0.25806450843811035","0.9821955442428589","0.9729932546615601","0.988997220993042","0.7844210982322692","0.7718179821968079","0.7969492077827454","0.8317079345385233","0.8092023134231567","0.8537134528160095"
"73","0.9427356839179992","0.9326081275939941","0.9509877562522888","0.968242061138153","0.9484871029853821","0.9869967699050903","0.09804951436817647","0.017129281535744667","0.21205301582813263","0.9803700923919678","0.9672418236732483","0.9891222715377808","0.774943733215332","0.756814181804657","0.789947509765625","0.8441277146339417","0.8359590172767639","0.8544636368751526"
"74","0.9421355366706848","0.935858964920044","0.9474868774414062","0.9721930384635925","0.9503625631332397","0.9847461581230164","0.06014003679156303","0.015628907829523087","0.1416604220867157","0.9817454218864441","0.9708676934242249","0.9911227822303772","0.7799449920654297","0.7395598888397217","0.8197049498558044","0.8484204411506653","0.8292073011398315","0.8743435740470886"
"75","0.9431607961654663","0.9348587393760681","0.9484871029853821","0.9766941785812377","0.9606151580810547","0.991998016834259","0.059439861215651035","0.013878469355404377","0.11352838575839996","0.9832207918167114","0.9756188988685608","0.992123007774353","0.7827957034111023","0.7614403367042542","0.8147037029266357","0.8494206865628561","0.8384596109390259","0.8594648838043213"
"76","0.9418354511260987","0.9333583116531372","0.9474868774414062","0.9757939577102661","0.9646161794662476","0.9891222715377808","0.049737433716654775","0.00600150041282177","0.12015503644943237","0.9827456831932068","0.9763690829277039","0.9907476902008057","0.7905976414680481","0.7715678811073303","0.8078269362449646","0.8386263251304626","0.8100775480270386","0.8627156615257263"
"77","0.941785454750061","0.9316079020500183","0.9491122961044312","0.9795448899269104","0.9687421917915344","0.9927482008934021","0.061790448427200315","0.016129031777381897","0.16241560876369476","0.9841960549354554","0.97786945104599","0.9897474646568298","0.7786446571350097","0.767816960811615","0.7879469990730286","0.8474201758702596","0.8244560956954956","0.865341305732727"
"78","0.943767175078392","0.9372342824935913","0.9481120109558105","0.9765941381454468","0.9614903926849365","0.9891222715377808","0.05711427740752697","0.025256313383579254","0.10377594083547592","0.9837209224700928","0.9752438068389893","0.9902475476264954","0.7836209058761596","0.7613153457641602","0.7978244423866272","0.8527965148289999","0.8348336815834045","0.8628407120704651"
"79","0.9432357996702194","0.9363591074943542","0.9507376551628113","0.9773693442344665","0.9652413129806519","0.9848712086677551","0.06431607790291309","0.018254563212394714","0.12853212654590607","0.9831207752227783","0.9694923758506775","0.992123007774353","0.7693923592567444","0.7204301357269287","0.790072500705719","0.8477119207382202","0.8190797567367554","0.8634658455848694"
"80","0.9438609778881073","0.9351087808609009","0.9511128067970276","0.9751937866210938","0.961240291595459","0.9852463006973267","0.03400850147008896","0.016754187643527985","0.05338834598660469","0.9833208322525024","0.9796199202537537","0.9906226396560669","0.7737684488296509","0.737684428691864","0.8108277320861816","0.8505042990048727","0.8273318409919739","0.8693423271179199"
"81","0.9380782693624496","0.9116029143333435","0.9534883499145508","0.984771192073822","0.974618673324585","0.9934983849525452","0.04663665853440761","0.020755188539624214","0.09677419066429138","0.9904976129531861","0.9824956059455872","0.9963740706443787","0.8097524285316468","0.8004500865936279","0.8247061967849731","0.8540468613306681","0.8428357243537903","0.8660915493965149"
"82","0.9385158717632294","0.9097274541854858","0.9527381658554077","0.9833208322525024","0.9741185307502747","0.9917479157447815","0.039859965816140173","0.020380094647407532","0.07014253735542297","0.9895724058151245","0.9822455644607544","0.9958739876747131","0.8089272141456604","0.7993248105049133","0.8229557275772095","0.8619238138198853","0.850337564945221","0.8753438591957092"
"83","0.941172793507576","0.9163540601730347","0.9529882669448853","0.9811452865600586","0.9653663635253906","0.99137282371521","0.059589898213744164","0.01850462704896927","0.16454114019870758","0.9896724104881287","0.9797449111938477","0.9958739876747131","0.8098024487495422","0.8004500865936279","0.8275818824768066","0.8626323143641154","0.8539634943008423","0.8793448209762573"
"84","0.9499562382698059","0.9394848942756653","0.958114504814148","0.983595895767212","0.9758689403533936","0.9899975061416626","0.04916229136288166","0.018129533156752586","0.11752938479185104","0.9910977840423584","0.9858714938163757","0.9962490797042847","0.8107276797294617","0.7991998195648193","0.831957995891571","0.8635075489679972","0.8555889129638672","0.8723430633544922"
"85","0.9354526102542877","0.8918479681015015","0.9549887180328369","0.9814453601837159","0.9647411704063416","0.9918729662895203","0.057364339381456374","0.019254812970757484","0.14466115832328796","0.9894723653793335","0.9759939908981323","0.9967491626739502","0.8164791226387024","0.8053263425827026","0.8328332304954529","0.8672584692637125","0.8562140464782715","0.8815953731536865"
"86","0.950112521648407","0.9443610906600952","0.956364095211029","0.983145785331726","0.9676169157028198","0.9931232929229736","0.06741685383021831","0.017879469320178032","0.1334083527326584","0.9906976819038391","0.9816204309463501","0.996874213218689","0.813503360748291","0.804326057434082","0.8325831294059753","0.8605901400248209","0.8507126569747925","0.8744686245918274"
"87","0.9424543678760529","0.9196048974990845","0.9548637270927429","0.9738184690475464","0.9514878988265991","0.991998016834259","0.04711177758872509","0.016879219561815262","0.11827956885099411","0.9885221362113953","0.9707427024841309","0.9969992637634277","0.8144536018371582","0.804326057434082","0.8308327198028564","0.8625906705856323","0.853338360786438","0.8757189512252808"
"88","0.9500187635421753","0.9448612332344055","0.953238308429718","0.977644419670105","0.947611927986145","0.9932482838630676","0.05341335460543632","0.014878720045089722","0.1416604220867157","0.9886721611022949","0.9728682041168213","0.9971242547035217","0.8148537039756775","0.8050762414932251","0.834458589553833","0.8632158041000366","0.8543385863304138","0.8774693608283997"
"89","0.9459864944219589","0.9266066551208496","0.9562390446662903","0.9808702111244202","0.9639909863471985","0.9937484264373779","0.06636658981442452","0.021380344405770302","0.18079519271850586","0.9899224996566772","0.9761190414428711","0.9954988956451416","0.8147036790847778","0.8079519867897034","0.8313328623771667","0.8602150479952494","0.853463351726532","0.8713428378105164"
"90","0.9519879966974258","0.9462365508079529","0.9576144218444824","0.9811702966690063","0.9668667316436768","0.9951238036155701","0.054488622769713405","0.016254063695669174","0.11627907305955887","0.9864716291427612","0.9633658528327942","0.9969992637634277","0.819654905796051","0.8105776309967041","0.8372092843055725","0.8640910188357035","0.8517129421234131","0.878094494342804"
"91","0.9465491324663162","0.9266066551208496","0.957989513874054","0.9814953804016113","0.9706176519393921","0.9942485690116882","0.05108777172863484","0.013378344476222992","0.10765191167593002","0.9898224472999573","0.9797449111938477","0.9959989786148071","0.8203550815582276","0.8085771203041077","0.8355839252471924","0.8617987831433614","0.8567141890525818","0.8715928792953491"
"92","0.9523005783557892","0.9486121535301208","0.957989513874054","0.9740185022354126","0.9623655676841736","0.9957489371299744","0.04296073988080025","0.02488121949136257","0.0800200030207634","0.9872218012809754","0.9669917225837708","0.9959989786148071","0.8211802959442138","0.8099524974822998","0.8339585065841675","0.8622989257176717","0.8525881767272949","0.8795949220657349"
"93","0.9434233605861664","0.9281070232391357","0.9542385339736938","0.9774443507194519","0.9649912714958191","0.9874968528747559","0.07364341244101524","0.021255314350128174","0.2028007060289383","0.9856714248657227","0.9596149325370789","0.9952487945556641","0.8150787591934204","0.8089522123336792","0.8327081799507141","0.8650496006011963","0.8520880341529846","0.8809702396392822"
"94","0.9494248479604721","0.9458614587783813","0.9548637270927429","0.9791447997093201","0.9671167731285095","0.991998016834259","0.048312078788876535","0.017754439264535904","0.13428357243537903","0.9857714414596558","0.9607402086257935","0.9959989786148071","0.8187796950340271","0.8077019453048706","0.8363341093063354","0.8635492126146952","0.8564640879631042","0.8764691352844238"
"95","0.953279991944631","0.9474868774414062","0.9562390446662903","0.9793198347091675","0.9564891457557678","0.994373619556427","0.06316579133272171","0.01800450123846531","0.1782945692539215","0.9879720091819764","0.9696174263954163","0.9966241717338562","0.8222055554389953","0.8149537444114685","0.8377094268798828","0.8605067729949951","0.8453363180160522","0.8815953731536865"
"96","0.9490705927213033","0.9401100277900696","0.9566141366958618","0.981745445728302","0.9597399234771729","0.994373619556427","0.0628907211124897","0.017879469320178032","0.1255313754081726","0.9871217727661132","0.9684921503067017","0.9959989786148071","0.8160040020942688","0.809077262878418","0.8289572596549988","0.8624656200408936","0.8554638624191284","0.8725931644439697"
"97","0.9542802373568217","0.9496123790740967","0.9578644633293152","0.983145797252655","0.958739697933197","0.9954988956451416","0.061215303093194964","0.01700425148010254","0.17654412984848022","0.9869717478752136","0.9654913544654846","0.9966241717338562","0.8196048974990845","0.8113278150558472","0.8350837826728821","0.8611319462458292","0.847836971282959","0.8809702396392822"
"98","0.9446528355280558","0.917479395866394","0.9597399234771729","0.9835959076881409","0.9559890031814575","0.9958739876747131","0.05943986102938652","0.019129782915115356","0.16241560876369476","0.986396598815918","0.9616153836250305","0.9949987530708313","0.8166541457176208","0.8079519867897034","0.8309577107429504","0.8637576103210449","0.8543385863304138","0.8742185831069946"
"99","0.9510711034138998","0.9412353038787842","0.9564891457557678","0.9830707669258117","0.9558639526367188","0.9958739876747131","0.05461365357041359","0.019254812970757484","0.12303075939416885","0.9859964966773986","0.9683670997619629","0.9956238865852356","0.8190547585487366","0.8033258318901062","0.8390847444534302","0.8661748766899109","0.8575894236564636","0.8789697289466858"
