"Step","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio over conf 0.95","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95__MAX"
"32","0.47574458718299867","0.45866283774375916","0.4906017482280731","0.5975884914398193","0.593325138092041","0.6003395915031433","0.38208664655685426","0.22987839579582214","0.5336211919784546","0.5879487514495849","0.5735344290733337","0.5963046550750732","0.24424018263816832","0.21517296135425568","0.30119767785072327","0.23967686295509338","0.19256845116615295","0.30323734879493713"
"33","0.4609935641288757","0.4410552382469177","0.4761570692062378","0.5991816043853759","0.5962624549865723","0.6020885109901428","0.3796605050563812","0.2904564440250397","0.4895104765892029","0.5896874070167542","0.5808246731758118","0.5980278849601746","0.2388824224472046","0.21351683139801025","0.29629629850387573","0.3152114649613698","0.27824267745018005","0.34152209758758545"
"34","0.4602362453937531","0.4395240247249603","0.4713088274002075","0.5988542795181274","0.5927079916000366","0.6059502959251404","0.3706615030765533","0.27636364102363586","0.5079872012138367","0.5879607200622559","0.5786765813827515","0.5949386954307556","0.2603928357362747","0.22249093651771545","0.3393014073371887","0.23763293027877808","0.18269851803779602","0.33167752623558044"
"35","0.4684924244880676","0.4588961601257324","0.47800421714782715","0.5973101496696472","0.5905743837356567","0.6008973121643066","0.4017216980457306","0.2922201156616211","0.5476190447807312","0.5900344371795654","0.5800200700759888","0.5966798663139343","0.246397402882576","0.21122600138187408","0.3037317097187042","0.23491262396176657","0.1800128072500229","0.3009026050567627"
"36","0.46347869634628297","0.45043134689331055","0.47300368547439575","0.5988479614257812","0.5955508351325989","0.6030330061912537","0.40123520493507386","0.3380531072616577","0.5236530900001526","0.5878789901733399","0.5781473517417908","0.5964636206626892","0.2681489735841751","0.21834713220596313","0.338099867105484","0.18281801541646323","0.12547306716442108","0.2292885035276413"
"37","0.46518056392669677","0.45461806654930115","0.4820059537887573","0.5992084860801696","0.5974552035331726","0.6030977964401245","0.35161460340023043","0.16852368414402008","0.4775828421115875","0.5899007320404053","0.5832256078720093","0.5959057807922363","0.2435648888349533","0.20955528318881989","0.2768218517303467","0.2666204422712326","0.22022177278995514","0.3192331790924072"
"38","0.4675262331962585","0.4448283612728119","0.4875357449054718","0.5989295363426208","0.5955878496170044","0.6026838421821594","0.5042217254638672","0.3396860957145691","0.6716791987419128","0.5891092538833618","0.5821781158447266","0.5962340831756592","0.2461174488067627","0.18163855373859406","0.3384133279323578","0.18091935416062674","0.15585634112358093","0.2091951221227646"
"39","0.4764831602573395","0.4529334604740143","0.4918166995048523","0.5990372061729431","0.5969138741493225","0.6022231578826904","0.4448031961917877","0.3771224319934845","0.5203539729118347","0.583890175819397","0.5661852955818176","0.595619797706604","0.25389569997787476","0.21695759892463684","0.34232860803604126","0.2788034478823344","0.22722414135932922","0.3117421269416809"
"40","0.47112428545951845","0.4501907229423523","0.4847283959388733","0.5992822408676147","0.5959856510162354","0.6038086414337158","0.4258412331342697","0.24965132772922516","0.5501858592033386","0.5875836610794067","0.5782560706138611","0.5943060517311096","0.237226003408432","0.17812834680080414","0.31653672456741333","0.3000408113002777","0.2832548916339874","0.32709112763404846"
"41","0.47333300709724424","0.4467300772666931","0.4886432886123657","0.5999031901359558","0.5970435738563538","0.6032438278198242","0.479374897480011","0.4175475835800171","0.5149592161178589","0.5882827758789062","0.5719792246818542","0.5954697728157043","0.25558253824710847","0.2230876237154007","0.2960841655731201","0.2828761637210846","0.18987184762954712","0.39858320355415344"
"42","0.47517927289009093","0.4582635760307312","0.49213847517967224","0.5992464780807495","0.5954848527908325","0.6040486097335815","0.4193950295448303","0.30711206793785095","0.5148515105247498","0.5847877740859986","0.5756657123565674","0.589090883731842","0.2595907598733902","0.22461578249931335","0.3339422047138214","0.22684139013290405","0.2005702257156372","0.2698916494846344"
"43","0.4687919855117798","0.4412538409233093","0.48759594559669495","0.5989022493362427","0.5954013466835022","0.6030047535896301","0.3899549752473831","0.2226666659116745","0.509876549243927","0.5810863614082337","0.5542559623718262","0.5950327515602112","0.25586209297180174","0.20008383691310883","0.31608739495277405","0.18798469503720602","0.14314790070056915","0.24244213104248047"
"44","0.4777959048748016","0.46245795488357544","0.5048633813858032","0.6004507064819335","0.5978496670722961","0.6035469174385071","0.46437585949897764","0.3333333432674408","0.575880765914917","0.5862582564353943","0.5783742666244507","0.5949143767356873","0.2655958741903305","0.20236088335514069","0.3596617877483368","0.2641850511233012","0.2538696229457855","0.26992854475975037"
"45","0.4693240821361542","0.45524147152900696","0.495887815952301","0.5991570711135864","0.5976141691207886","0.6021411418914795","0.46640347838401797","0.2695924639701843","0.6164772510528564","0.5860967040061951","0.575854480266571","0.5939139127731323","0.26455057263374326","0.23837964236736298","0.31784558296203613","0.2015436291694641","0.13525773584842682","0.25675833225250244"
"46","0.48044219613075256","0.46963047981262207","0.4882253110408783","0.6000718355178833","0.5980925559997559","0.6035493612289429","0.4546193480491638","0.34049078822135925","0.6412371397018433","0.5899755597114563","0.5855069160461426","0.5935937762260437","0.257374694943428","0.22708192467689514","0.29542776942253113","0.24350298444430032","0.18823960423469543","0.2824627757072449"
"47","0.474580442905426","0.46143949031829834","0.49185556173324585","0.5997931241989136","0.5983098745346069","0.6029366254806519","0.5499553442001343","0.3793677091598511","0.7490636706352234","0.5898183226585388","0.5858176946640015","0.5947452783584595","0.260903412103653","0.22845828533172607","0.33016496896743774","0.20096977055072784","0.15709805488586426","0.24399176239967346"
"48","0.4827989399433136","0.46563082933425903","0.5004642605781555","0.5990496158599854","0.5969677567481995","0.600879430770874","0.47421988248825075","0.32551848888397217","0.5940902233123779","0.5818249821662903","0.5629945993423462","0.5949800610542297","0.294837486743927","0.27689531445503235","0.3390530049800873","0.28948288162549335","0.27666911482810974","0.30571281909942627"
"49","0.47770193219184875","0.4665626585483551","0.4906367063522339","0.5990403532981873","0.5964663028717041","0.6013877987861633","0.5216550230979919","0.3551952838897705","0.7127371430397034","0.5828288078308106","0.5614994168281555","0.5949327945709229","0.26597127318382263","0.22523002326488495","0.34070080518722534","0.23729519297679266","0.09518445283174515","0.32133811712265015"
"50","0.4786629378795624","0.4654542803764343","0.48559361696243286","0.5995552778244019","0.5987583994865417","0.6002143025398254","0.4348882496356964","0.2805429995059967","0.5719696879386902","0.583884847164154","0.5752767324447632","0.5937613248825073","0.2754917353391647","0.2210250049829483","0.3278633952140808","0.21622647841771445","0.19879961013793945","0.24289435148239136"
"51","0.48153857588768006","0.4712215065956116","0.491203248500824","0.5956872820854187","0.5797650218009949","0.6011103391647339","0.4720060586929321","0.28316327929496765","0.6559571623802185","0.5848921298980713","0.570698082447052","0.5957129597663879","0.2681745618581772","0.22724226117134094","0.35112419724464417","0.21226645012696585","0.15627436339855194","0.287092000246048"
"52","0.47084988951683043","0.45965468883514404","0.48229071497917175","0.5973416209220886","0.5880311727523804","0.6006435751914978","0.5101231217384339","0.36605656147003174","0.6576271057128906","0.5862364888191223","0.5776754021644592","0.5935426354408264","0.26800101399421694","0.22541868686676025","0.3677341639995575","0.24270910521348318","0.2242698222398758","0.27325960993766785"
"53","0.474894779920578","0.46513959765434265","0.48564329743385315","0.5966849327087402","0.5861214399337769","0.6010739207267761","0.5540872752666474","0.4235500991344452","0.6514886021614075","0.5858606576919556","0.5777124762535095","0.5955061912536621","0.27562093138694765","0.23631161451339722","0.3611365854740143","0.2265874147415161","0.12982505559921265","0.31613823771476746"
"54","0.48278300166130067","0.47526195645332336","0.4863201081752777","0.5957995533943177","0.5807416439056396","0.6000205278396606","0.5135563254356384","0.4328686594963074","0.6181474328041077","0.5869930624961853","0.5738044381141663","0.5970049500465393","0.26978498697280884","0.2473902702331543","0.3262970745563507","0.24853317936261496","0.21609625220298767","0.26582005620002747"
"55","0.49002063274383545","0.47498783469200134","0.5125114321708679","0.5973387837409974","0.5883989930152893","0.6024803519248962","0.556137990951538","0.36781609058380127","0.6539485454559326","0.5881673932075501","0.580608606338501","0.5962170958518982","0.2834533452987671","0.2566458284854889","0.33945146203041077","0.18476591010888418","0.1751776784658432","0.1899637132883072"
"56","0.4849926829338074","0.47830644249916077","0.4927722215652466","0.594850754737854","0.5846285820007324","0.5997633934020996","0.5387537062168122","0.32345524430274963","0.645470380783081","0.5887585282325745","0.5755570530891418","0.5955829620361328","0.28435930609703064","0.2573240399360657","0.34241577982902527","0.23204969863096872","0.1329912692308426","0.3694424331188202"
"57","0.4850792109966278","0.47433555126190186","0.4912162125110626","0.5927357912063599","0.5858032703399658","0.6011892557144165","0.5081155121326446","0.37856173515319824","0.6870503425598145","0.5850468397140502","0.5721143484115601","0.5944110155105591","0.29582913517951964","0.2553562521934509","0.37223586440086365","0.2795662581920624","0.18745198845863342","0.35013893246650696"
"58","0.4788313925266266","0.46812862157821655","0.4866096079349518","0.5964200496673584","0.5866446495056152","0.6005677580833435","0.5461341083049774","0.2664961516857147","0.697568416595459","0.584838080406189","0.5790690183639526","0.5931172966957092","0.28835987448692324","0.24027401208877563","0.3619459271430969","0.23336573441823324","0.18237453699111938","0.29635676741600037"
"59","0.4846651554107666","0.4730098843574524","0.49271059036254883","0.5949566960334778","0.5898939371109009","0.5987010598182678","0.4725848793983459","0.2708018124103546","0.6816037893295288","0.5884094595909118","0.5843948125839233","0.5941745638847351","0.27891118824481964","0.22614465653896332","0.3726239502429962","0.214457169175148","0.1982269436120987","0.2301439791917801"
"60","0.48023120164871214","0.47238054871559143","0.4883172810077667","0.5917439222335815","0.5789327621459961","0.6006479859352112","0.48283129930496216","0.396577388048172","0.6373737454414368","0.5875734090805054","0.5833023190498352","0.595835268497467","0.29684832096099856","0.266152948141098","0.3659999966621399","0.23673905928929648","0.1643695831298828","0.3092072308063507"
"61","0.4800303399562836","0.4683580696582794","0.49456194043159485","0.5928740978240967","0.5845947265625","0.5984520316123962","0.5774021625518799","0.3745644688606262","0.6819277405738831","0.5894825696945191","0.5821518301963806","0.5945959687232971","0.29684692025184634","0.26337650418281555","0.3239564299583435","0.24513489504655203","0.1734936684370041","0.2821232080459595"
"62","0.4863417148590088","0.47622352838516235","0.5018783211708069","0.5940876007080078","0.5854272842407227","0.6004360914230347","0.5700411677360535","0.4446397125720978","0.7102473378181458","0.588250732421875","0.5822798013687134","0.5963185429573059","0.2989572584629059","0.24961793422698975","0.34235161542892456","0.1625361293554306","0.15241442620754242","0.17358149588108063"
"63","0.4836359441280365","0.47994449734687805","0.4866240322589874","0.5917091488838195","0.5835617780685425","0.5990602374076843","0.5663636505603791","0.4950617253780365","0.634765625","0.5885489583015442","0.5854974389076233","0.5962216258049011","0.2857636511325836","0.2340814173221588","0.3514934778213501","0.20362106959025064","0.1733662188053131","0.2300194948911667"
"64","0.4924123704433441","0.47564029693603516","0.5030210614204407","0.5944195985794067","0.5874513387680054","0.6002354621887207","0.5807658970355988","0.41292276978492737","0.714018702507019","0.5873647809028626","0.5788396000862122","0.5953766107559204","0.2990164339542389","0.26825377345085144","0.34213608503341675","0.2486843317747116","0.21421591937541962","0.2745201289653778"
"65","0.4792665302753448","0.4686882793903351","0.48712214827537537","0.592666506767273","0.5819048881530762","0.6000925898551941","0.5899834990501404","0.4650259017944336","0.7677794098854065","0.5825260043144226","0.5679365992546082","0.5947346687316895","0.30386091470718385","0.2586364150047302","0.3461741507053375","0.2046515146891276","0.10918992757797241","0.3163953125476837"
"66","0.4729089975357056","0.45967161655426025","0.49411922693252563","0.5949780464172363","0.585396945476532","0.6015534996986389","0.6169135928153991","0.47375327348709106","0.7430939078330994","0.5872639894485474","0.5807934999465942","0.5959039926528931","0.29740274548530576","0.24912455677986145","0.3634229898452759","0.22568335135777792","0.16850219666957855","0.2633259892463684"
"67","0.4838468790054321","0.4647054672241211","0.49280792474746704","0.5882864594459534","0.5642391443252563","0.5992662310600281","0.5453682720661164","0.42123687267303467","0.6732954382896423","0.5904265165328979","0.5831827521324158","0.5963008403778076","0.3042491853237152","0.2718828022480011","0.34154704213142395","0.16618335992097855","0.10828625410795212","0.22772277891635895"
"68","0.4779811918735504","0.47061705589294434","0.4930126368999481","0.5929658651351929","0.5858439207077026","0.6000921130180359","0.5354118049144745","0.3408876359462738","0.678670346736908","0.5860635161399841","0.5781985521316528","0.5934174060821533","0.3160601079463959","0.2865740656852722","0.3919565677642822","0.21083833277225494","0.17982827126979828","0.24796974658966064"
"69","0.4819843351840973","0.4745810329914093","0.4883909821510315","0.5922584533691406","0.5850417017936707","0.5983756184577942","0.5460330069065094","0.440246045589447","0.6791045069694519","0.5842499732971191","0.5728155374526978","0.5977545380592346","0.319579553604126","0.28188806772232056","0.3839625418186188","0.20597377916177115","0.1369357854127884","0.3425123989582062"
"70","0.49254947900772095","0.4766763746738434","0.502851128578186","0.5956742167472839","0.5869025588035583","0.5986272692680359","0.5167685627937317","0.4099876582622528","0.702816903591156","0.5861924290657043","0.5752522945404053","0.5964064002037048","0.3047703981399536","0.27763742208480835","0.34201779961586","0.2392499397198359","0.18117383122444153","0.3550871014595032"
"71","0.48459813594818113","0.4720279574394226","0.4974230229854584","0.5911519527435303","0.5784658193588257","0.6010098457336426","0.5877116978168487","0.4798624813556671","0.6880733966827393","0.5868399620056153","0.5707531571388245","0.5970202684402466","0.30064003467559813","0.2568705081939697","0.36093637347221375","0.18500399589538574","0.17275211215019226","0.2018662840127945"
"72","0.47997798919677737","0.46687740087509155","0.4889864921569824","0.5935906171798706","0.581798255443573","0.6005231142044067","0.5550524771213532","0.41062480211257935","0.7021276354789734","0.5853670239448547","0.5756641030311584","0.5966343879699707","0.32734408378601076","0.27936026453971863","0.38284438848495483","0.20418107012907663","0.1277628093957901","0.2594570517539978"
"73","0.48198718428611753","0.46394383907318115","0.4899655282497406","0.5914277195930481","0.5695778131484985","0.6013253331184387","0.6064537644386292","0.4789643883705139","0.6975717544555664","0.5808500409126282","0.557917594909668","0.5972816348075867","0.3270075559616089","0.28628697991371155","0.37743034958839417","0.1872656842072805","0.16516003012657166","0.22228685021400452"
"74","0.4805508017539978","0.4688737988471985","0.49453040957450867","0.5893105268478394","0.5679861307144165","0.598900556564331","0.5721258521080017","0.36703911423683167","0.7503671050071716","0.5840250492095947","0.5664675235748291","0.597266674041748","0.32883832454681394","0.2658557891845703","0.376764714717865","0.20460481941699982","0.16929911077022552","0.27072688937187195"
"75","0.48801960349082946","0.4761343002319336","0.5036314725875854","0.5928272485733033","0.5815131664276123","0.601006269454956","0.621038818359375","0.4738219976425171","0.7402724027633667","0.5855448603630066","0.5701773762702942","0.5974737405776978","0.31491929292678833","0.27905333042144775","0.36612293124198914","0.19245929022630057","0.13948415219783783","0.22601570188999176"
"76","0.4846662521362305","0.4658745229244232","0.4949657618999481","0.5861172914505005","0.5707927942276001","0.6017793416976929","0.6254159867763519","0.4558359682559967","0.7966101765632629","0.5831186175346375","0.5579894781112671","0.5963321328163147","0.3310157060623169","0.29482343792915344","0.39452722668647766","0.2082056204477946","0.18013307452201843","0.23443223536014557"
