"Step","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX","Grouped runs (CaliMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95","Grouped runs (CaliMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MIN","Grouped runs (CaliMatch) - Unseen-class ratio both under ood score 0.5 and over conf 0.95__MAX"
"73","0.018042303062975405","0.014416775666177273","0.023806046694517136","0.3658169060945511","0.0810810774564743","0.592334508895874","0.5805251836776734","0.557604193687439","0.597227156162262","0.3270075559616089","0.28628697991371155","0.37743034958839417","0.014996784428755442","0.011461318470537663","0.01835966855287552"
"74","0.018121620826423167","0.014556040987372398","0.023123079910874367","0.34539945498108865","0.056947607547044754","0.563005805015564","0.582261323928833","0.562415361404419","0.5971946716308594","0.32883832454681394","0.2658557891845703","0.376764714717865","0.01632243177543084","0.013655462302267551","0.01888502761721611"
"75","0.01800090875476599","0.014163089916110039","0.023106170818209648","0.3751386344432831","0.27078890800476074","0.5674300193786621","0.58476642370224","0.569449782371521","0.5968807339668274","0.31491929292678833","0.27905333042144775","0.36612293124198914","0.014870474735895792","0.013351335190236568","0.017259493470191956"
"76","0.01802657265216112","0.01469518430531025","0.02354489639401436","0.3033593863248825","0.2142857164144516","0.39772728085517883","0.5824637174606323","0.5565657019615173","0.5959302186965942","0.3310157060623169","0.29482343792915344","0.39452722668647766","0.016152419460316498","0.013122973032295704","0.01918613724410534"
"77","0.019157987274229526","0.01497963909059763","0.02389678917825222","0.3224028140306473","0.16755318641662598","0.45185184478759766","0.5864024996757508","0.5782371759414673","0.5968210101127625","0.3044662714004517","0.267632395029068","0.35597407817840576","0.015843998019893963","0.010701727122068405","0.020217034965753555"
"78","0.018845207523554564","0.015237824060022831","0.023129848763346672","0.27765662372112276","0.06451612710952759","0.4841628968715668","0.583081579208374","0.5708220601081848","0.5960312485694885","0.32477256655693054","0.297044575214386","0.35497480630874634","0.01589628712584575","0.01355578750371933","0.020408162847161293"
"79","0.019431699765846133","0.01471638772636652","0.02445770800113678","0.27328296303749083","0.10104529559612274","0.3730570077896118","0.5771722793579102","0.5665884017944336","0.592119574546814","0.32381272315979004","0.2663610875606537","0.3840530216693878","0.017292129807174206","0.012114706449210644","0.021367521956562996"
"80","0.019440980860963464","0.014831717126071453","0.023384975269436836","0.30520243048667905","0.14176245033740997","0.432314395904541","0.5795596361160278","0.5632004737854004","0.5967725515365601","0.3072096943855286","0.2683531641960144","0.3770413100719452","0.016804323842128117","0.012669548392295837","0.020551882684230804"
"81","0.01889113918878138","0.014635649509727955","0.02389625459909439","0.32679932117462157","0.23505976796150208","0.49732619524002075","0.5858760595321655","0.5733992457389832","0.5971688628196716","0.34973846673965453","0.3314536213874817","0.3940841555595398","0.014663667418062687","0.010921604000031948","0.017878426238894463"
"82","0.01844095136038959","0.012699396349489689","0.024027960374951363","0.3585858911275864","0.22508038580417633","0.4651162922382355","0.5843166828155517","0.5721913576126099","0.5973086357116699","0.35356343984603883","0.3355851173400879","0.386579692363739","0.015248426236212254","0.011427723802626133","0.01803278736770153"
"83","0.018945068586617708","0.014574160799384117","0.024027960374951363","0.3657440096139908","0.2193494588136673","0.47826087474823","0.5808699250221252","0.5623170733451843","0.5974196791648865","0.35412495732307436","0.3286493420600891","0.40169936418533325","0.015457419989009699","0.011291041038930416","0.018146660178899765"
"84","0.018936638720333576","0.014684915542602539","0.024024460464715958","0.37970392107963563","0.2984496057033539","0.4615384638309479","0.5831245064735413","0.5688828229904175","0.5961440801620483","0.35294796228408815","0.32568132877349854","0.404030442237854","0.014796295513709387","0.010821226984262466","0.017841212451457977"
"85","0.018534267554059625","0.012937468476593494","0.024024460464715958","0.3404709368944168","0.21561338007450104","0.44106462597846985","0.5818698048591614","0.5692633390426636","0.5948407649993896","0.35667320489883425","0.33066612482070923","0.4063279926776886","0.015016875229775906","0.01096621248871088","0.017554299905896187"
"86","0.018899611197412014","0.014684915542602539","0.023882335051894188","0.35357501804828645","0.23312883079051971","0.5035714507102966","0.5788814663887024","0.5691890716552734","0.5918545722961426","0.3635865330696106","0.3378280997276306","0.40560564398765564","0.015034622512757778","0.010990642942488194","0.017981870099902153"
"87","0.019037252524867654","0.015086864121258259","0.024027960374951363","0.3879656970500946","0.2571428716182709","0.5173745155334473","0.5819124937057495","0.570841908454895","0.5928303599357605","0.3606314778327942","0.3478260934352875","0.4067493975162506","0.01503514094899098","0.011269276030361652","0.017846519127488136"
"88","0.018940751207992435","0.014682822860777378","0.024027960374951363","0.3738185465335846","0.2820919156074524","0.47752809524536133","0.5795815825462342","0.5739648342132568","0.5923481583595276","0.3647082030773163","0.33823227882385254","0.410944402217865","0.015358895373841127","0.01127596478909254","0.01826823130249977"
"89","0.019071426009759307","0.015365703962743282","0.02388581447303295","0.36939880847930906","0.2693251669406891","0.44999998807907104","0.5814592003822326","0.5727795362472534","0.5920049548149109","0.36117714643478394","0.3371627926826477","0.40495795011520386","0.015192356891930103","0.011284335516393185","0.018003273755311966"
"90","0.018937279004603624","0.014829602092504501","0.023882335051894188","0.3573480486869812","0.2017543911933899","0.45864662528038025","0.5800768971443176","0.5693209171295166","0.5917407274246216","0.36497837901115415","0.3391437232494354","0.41030383110046387","0.015438570640981197","0.011106175370514393","0.018141264095902443"
"91","0.01903081382624805","0.015061615966260433","0.024024460464715958","0.36902639269828796","0.2937364876270294","0.4395604431629181","0.5748436927795411","0.5595352053642273","0.5836583971977234","0.3680630028247833","0.34117767214775085","0.4177049696445465","0.014837726019322872","0.01127596478909254","0.017650548368692398"
"92","0.018900200026109815","0.014544417150318623","0.024024460464715958","0.42598196864128113","0.3222929835319519","0.589820384979248","0.5738019347190857","0.5631325840950012","0.5838515758514404","0.3688077092170715","0.3481399714946747","0.4039853513240814","0.015189526913066706","0.01127763744443655","0.017820017412304878"
"93","0.019066216191276908","0.014929967932403088","0.024031460285186768","0.3831958889961243","0.27098190784454346","0.5269230604171753","0.5714191317558288","0.559125542640686","0.5771419405937195","0.36152438521385194","0.33972853422164917","0.4087882936000824","0.015194366375605265","0.01124260388314724","0.017841212451457977"
"94","0.018960940185934305","0.014684915542602539","0.024024460464715958","0.37544817924499513","0.2660312056541443","0.4790419042110443","0.5752382636070251","0.5647439360618591","0.5816889405250549","0.365332293510437","0.34643760323524475","0.40705612301826477","0.015158265829086304","0.011265935376286507","0.017523016780614853"
"95","0.020353636393944424","0.015922661870718002","0.024024460464715958","0.37497509717941285","0.2836538553237915","0.5431472063064575","0.5729828715324402","0.5518782734870911","0.5812092423439026","0.36889129877090454","0.3459106981754303","0.42151615023612976","0.015213331828514734","0.011552132666110992","0.017452267929911613"
"96","0.02035778264204661","0.015935100615024567","0.024024460464715958","0.32407220005989074","0.21252796053886414","0.43843844532966614","0.5763056874275208","0.5685126185417175","0.5829980969429016","0.36669684648513795","0.3435632586479187","0.4123382270336151","0.015025978907942772","0.011400651186704636","0.01767151802778244"
"97","0.020353879779577255","0.015920398756861687","0.024024460464715958","0.3546448588371277","0.23002085089683533","0.5507246255874634","0.5758199453353882","0.5609121322631836","0.5835395455360413","0.3706796884536743","0.3488371968269348","0.41637539863586426","0.015209051469961802","0.011286010965704918","0.01756213791668415"
"98","0.020595562954743702","0.015927189961075783","0.02474571205675602","0.37994787096977234","0.25156739354133606","0.5052631497383118","0.5760636806488038","0.5700218081474304","0.5824986696243286","0.3673648715019226","0.3500955402851105","0.40840306878089905","0.015201931508878866","0.011239278130233288","0.01781737245619297"
"99","0.020310717324415844","0.015922661870718002","0.024031460285186768","0.3962863087654114","0.25168755650520325","0.5422534942626953","0.5653231143951416","0.5477054715156555","0.5835137367248535","0.3721529424190521","0.34452152252197266","0.4162317216396332","0.014861070550978184","0.010959715582430363","0.017812082543969154"
